房山区国家高新技术企业名单,Unnamed: 1,Unnamed: 2,Unnamed: 3
909,北京盛原通达科技有限公司,GR202311005884,先进制造与自动化
910,北京第二机床厂有限公司,GR202311010200,先进制造与自动化
911,北京万智石油化工有限公司,GR202311005985,新材料
912,北京和尔泰新材料科技有限公司,GR202311008484,新材料
913,北京威远恒通科技发展有限公司,GR202311009473,新材料
914,北京碳阳科技有限公司,GR202311005975,新材料
915,北京鸿润中茂科技有限公司,GR202311010302,先进制造与自动化
916,小柿子（北京）汽车供应链管理有限公司,GR202311010289,先进制造与自动化
917,中石化催化剂（北京）有限公司,GR202311010306,新材料
918,北京龙凤呈祥医院管理有限公司,GR202311010407,新材料
919,北京劲威环保科技发展有限公司,GR202311010425,新材料
920,北京世纪海森防水材料有限公司,GR202311010437,新材料
921,云家园在线（北京）科技有限公司,GR202311010424,电子信息
922,北京亚西会展服务有限责任公司,GR202311010449,电子信息
