ID,项目名称,项目代码,建设单位,项目地址,计划投资总额,投资额单位,投资额币种,建设单位统一社会信用代码,建设规模及内容,文件名称,文件类型,文号,发文日期
1090490,怀柔科学城北区石匣子河达标治理工程,2.02414E+17,北京市怀柔区怀北镇人民政府,北京市怀柔区怀北镇人民政府,11087.4,万元,人民币,1.11102E+17,该项目对于保障首都防汛安全具有重大意义，是保障首都可持续发展的关键区域，是支撑怀柔科学城发展的重点项目。项目位于怀柔科学城。项目建设内容：通过疏挖整治、岸坡修复实现石匣子河防洪达标，确保科学城北区防洪安全，石匣子河5.1公里。,关于怀柔科学城北区石匣子河达标治理工程项目建议书（代可研）的批复,区级,京怀柔发改（审）[2024]26号,17/5/2024 17:59:36
QXSP1501310,顺义区高丽营镇河道排污口治理工程（一期）,1.3012E+12,高丽营镇政府,高丽营镇政府,2666.6,万元,人民币,11110110000093286W,"综合治理排污口9个，具体包括：
（一）新建污水处理站2座。在方氏渠07#丽喜花园排污口和方氏渠09#万万树污水处理厂排污口合建2000立方米/日污水处理站1座，在苏峪沟10#花水湾排污口新建200立方米/日污水处理站1座。
（二）敷设污水管线1647米。在方氏渠07#丽喜花园排污口敷设D400截污管线444米，布置检查井13座；在方氏渠16#羊房村东北排污口敷设D300截污管线240米，布置检查井9座；在方氏渠21#西王路村南排污口敷设D300截污管线200米，布置检查井8座；在方氏渠12#闫家营村南2号排污口敷设D300截污管线295米，D300PE拉管43米，布置检查井10座；在方氏渠22#南王路村北排污口敷设D300截污管线126米，D300PE拉管219米，布置检查井10座；在方氏渠24#影视基地排污口敷设D300截污管线45米，D300PE拉管35米，布置检查井3座。
（三）加装在线监测设施2套。在方氏渠06#方氏渠白马路桥南排污口加装在线监测设施1套，在方氏渠09#万万树污水处理厂排污口加装在线监测设施1套。",关于顺义区高丽营镇河道排污口治理工程（一期）实施方案的批复,区级,顺发改〔2015〕397号,15/7/2015 00:00:00
1018317,丰台区芦花路铁路桥积水治理工程,2.01705E+17,丰台区水务局,丰台区水务局,1813,万元,人民币,11110106000062981X,新建5条排水明渠，总长829米，新建挡墙3处，暗涵3座,"关于丰台区芦花路铁路桥积水治理工程
实施方案的批复",市级,京发改（审）[2018]344号,4/9/2018 00:00:00
1019400,门头沟区城子、东西辛房排洪沟及截洪沟治理工程（一期）,2.01607E+17,北京市门头沟区水务局,北京市门头沟区水务局,11190.5,万元,人民币,11110109000072813A,建设规模及内容：疏挖、整治排洪沟道6条、截洪沟16条，河道长度共计7.59公里；新建透水砖巡河路9555.01平方米；新建跌水38座；新建拦沙坝26座；新建挡水堰39座；新建湿塘1处；新建渗滤箱30处；新建桥涵1座，拆除现状桥涵8座；绿化面积4.52万平方米；地下管线改移1项。,关于门头沟区城子、东西辛房排洪沟及截洪沟治理工程（一期）实施方案的批复,区级,京门头沟发改（审）[2016]108号,7/12/2016 00:00:00
1087692,房山区水库功能恢复工程项目,2.02308E+17,北京市房山区水务局,北京市房山区水务局,36566,万元,人民币,1.11101E+17,本工程涉及7座水库（崇青水库、天开水库、鸽子台水库、丁家洼水库、龙门口水库、大窖水库、西太平水库）库区疏浚；利用疏浚时，水库放空或降低水位时机对部分水库破损的输水管闸门（阀）及配套设备更换。,关于房山区水库功能恢复工程项目项目建议书（代可研）的批复,区级,京房山发改（审）[2023]251号,7/12/2023 11:13:14
1087244,孟祖河讲礼段护坡整治工程,2.02312E+17,北京市昌平区小汤山镇人民政府,北京市昌平区小汤山镇人民政府,357.95,万元,人民币,11110221000103421J,对孟祖河讲礼段河道护砌、护栏、护坡挡墙、排水设施及污水处理设施进行新建和改造。新建框架梁锚杆护砌河道750平米，新建河道外侧护栏84米，C25片石混凝土挡墙68米，新建D=400mm混凝土排水预埋管12米，新建玻璃钢化粪池1座（3立方米），预埋DN200HDPE双壁波纹污水管18米。,关于孟祖河讲礼段护坡整治工程项目建议书的批复,区级,京昌平发改（审）[2023]165号,6/12/2023 13:37:30
1086949,延庆区山区河道水毁修复及生态功能提升工程,2.02316E+17,北京市延庆区水务局,北京市延庆区水务局,49272.6,万元,人民币,11110229000117938X,工程建设内容主要包括9条山区河道进行防洪提升治理及20条沟道水毁修复，治理河道长度总计约139.50km。河道疏挖、清障1457632m3，局部河道拓宽10～30m，新建或改建河道护岸35km、护坡及护底36.1km、防洪堤2.2km等，新建或改造河道方涵57座、消力池4座、跌水2座、巡河路3.3km等，翻建桥梁1座。,关于延庆区山区河道水毁修复及生态功能提升工程项目建议书（代可研）的批复,区级,京延庆发改（审）[2023]43号,6/12/2023 03:45:23
1019412,上地立交桥雨水泵站升级改造工程,2.01604E+17,北京实创高科技发展有限责任公司,北京实创高科技发展有限责任公司,2987.43,万元,人民币,9111010810200570XL,改造现况上地雨水泵站，共设置4台混流泵（3用1备），流量Q=0.6m3/s，扬程H=9.0m，功率N=功率90kW，新安装回转式机械格栅1台，改建泵站出水井1座；改造新建桥区低水雨水篦子100座，新建D600mm～D1500mm钢筋混凝土雨水管146m，内衬修复现况D900mm～D1200mm钢筋混凝土雨水管212m；新建调蓄池安装2台潜污泵，回转式机械格栅1台；对现况配电室等附属用房进行改造，配电室更换高压柜10台，低压柜10台，2台SCB-500KVA变压器，以及电缆及保护管材料等，将原值班室改为派接小室，新装高压环网柜8面、PT柜2面、DTU箱1台，及配套电缆等；外电源工程实施10kV电力管井（新建电力管井202米，改造现状电力管井218.5米），新施工电力井共9座（其中改造井1座），敷设双条电缆共1294米，电缆型号ZRC-YJY22-10KV-3*240，Φ150热浸塑钢管共4153米；同步改造站内电气、自控、通风等系统；新建雨水调蓄池容积1760m3、交通导改、路政管理等均暂列计。,北京市海淀区发展和改革委员会关于上地立交桥雨水泵站升级改造工程实施方案的批复,区级,京海淀发改（审）[2016]237号,30/11/2016 00:00:00
XMG7987447,河西支线工程,2.01506E+17,北京市水务建设管理事务中心,北京市水务建设管理事务中心,278407,万元,人民币,,管道总长18.7公里，输水规模10万立方米/秒,关于批准南水北调河西支线工程项目建议书（代可行性研究报告）的函,市级,京发改（审）[2015]85号,31/12/2015 00:00:00
1086340,黄土岗蓄滞洪区建设工程,2.02305E+17,北京恒盛宏大基础设施建设管理有限公司,北京恒盛宏大基础设施建设管理有限公司,43077,万元,人民币,,设计蓄滞洪区占地面积8.44hm2，深约为22.50m。包括蓄滞洪区疏挖、护砌、下坑道路、巡视环路及护栏建设等;建设退水闸井1座，退水闸井为钢筋砼结构，结构内尺寸长×宽×高为7.2×4.2×6.0m；排水泵站工程，泵站规模为3.6m3/s，排水泵站由泵站进水管、进水阀井、泵室、出水阀井及泵站出水管组成；新建管理房约300 m2。,关于黄土岗蓄滞洪区建设工程项目建议书（代可研）的批复,区级,京丰台发改（审）[2023]49号,6/12/2023 14:39:02
1002014,关于大兴区天堂河治理工程实施方案的批复,2.01515E+17,大兴区物资集团有限公司,大兴区物资集团有限公司,57340,万元,人民币,91110000102879386X,治理河道长度约19.3公里，河道疏挖、平整19.3公里，改建桥梁11座，新建跌水1座，改建巡河路0.8公里，拆除闸、坝4座，还建橡胶坝1座，河坡护砌约15万平方米，表流湿地约3.6万平方米，地下管线改移及保护等。具体占地位置及建筑规模以规划、国土部门核定为准,关于关于大兴区天堂河治理工程实施方案的批复实施方案的批复,区级,京大兴发改（审）[2015]8号,24/11/2015 00:00:00
1087444,房山区长周路道路黄良铁路、大石河及周琉支线三座雨水泵站水毁修复工程,2.02308E+17,北京市房山区城市管理委员会,北京市房山区城市管理委员会,1736.06,万元,人民币,1.11101E+17,对黄良铁路雨水泵站、大石河雨水泵站、周琉支线雨水泵站进行恢复改造。更换三座泵站的水泵、格栅机、控制柜、排水单元等机电设备；改造大石河泵站和周琉支线雨水泵站的高压配电室；对泵房和集水池进行清淤清掏；重建泵站房屋开裂脱落的墙体，室外塌陷的地面，损坏的门窗、室外照明及防盗系统；增设值班室生活给水系统、采暖系统、柴油发电机等。,关于房山区长周路道路黄良铁路、大石河及周琉支线三座雨水泵站水毁修复工程项目建议书（代可研）的批复,区级,京房山发改（审）[2023]219号,7/12/2023 00:12:47
1018197,2016年通惠河水毁修复工程,2.01703E+17,城市河湖管理处,城市河湖管理处,6740,万元,人民币,12110000400638804B,对普济闸以上段通惠河及高碑店湖河道，护坡及堤防水毁工程进行修复，保障河道行洪排水通畅及安全。,"关于批准2016年通惠河水毁修复
工程实施方案的函",市级,京发改（审）[2017]204号,8/5/2017 00:00:00
1087194,昌平区乡镇供水厂提升改造项目,2.02312E+17,北京燕龙水务集团有限公司,北京燕龙水务集团有限公司,13620.6,万元,人民币,9.111E+17,1、响潭地表水厂提升改造：改造水厂内部原有设备间、水处理系统及配电、自控等设施；2、兴寿地下水厂改扩建：兴寿水厂院内新建两座有效容积3000立方米的地下清水池，并建设地下配水泵房、配电间、消毒间等配套设施，同步铺设输配水管线约2544.39米。3、未来科学城调蓄水厂水质改善：水厂院内增加水源预处理设备，并新建地下缓冲水池、反洗水池、污泥池，同步配建供水管网。,关于昌平区乡镇供水厂提升改造项目项目建议书的批复,区级,京昌平发改（审）[2023]166号,6/12/2023 15:22:08
1059735,平谷区洳河（西峪水库—小辛寨石河汇入口）治理工程（巡河路部分）,2.02013E+17,平谷区水务局,平谷区水务局,4828.23,万元,人民币,11110226000112950P,"巡河路宽7m，其中行车路面宽5m，路面采用沥青混凝土路面,两侧各留1m宽路肩。巡河路全长27.82公里。",关于平谷区洳河（西峪水库—小辛寨石河汇入口）治理工程（巡河路部分）实施方案的批复,区级,京平谷发改（审）[2020]27号,9/5/2020 16:13:14
QXSP1501979,怀柔污水处理厂板框脱水机应急工程,1.6012E+12,北京市京怀水质净化厂,北京市京怀水质净化厂,1684.72,万元,人民币,91110116633664640P,,北京市怀柔区发展和改革委员会关于怀柔污水处理厂板框脱水机应急工程项目建议书的批复,区级,怀发改函[2015]164号,13/10/2015 00:00:00
1087580,大宁水库泄洪闸至小清河连通工程（房山段）,2.02308E+17,北京市房山区水务局,北京市房山区水务局,1521,万元,人民币,1.11101E+17,房山区境内主要建设内容包括：新建分洪道导流堤约1.5公里；恢复小清河步道约0.1公里，含新建穿京深路倒虹吸1座；新建巡护道路系统约2.4公里，含5米巡护道路1.8公里，3米巡护道路0.6公里，停车场1处，车位96个以及安全标识等内容；实施植护固土面积10公顷；建设灌溉、电气及自动化等配套工程等。,关于大宁水库泄洪闸至小清河连通工程（房山段）项目建议书（代可研）的批复,区级,京房山发改（审）[2023]203号,6/12/2023 23:33:19
1021581,顺义区黑臭水体治理工程方氏渠循环净化处理站工程,2.0171E+17,顺义区水务局,顺义区水务局,2294,万元,人民币,11110110000092937B,建设规模为在方式渠河道旁建设循环净化处理站1座，处理规模5000立方米/天。主要建设内容为新建原水提升泵站1座，生物过滤池1座，沉淀储泥池1座，地下设备间1座，再生水提升泵站1座，河水处理机1台，再生水提升潜水泵3台，箱式变电站1座，配电室1座，监控站1座，水质监测站2座。,关于顺义区黑臭水体治理工程方氏渠循环净化处理站工程实施方案的批复,区级,京顺义发改（审）[2017]11号,16/2/2017 00:00:00
1064990,安定镇5个村美丽乡村污水（支管）建设工程,2.02011E+17,安定镇,安定镇,1345,万元,人民币,,包括沙河村等5个村污水（支管）建设工程及配套工程等，管线总长度约13615m，管径为DN200mm-DN300mm。,关于安定镇5个村美丽乡村污水（支管）建设工程实施方案的批复,区级,京大兴发改（审）[2020]164号,21/12/2020 11:24:04
1090496,怀柔区沙河综合治理工程,2.02414E+17,北京市怀柔区水务局,北京市怀柔区水务局,76813,万元,人民币,11110227000097949G,治理沙河7.9km，包括河道拓宽、清淤7.9km，新建驳岸挡墙3.2km，雨水口改建55处，新建巡河路15.7km；改扩建桥梁5座，防护现状桥梁4座；水生态修复工程累计种植各类水生植物9.84万㎡；景观绿化面积43.6万㎡，景观铺装3.8万㎡。,关于怀柔区沙河综合治理工程项目建议书（代可研）的批复,区级,京怀柔发改（审）[2024]31号,17/5/2024 18:51:42
1087266,2024年昌平区标准测流断面建设工程,2.02312E+17,昌平区水务局,昌平区水务局,4491.45,万元,人民币,11110221000102859X,新建10条河道（四家庄河，葫芦河，秦屯河，南口西河，肖村河，舒畅河，幸福河，创新河，孟祖河和北小营西河）标准测流断面一座、基本水尺、标志牌等,关于2024年昌平区标准测流断面建设工程项目建议书的批复,区级,京昌平发改（审）[2023]202号,6/12/2023 18:34:32
1090490,怀柔科学城北区石匣子河达标治理工程,2.02414E+17,北京市怀柔区怀北镇人民政府,北京市怀柔区怀北镇人民政府,11087.4,万元,人民币,1.11102E+17,该项目对于保障首都防汛安全具有重大意义，是保障首都可持续发展的关键区域，是支撑怀柔科学城发展的重点项目。项目位于怀柔科学城。项目建设内容：通过疏挖整治、岸坡修复实现石匣子河防洪达标，确保科学城北区防洪安全，石匣子河5.1公里。,关于怀柔科学城北区石匣子河达标治理工程项目建议书（代可研）的批复,区级,京怀柔发改（审）[2024]26号,17/5/2024 17:59:36
1086540,官厅水库清淤试点工程,2.02316E+17,永定河流域投资有限公司,永定河流域投资有限公司,159818,万元,人民币,91110115MA01D5B02E,完成官厅水库栏门沙坎与漏斗区清淤，消除建筑物安全隐患，增强水库防洪调蓄功能。,"关于官厅水库清淤试点工程项目建议书
（代可行性研究报告）的批复",市级,京发改（审）[2023]810号,20/12/2023 00:00:00
1018311,丰西路丰裕铁路桥下积水治理工程,2.01705E+17,北京城市排水集团有限责任公司,北京城市排水集团有限责任公司,15857,万元,人民币,9.111E+17,新建蓄水池2.82万方及雨水收集管线1.5公里,关于丰西路丰裕铁路桥下积水治理工程实施方案的批复,市级,京发改（审）[2021]553号,15/12/2021 00:00:00
1078924,大兴区一水厂、二水厂、黄村水厂管网连通项目一期工程,2.02211E+17,北京兴创投资有限公司,北京兴创投资有限公司,337,万元,人民币,9.111E+17,输水管线穿越念坛引水渠、芦东路K1＋482.5、芦东路K0＋700处、黄良路、规划横九路五项节点，新建DN200-DN600毫米输水管道，总长度约544.5米,关于大兴区一水厂、二水厂、黄村水厂管网连通项目一期工程实施方案的批复,区级,京大兴发改（审）[2022]126号,29/9/2022 14:06:29
1085424,昌平区十三陵水库补水管线水毁修复工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,8299,万元,人民币,11110221000102859X,本项目拟建设（结合公园重建方案调整部分管段）京密引水渠向十三陵水库补水DN1000管线7.6km；沿京引北侧新建向昌平地表水厂应急反向输水DN1000管线2.1km；现状取水泵站设备及电气自控更新改造等。,关于昌平区十三陵水库补水管线水毁修复工程实施方案的批复,区级,京昌平发改（审）[2023]113号,21/10/2023 15:57:22
1087162,流村镇禾子涧西沟水毁修复工程,2.02312E+17,昌平区水务局,昌平区水务局,3000,万元,人民币,11110221000102859X,修复3公里河道,关于流村镇禾子涧西沟水毁修复工程项目建议书的批复,区级,京昌平发改（审）[2023]227号,6/12/2023 21:29:49
1011704,顺义区黑臭水体治理工程,2.0161E+17,顺义区水务局,顺义区水务局,34410.4,万元,人民币,11110110000092937B,工程涉及小中河、顺三排水、方氏渠、月牙河、龙道河、温榆河、蔡家河、箭杆河、金鸡河、无名河、潮白河11条河，建设内容包括新建生态净水坝、边坡净化系统、种植水生植物、河道清淤、建设生态浮岛、改造钢板闸、安装控制闸门、新建循环泵站与其配套循环管线等。,关于顺义区黑臭水体治理工程实施方案的批复,区级,京顺义发改（审）[2016]124号,14/9/2016 00:00:00
1087746,双泉河提升改造工程,2.02308E+17,北京市房山区人民政府燕山办事处,北京市房山区人民政府燕山办事处,42019.4,万元,人民币,1.11101E+17,双泉河提升改造范围起点为铺王寺，终点至燕化铁路专用线，总长度4.2千米。主要工程包括河道疏挖、护砌4.2千米，新建混凝土挡墙5740米，河底护砌53637平方米，绿化7.9万平方米，新建桥梁7座，跌水70座，雨水口30座，改建巡河路8.4千米，新建护栏7.8千米，还建文化场地2.1万平方米，现状河道护砌、建构筑物拆除、穿河管线保护及改移等。,关于双泉河提升改造工程项目建议书（代可研）的批复,区级,京房山发改（审）[2023]260号,7/12/2023 17:29:46
1076175,2022年昌平区十三陵镇农村污水处理设施配套管网工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,7730,万元,人民币,11110221000102859X,对十三陵镇燕子口村、王庄村、万娘坟村、北新村、长陵村、景陵村6个村新建污水管线56.9公里，建设各类污水井、化粪池、污水提升泵井等其他配套工程。,关于2022年昌平区十三陵镇农村污水处理设施配套管网工程实施方案的批复,区级,京昌平发改（审）[2023]2号,3/1/2023 10:16:45
1087303,2023年城南街道邓庄河、旧县河水毁修复工程,2.02312E+17,北京市昌平区城南街道办事处,北京市昌平区城南街道办事处,854.36,万元,人民币,1111022100010335XN,邓庄河、旧县河护坡修复，河底、边坡平整，排水沟修复，南郝庄排水沟边坡平整、清淤和重建浆砌石护砌，绿海家园南侧积水点周边新建排水沟及雨水管线等。,关于2023年城南街道邓庄河、旧县河水毁修复工程项目建议书的批复,区级,京昌平发改（审）[2023]211号,6/12/2023 19:29:39
1087464,流村镇3个村村内沟道水毁修复工程,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,3485.73,万元,人民币,11110221000102859X,3个村村内沟道水毁修复,关于流村镇3个村村内沟道水毁修复工程项目建议书的批复,区级,京昌平发改（审）[2023]221号,6/12/2023 21:10:22
1018320,房山区京港澳高速阎村积水点治理工程,2.01708E+17,房山区水务局,房山区水务局,724,万元,人民币,1.11101E+17,新建防洪墙0.4公里、排水沟0.6公里、跌水井1座，疏通雨水管线0.1公里，同步配套建设检修道路和围网，将区域排水标准由1年一遇提升为5年一遇。,"关于房山区京港澳高速阎村积水点治理工程
实施方案的批复",市级,京发改（审）[2018]6号,9/1/2018 00:00:00
1011079,平谷区夏各庄石河（夏贤路-泃河）治理工程（非防洪部分）,2.02113E+17,北京市平谷区水务局,北京市平谷区水务局,481.08,万元,人民币,11110226000112950P,"绿化工程：种植行道树1004株，树种选择为垂柳，胸径规格8-8.9cm；上口外绿化，种植委陵菜、紫花地丁、波斯菊、大花金鸡菊等2.76万平方米。
防护网工程：建设防护网8700米，为钢丝框架围网。",关于平谷区夏各庄石河（夏贤路-泃河）治理工程（非防洪部分）实施方案的批复,区级,京平谷发改（审）[2016]20号,11/5/2016 00:00:00
1087443,龙泉湾水毁修复工程,2.02407E+17,北京市门头沟区水务局,北京市门头沟区水务局,5423.5,万元,人民币,11110109000072813A,河道疏浚与主槽整形:清淤和扩挖总量约6.15万方；护岸工程:对河道约5公里范围内左右岸设置浅水湾减缓水流对岸坡冲刷；跌水工程:修复受损跌水4处，拆除4处损毁子槽跌水并改为自溃式生态跌水，拆除3处跌水（1、2、8号跌水）；滩地平整: 清除滩地淤积和破损面积约 11.98万平方米；植物防护:草本混播+灌木总面积约39.03 公顷，包含滩地植物31.75公顷和水生湿生植物7.28公顷。交通道路工程: 修,关于龙泉湾水毁修复工程实施方案重新立项的批复,区级,京门头沟发改（审）[2024]14号,7/3/2024 19:54:40
1059761,平谷区熊儿寨石河（华山南桥—洳河）治理工程（巡河路部分）,2.02013E+17,平谷区水务局,平谷区水务局,512.32,万元,人民币,11110226000112950P,"巡河路宽7m，其中行车路面宽5m，路面采用沥青混凝土路面,两侧各留1m宽路肩。巡河路全长3760m。",关于平谷区熊儿寨石河（华山南桥—洳河）治理工程（巡河路部分）实施方案的批复,区级,京平谷发改（审）[2020]28号,9/5/2020 16:17:36
1087624,田寺生态清洁小流域修复和综合治理工程,2.02307E+17,北京市门头沟区水务局,北京市门头沟区水务局,1588,万元,人民币,11110109000072813A,修复破损梯田25公顷、挡土墙1000米等坡面工程，加强坡面水土保持防护能力；修复田间生产步道500米、引水管线4000米等基础设施，提高林果产业；分析流域水土流失情况，实施水土保持工程及林草措施，逐步构建水土流失防护体系；恢复沟道控制堰，提高水土流失监测能力。,关于田寺生态清洁小流域修复和综合治理工程实施方案的批复,区级,京门头沟发改（审）[2023]122号,7/12/2023 04:36:11
1066425,北辛庄排洪沟（祁家村西路-巨山路）治理工程（一期）,2.02104E+17,北京海融达投资建设有限公司,北京海融达投资建设有限公司,2141.32,万元,人民币,91110108777085234D,"1.新建穿路涵洞长度为50.377m（穿祁家村西路）；
2.新开挖明渠长度523.363m；
3.河道两侧设置栏杆；
4.对祁家村西路至祁家村中路段河道左岸设计上口外，因施工影响范围内的原有绿化进行修复，绿化面积为2146m2。",关于北辛庄排洪沟（祁家村西路-巨山路）治理工程（一期）实施方案的批复,区级,京海淀发改（审）[2021]34号,5/3/2021 10:21:49
1023476,关于房山区南尚岗沟（小马村～刺猬河）应急疏挖工程实施方案的批复（招标）,2.01708E+17,房山区水务局,房山区水务局,1180.72,万元,人民币,1.11101E+17,"主要包括河道疏挖2.85公里，拆除沟道阻水建筑2171.4平方米,改建阻水涵桥3座，新建防护墙317.5米,道路恢复16061平方米。",关于关于房山区南尚岗沟（小马村～刺猬河）应急疏挖工程实施方案的批复（招标）实施方案的批复,区级,京房山发改（审）[2017]31号,10/4/2017 00:00:00
1088292,2023年海淀区海绵城市建设小区海绵化改造工程,2.02304E+17,北京市海淀区水务局,北京市海淀区水务局,7060.25,万元,人民币,1111010800005827XC,主要建设内容包括：紫竹院街道的西苑小区：花园路街道的牡丹园东里、中鑫嘉园、北土城西路167号院、花园路3号院（北科塔院小区）、塔院朗秋园、塔院迎春园；学院路街道的学院路20号院东区；西三旗街道的永泰庄北路23号院、清缘里中区、永泰东里、前屯路58号院共12个小区海绵化改造工程建设，总占地面积41.99万平方米。设计主要建设内容为海绵绿地改造工程、铺装改造工程、管网改造工程。,关于2023年海淀区海绵城市建设小区海绵化改造工程实施方案的批复,区级,京海淀发改（审）[2023]335号,27/12/2023 09:32:50
1082822,延庆区白河堡水库除险加固工程,2.02316E+17,北京市延庆区水务局,北京市延庆区水务局,3332,万元,人民币,11110229000117938X,主要建设内容为溢洪道修复12000平方米，进水塔修复3600平方米，泄洪洞修复380m，启闭机更换8台、库区山体防护1600平方米、库滨带修复4000平方米以及大坝安全监测及自动化控制设施建设。,关于延庆区白河堡水库除险加固工程实施方案的批复,市级,京发改（审）[2023]735号,14/12/2023 00:00:00
XMG6321499,白家楼桥区积水治理工程,2.01603E+17,北京城市排水集团有限责任公司,北京城市排水集团有限责任公司,4567,万元,人民币,9.111E+17,新建雨水管道共602米，管径Dn200-1000毫米；新建调蓄池1座，有效池容1500立方米。,关于白家楼桥区积水治理工程实施方案的批复,市级,京发改（审）[2016]320号,29/6/2016 00:00:00
1044154,第二阶段昌平区中小河道治理项目——昌平区孟祖河治理工程阿苏卫循环经济园段,2.01912E+17,昌平区水务局,昌平区水务局,15587,万元,人民币,11110221000102859X,"（1）防洪工程：新挖河道3278米，疏挖河道3440米；河岸防护总长3922米，其中新挖河道河岸防护长2930米，疏挖河道子槽防护长992米；新建跌水3座、跨河桥3座、巡河路3375米；新（改）建雨水口25座；新建六环路、顺沙路桥梁基础保护1项；管线改移及保护31条；绿化0.36万平方米等。
（2）非防洪工程：绿化9.83万平方米，种植行道树3316株等。",关于第二阶段昌平区中小河道治理项目——昌平区孟祖河治理工程阿苏卫循环经济园段调整项目建议书（代可行性研究报告）的批复,区级,京昌平发改（审）[2019]118号,26/8/2019 09:33:19
1021099,大兴区2016年危旧桥改造工程,2.01711E+17,大兴区水务局,大兴区水务局,4962,万元,人民币,1.11102E+17,改造的危旧桥共8座，其中拆建为：西枣林闸桥、东大路枣林桥、东白塔桥、东赵村桥、民生桥、田园路桥、田营东桥7座，维修为：采育闸桥1座。,关于大兴区2016年危旧桥改造工程项目建议书（代可研）的批复,区级,京大兴发改（审）[2017]8号,22/1/2017 00:00:00
1084814,门头沟区农村供水设施水毁修复工程（第一批）,2.02307E+17,北京市门头沟区水务局,北京市门头沟区水务局,23215,万元,人民币,11110109000072813A,修复水源井，修复供水站，修复蓄水池，修复闸门井等,关于门头沟区农村供水设施水毁修复工程（第一批）实施方案的批复,区级,京门头沟发改（审）[2023]66号,26/9/2023 17:05:24
1011704,顺义区黑臭水体治理工程,2.0161E+17,顺义区水务局,顺义区水务局,34410.4,万元,人民币,11110110000092937B,工程涉及小中河、顺三排水、方氏渠、月牙河、龙道河、温榆河、蔡家河、箭杆河、金鸡河、无名河、潮白河11条河，建设内容包括新建生态净水坝、边坡净化系统、种植水生植物、河道清淤、建设生态浮岛、改造钢板闸、安装控制闸门、新建循环泵站与其配套循环管线等。,关于顺义区黑臭水体治理工程实施方案的批复,区级,京顺义发改（审）[2016]124号,14/9/2016 00:00:00
XMX681804,东干渠工程,1201100336,北京市南水北调工程建设管理中心,北京市南水北调工程建设管理中心,1283980,万元,人民币,1.211E+17,新建水源管线44.7公里，同步扩建亦庄调节池及进、退水管线，新增容积207.5万立方米，总调蓄容积260万立方米。,"关于下达南水北调东干渠等2项工程
前期工作通知书的函
",市级,京发改[2009]1105号,8/6/2009 00:00:00
1087637,门城水厂防洪能力提升项目,2.02307E+17,北京市门头沟区水务局,北京市门头沟区水务局,506.44,万元,人民币,11110109000072813A,新建厂区钢筋混凝土砼挡墙980米，挡墙基础增加钢管桩660根，厂区内部雨水汇集时通过水泵向外抽排，重要设备间设置挡水板和防水门，同时设置厂区视频安防监控系统。,关于门城水厂防洪能力提升项目实施方案的批复,区级,京门头沟发改（审）[2023]116号,7/12/2023 03:39:03
1082939,京西生态公园北侧截洪滞洪工程（丰台段）,2.02305E+17,北京恒盛宏大基础设施建设管理有限公司,北京恒盛宏大基础设施建设管理有限公司,31364.5,万元,人民币,,滞洪绿地范围东侧至山湖路，南侧至规划沙羊路、生态公园、西至生态公园、北至京原铁路。滞洪绿地南侧设截洪堤。截洪堤东接山湖路，西接现状地形，总长2.5km，其中丰台段1.1km。滞洪绿地共计174公顷，其中丰台区110公顷。主要工程内容包括清基、堤防填筑、护坡、防浪墙、堤顶路、排水沟、安全监测、绿化等。,"关于京西生态公园北侧截洪滞洪工程（丰台段）
项目建议书（代可行性研究报告）的批复",市级,京发改（审）[2023]770号,15/12/2023 00:00:00
1087288,昌平区500万以下水务修复项目（流村、南口、十三陵三镇）项目,2.02312E+17,北京市昌平区水务局,北京市昌平区水务局,2989.94,万元,人民币,11110221000102859X,涉及德胜口水库水、流村镇3个村塘坝水毁工程、流村镇5个村塘坝水毁修复工程、流村镇小水峪、流村镇5个村村内排洪沟水毁修复工程、昌平区十三陵镇2条河道水毁修复工程、流村镇流村地区8个村供水管线修复工程、流村镇老峪沟地区3个村供水管线修复工程、流村镇高崖口地区3个村供水管线修复工程、十三陵镇供水管线修复工程、十三陵镇供水管线及管井修复工程、十三陵镇排水管网水毁修复工程、昌平区山区镇污水提升泵站修复工程。,关于昌平区500万以下水务修复项目（流村、南口、十三陵三镇）项目项目建议书的批复,区级,京昌平发改（审）[2023]196号,6/12/2023 17:51:40
1029423,关于朝阳区坝河、北小河等8个流域截污管线拆迁（腾退）实施方案的批复,2.01703E+17,朝阳区水务局,朝阳区水务局,62551.8,万元,人民币,1111010500005296XC,实施82.76公里截污管线配套拆迁，主要包括拆除非住宅房屋建筑面积10.35万平方米；林木补偿、伐移及恢复乔灌木4.61万株、地被14.2万平方米；电力管线改移75.2公里；电信管线改移850.5公里；临时占地面积约1118.81亩;地上物补偿包括路面26.02万平方米、围墙护栏5.39万平方米、迁坟3364座。,关于关于朝阳区坝河、北小河等8个流域截污管线拆迁（腾退）实施方案的批复实施方案的批复,区级,京朝阳发改（审）[2017]83号,27/9/2017 00:00:00
