​行政相对人名称,统一社会信用代码,行政许可决定文书名称,行政许可决定文书号,许可证书名称,许可编号,许可内容,许可决定日期,有效期自,有效期至,许可机关
北京顺安鑫达商贸中心 ,92110116MA00K85C88,准予行政许可决定书,怀卫环许决字[2024]113号,卫生许可证,怀卫环监字[2024]第108号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-17 00:00:00,2024-04-17 00:00:00,2028-04-16 00:00:00,北京市怀柔区卫生健康委员会
北京环山农家院餐厅 ,92110116MA016PMJ47,准予行政许可决定书,怀卫环许决字[2024]114号,卫生许可证,怀卫环监字[2024]第109号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-18 00:00:00,2024-04-18 00:00:00,2028-04-17 00:00:00,北京市怀柔区卫生健康委员会
北京大星发商贸有限公司兴怀大街超市,911101166723863135,准予延续/变更行政许可决定书,怀卫环许决字[2024]115号,卫生许可证,怀卫环监字[2020]第029号  ,延续公共场所商场卫生许可,2024-04-18 00:00:00,2024-04-18 00:00:00,2028-04-17 00:00:00,北京市怀柔区卫生健康委员会
北京大星发商贸有限公司第二十八自选超市,911101165858369968,准予延续/变更行政许可决定书,怀卫环许决字[2024]116号,卫生许可证,怀卫环监字[2020]第030号  ,延续公共场所商场卫生许可,2024-04-18 00:00:00,2024-04-18 00:00:00,2028-04-17 00:00:00,北京市怀柔区卫生健康委员会
北京大星发商贸有限公司第十八自选超市 ,91110116765026640M,准予延续/变更行政许可决定书,怀卫环许决字[2024]117号,卫生许可证,怀卫环监字[2020]第038号  ,延续公共场所商场卫生许可,2024-04-18 00:00:00,2024-04-18 00:00:00,2028-04-17 00:00:00,北京市怀柔区卫生健康委员会
北京西三民宿有限公司,92110116MA04CLDN4E,准予延续/变更行政许可决定书,怀卫环许决字[2024]118号,卫生许可证,怀卫环监字[2024]第110号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-04-18 00:00:00,2024-04-18 00:00:00,2026-01-28 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔县春晓美发屋,92110116MA00QHNK5E,准予延续/变更行政许可决定书,怀卫环许决字[2024]119号,卫生许可证,怀卫环监字[2020]第035号  ,延续公共场所理发卫生许可,2024-04-19 00:00:00,2024-04-19 00:00:00,2028-04-18 00:00:00,北京市怀柔区卫生健康委员会
北京喜攸民宿中心 ,92110116MACPKHQA4C,准予行政许可决定书,怀卫环许决字[2024]120号,卫生许可证,怀卫环监字[2024]第111号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-19 00:00:00,2024-04-19 00:00:00,2028-04-18 00:00:00,北京市怀柔区卫生健康委员会
北京富乐舒心旅店,92110116MA00P2NM5C,准予延续/变更行政许可决定书,怀卫环许决字[2024]121号,卫生许可证,怀卫环监字[2020]第044号  ,延续公共场所住宿卫生许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2028-04-21 00:00:00,北京市怀柔区卫生健康委员会
北京北苑瑞桦林旅店 ,91110116MA05A97J0J,准予行政许可决定书,怀卫环许决字[2024]122号,卫生许可证,怀卫环监字[2024]第112号  ,新办公共场所住宿卫生许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2028-04-21 00:00:00,北京市怀柔区卫生健康委员会
北京靖麒萱和科技有限公司 ,92110116L493375637,准予行政许可决定书,怀卫环许决字[2024]123号,卫生许可证,怀卫环监字[2024]第113号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2028-04-21 00:00:00,北京市怀柔区卫生健康委员会
北京鹏鑫盛商贸有限责任公司 ,91110116600423998J,准予行政许可决定书,怀卫环许决字[2024]124号,卫生许可证,怀卫环监字[2024]第114号  ,新办公共场所住宿卫生许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2028-04-21 00:00:00,北京市怀柔区卫生健康委员会
北京厘里乡村民宿店 ,92110116MAC0DU2Q7M,准予行政许可决定书,怀卫环许决字[2024]125号,卫生许可证,怀卫环监字[2024]第115号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2028-04-21 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区妇幼保健院,12110227400993515Y,准予延续/变更行政许可决定书,京怀卫放许决字[2024]016号,放射诊疗许可证,京卫放证字[2007]第1600013号,变更X射线影像诊断（不含CT）***放射诊疗许可,2024-04-22 00:00:00,2024-04-22 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京艳阳阁民俗餐厅 ,92110116MA00C9LD7C,准予行政许可决定书,怀卫环许决字[2024]126号,卫生许可证,怀卫环监字[2024]第116号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-24 00:00:00,2024-04-24 00:00:00,2028-04-23 00:00:00,北京市怀柔区卫生健康委员会
北京饭飘香民俗餐厅(个体工商户) ,92110116MA00CEYR8Q,准予行政许可决定书,怀卫环许决字[2024]127号,卫生许可证,怀卫环监字[2024]第117号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-24 00:00:00,2024-04-24 00:00:00,2028-04-23 00:00:00,北京市怀柔区卫生健康委员会
北京市三角洲商务有限公司 ,92110116L00246791D,准予行政许可决定书,怀卫环许决字[2024]128号,卫生许可证,怀卫环监字[2024]第118号  ,新办公共场所住宿卫生许可,2024-04-24 00:00:00,2024-04-24 00:00:00,2028-04-23 00:00:00,北京市怀柔区卫生健康委员会
北京歌华钟磬文化服务有限公司 ,91110000MA01MBKQ8K,准予延续/变更行政许可决定书,怀卫水许决字[2024]011号,卫生许可证,怀卫水监字[2024]第011号  ,变更自备水源供水卫生许可,2024-04-25 00:00:00,2024-04-25 00:00:00,2026-05-19 00:00:00,北京市怀柔区卫生健康委员会
北京丽洁秀丽理发店(个体工商户) ,92110116MADJ9N9076,准予行政许可决定书,怀卫环许决字[2024]129号,卫生许可证,怀卫环监字[2024]第119号  ,新办公共场所理发卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2028-04-25 00:00:00,北京市怀柔区卫生健康委员会
北京百顺福乐客栈 ,92110116MABPMNMU8N,准予延续/变更行政许可决定书,怀卫环许决字[2024]130号,卫生许可证,怀卫环监字[2024]第120号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2026-09-05 00:00:00,北京市怀柔区卫生健康委员会
北京氧颜健康管理中心(个人独资) ,91110116MADJ3A7306,准予行政许可决定书,怀卫环许决字[2024]131号,卫生许可证,怀卫环监字[2024]第121号  ,新办公共场所美容（非医疗美容）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2028-04-25 00:00:00,北京市怀柔区卫生健康委员会
北京川行时空装饰设计有限公司 ,91110105585825744L,准予延续/变更行政许可决定书,怀卫环许决字[2024]132号,卫生许可证,怀卫环监字[2024]第122号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2026-09-05 00:00:00,北京市怀柔区卫生健康委员会
海川奥通(北京)科技有限公司 ,911101173064627263,准予延续/变更行政许可决定书,怀卫环许决字[2024]133号,卫生许可证,怀卫环监字[2024]第123号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2025-12-16 00:00:00,北京市怀柔区卫生健康委员会
北京关地发民俗餐厅 ,92110116MA01L7J37Q,准予行政许可决定书,怀卫环许决字[2024]134号,卫生许可证,怀卫环监字[2024]第124号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2028-04-25 00:00:00,北京市怀柔区卫生健康委员会
北京佳誉天成科技有限公司 ,91110117MA7D781M8C,准予行政许可决定书,怀卫环许决字[2024]135号,卫生许可证,怀卫环监字[2024]第125号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2028-04-25 00:00:00,北京市怀柔区卫生健康委员会
北京九喜田民俗餐厅 ,92110116MAC7FQ8N7H,准予行政许可决定书,怀卫环许决字[2024]136号,卫生许可证,怀卫环监字[2024]第126号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-26 00:00:00,2024-04-26 00:00:00,2028-04-25 00:00:00,北京市怀柔区卫生健康委员会
北京汇莹常青美容美发有限公司 ,91110116MA020M2YXX ,准予延续/变更行政许可决定书,怀卫环许决字[2024]137号,卫生许可证,怀卫环监字[2021]第189号  ,延续公共场所理发、美容（非医疗美容）卫生许可,2024-04-28 00:00:00,2024-04-28 00:00:00,2028-04-27 00:00:00,北京市怀柔区卫生健康委员会
北京圣地万象酒店管理有限公司,91110116089696277T,准予延续/变更行政许可决定书,怀卫环许决字[2024]138号,卫生许可证,怀卫环监字[2024]第127号  ,变更公共场所住宿卫生许可,2024-04-29 00:00:00,2024-04-29 00:00:00,2027-03-09 00:00:00,北京市怀柔区卫生健康委员会
北京山水佳境旅游科技有限公司,91110116MA01B9ME71,准予行政许可决定书,怀卫环许决字[2024]139号,卫生许可证,怀卫环监字[2024]第128号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-04-29 00:00:00,2024-04-29 00:00:00,2028-04-28 00:00:00,北京市怀柔区卫生健康委员会
北京闲鑫园商贸中心 ,91110116802610433B,准予行政许可决定书,怀卫环许决字[2024]140号,卫生许可证,怀卫环监字[2024]第129号  ,新办公共场所美容（非医疗美容）卫生许可,2024-04-29 00:00:00,2024-04-29 00:00:00,2028-04-28 00:00:00,北京市怀柔区卫生健康委员会
北京汇山恒远商贸有限公司 ,92110116MA00LL9M6G,准予行政许可决定书,怀卫环许决字[2024]141号,卫生许可证,怀卫环监字[2024]第130号  ,新办公共场所理发卫生许可,2024-04-30 00:00:00,2024-04-30 00:00:00,2028-04-29 00:00:00,北京市怀柔区卫生健康委员会
北京高地物业管理有限公司 ,91110116775488937L,准予行政许可决定书,怀卫水许决字[2024]012号,卫生许可证,怀卫水监字[2024]第012号  ,新办二次供水卫生许可,2024-05-06 00:00:00,2024-05-06 00:00:00,2028-05-05 00:00:00,北京市怀柔区卫生健康委员会
北京市玉树临风理发店,92110116MA00MCEH8W,准予延续/变更行政许可决定书,怀卫环许决字[2024]142号,卫生许可证,怀卫环监字[2024]第131号  ,变更公共场所理发卫生许可,2024-05-06 00:00:00,2024-05-06 00:00:00,2026-05-22 00:00:00,北京市怀柔区卫生健康委员会
北京曼塔巴厘客栈 ,92110116MACCFRJ06L,准予行政许可决定书,怀卫环许决字[2024]143号,卫生许可证,怀卫环监字[2024]第132号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-06 00:00:00,2024-05-06 00:00:00,2028-05-05 00:00:00,北京市怀柔区卫生健康委员会
北京臻眉美容中心(个体工商户) ,92110116MADJ4L875C,准予行政许可决定书,怀卫环许决字[2024]144号,卫生许可证,怀卫环监字[2024]第133号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-07 00:00:00,2024-05-07 00:00:00,2028-05-06 00:00:00,北京市怀柔区卫生健康委员会
北京四季峡春农家院旅店,92110116MA00JQJK6Y,准予延续/变更行政许可决定书,怀卫环许决字[2024]145号,卫生许可证,怀卫环监字[2024]第134号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-05-08 00:00:00,2024-05-08 00:00:00,2025-09-15 00:00:00,北京市怀柔区卫生健康委员会
北京舍居民宿中心(个体工商户) ,92110116MADJE1PF9A,准予行政许可决定书,怀卫环许决字[2024]146号,卫生许可证,怀卫环监字[2024]第135号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-08 00:00:00,2024-05-08 00:00:00,2028-05-07 00:00:00,北京市怀柔区卫生健康委员会
北京靓心懿生活美容店(个体工商户) ,92110116MAD3KQ5G62,准予行政许可决定书,怀卫环许决字[2024]147号,卫生许可证,怀卫环监字[2024]第136号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-09 00:00:00,2024-05-09 00:00:00,2028-05-08 00:00:00,北京市怀柔区卫生健康委员会
北京沅素客栈（个体工商户）,92110116MADGTEFFXG,准予行政许可决定书,怀卫环许决字[2024]148号,卫生许可证,怀卫环监字[2024]第137号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-10 00:00:00,2024-05-10 00:00:00,2028-05-09 00:00:00,北京市怀柔区卫生健康委员会
北京无界山居旅店 ,92110116MA01YJEG56,准予行政许可决定书,怀卫环许决字[2024]149号,卫生许可证,怀卫环监字[2024]第138号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-11 00:00:00,2024-05-11 00:00:00,2028-05-10 00:00:00,北京市怀柔区卫生健康委员会
北京瑞可佳逸商贸有限公司 ,91110116MADANM064U,准予行政许可决定书,怀卫环许决字[2024]150号,卫生许可证,怀卫环监字[2024]第139号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-13 00:00:00,2024-05-13 00:00:00,2028-05-12 00:00:00,北京市怀柔区卫生健康委员会
北京云端小筑酒店有限公司 ,91110116MA01EA6E41,准予延续/变更行政许可决定书,怀卫环许决字[2024]151号,卫生许可证,怀卫环监字[2024]第140号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-05-13 00:00:00,2024-05-13 00:00:00,2028-05-12 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区第二医院,121102274009934511,准予延续/变更行政许可决定书,京怀卫放许决字[2024]018号,放射诊疗许可证,京卫放证字[2007]第1600016号,变更X射线影像诊断（不含CT）***放射诊疗许可,2024-05-13 00:00:00,2024-05-13 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京小月家美容美发有限公司,91110116MACL60NQXQ,行政许可注销决定书,怀卫环许销字[2024]007号,卫生许可证,怀卫环监字[2023]第296号  ,注销公共场所美容（非医疗美容）卫生许可,2024-05-14 00:00:00,2024-05-14 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京小月家美容美发有限公司 ,91110116MACL60NQXQ,准予行政许可决定书,怀卫环许决字[2024]152号,卫生许可证,怀卫环监字[2024]第141号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-14 00:00:00,2024-05-14 00:00:00,2028-05-13 00:00:00,北京市怀柔区卫生健康委员会
北京市天丰翔工艺品商店 ,92110116MA014F3J5T,准予行政许可决定书,怀卫环许决字[2024]153号,卫生许可证,怀卫环监字[2024]第142号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-14 00:00:00,2024-05-14 00:00:00,2028-05-13 00:00:00,北京市怀柔区卫生健康委员会
北京好亿家食品有限公司,9111011674262092XU,准予行政许可决定书,怀卫水许决字[2024]013号,卫生许可证,怀卫水监字[2024]第013号  ,延续自备水源供水卫生许可,2024-05-15 00:00:00,2024-05-15 00:00:00,2028-05-14 00:00:00,北京市怀柔区卫生健康委员会
北京觅越居舍民宿中心（个体工商户）,92110116MADH8MWC1A,准予行政许可决定书,怀卫环许决字[2024]154号,卫生许可证,怀卫环监字[2024]第143号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-15 00:00:00,2024-05-15 00:00:00,2028-05-14 00:00:00,北京市怀柔区卫生健康委员会
北京制浆造纸试验厂有限公司湖苑山庄,9111011610258190XG,准予延续/变更行政许可决定书,怀卫环许决字[2024]155号,卫生许可证,怀卫环监字[2024]第144号  ,变更公共场所住宿卫生许可,2024-05-16 00:00:00,2024-05-16 00:00:00,2025-10-19 00:00:00,北京市怀柔区卫生健康委员会
北京链家融盛管理咨询有限公司怀柔分公司 ,91110116MA02MCTY4A,准予延续/变更行政许可决定书,怀卫水许决字[2024]014号,卫生许可证,怀卫水监字[2024]第014号  ,变更自备水源供水卫生许可,2024-05-16 00:00:00,2024-05-16 00:00:00,2028-05-15 00:00:00,北京市怀柔区卫生健康委员会
北京汇树鱼湾山庄 ,9111011674232109XF,准予延续/变更行政许可决定书,怀卫环许决字[2024]156号,卫生许可证,怀卫环监字[2020]第055号  ,延续公共场所住宿卫生许可,2024-05-17 00:00:00,2024-05-17 00:00:00,2028-05-16 00:00:00,北京市怀柔区卫生健康委员会
北京怀鑫宜源投资有限公司 ,9111011655487982XT,准予行政许可决定书,怀卫水许决字[2024]015号,卫生许可证,怀卫水监字[2024]第015号  ,新办农村自建设施供水卫生许可,2024-05-17 00:00:00,2024-05-17 00:00:00,2028-05-16 00:00:00,北京市怀柔区卫生健康委员会
北京浩源餐饮有限公司,91110116MA019D0R36,准予延续/变更行政许可决定书,怀卫环许决字[2024]157号,卫生许可证,怀卫环监字[2020]第048号  ,延续公共场所住宿卫生许可,2024-05-17 00:00:00,2024-05-17 00:00:00,2028-05-16 00:00:00,北京市怀柔区卫生健康委员会
北京云水宫旅店 ,92110116MA7DB8UM41 ,准予延续/变更行政许可决定书,怀卫环许决字[2024]158号,卫生许可证,怀卫环监字[2024]第145号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-05-17 00:00:00,2024-05-17 00:00:00,2028-03-17 00:00:00,北京市怀柔区卫生健康委员会
北京流光之钥十页三月生物科技有限公司 ,91110116MADHWFH18Q,准予行政许可决定书,怀卫环许决字[2024]159号,卫生许可证,怀卫环监字[2024]第146号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-17 00:00:00,2024-05-17 00:00:00,2028-05-16 00:00:00,北京市怀柔区卫生健康委员会
刘**,******************,行政许可（审批）决定书,决字（2024）第051400136号,母婴保健技术考核合格证书,110110227000709,助产技术服务,2024-05-14 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
杜**,******************,行政许可（审批）决定书,决字（2024）第051400131号,母婴保健技术考核合格证书,110110116000162,助产技术服务,2024-05-14 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
曹*,******************,行政许可（审批）决定书,决字（2024）第051400137号,母婴保健技术考核合格证书,110110000051729,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术；6.女性绝育术；7.中期妊娠引产术；8.孕10-16周药物引产术,2024-05-14 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
周**,******************,行政许可（审批）决定书,决字（2024）第051400134号,母婴保健技术考核合格证书,141110116000284,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术,2024-05-14 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
李**,******************,行政许可（审批）决定书,决字（2024）第051400132号,母婴保健技术考核合格证书,142110116000081,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术,2024-05-14 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
侯**,******************,行政许可（审批）决定书,决字（2024）第051600066号,母婴保健技术考核合格证书,110110116000392,助产技术服务,2024-05-16 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
侯**,******************,行政许可（审批）决定书,决字（2024）第051600067号,母婴保健技术考核合格证书,110110116000392,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术；6.应用麻醉镇痛技术实施负压吸宫术；7.中期妊娠引产术；8.孕10-16周药物引产术,2024-05-16 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
彭**,******************,行政许可（审批）决定书,决字（2024）第051600068号,母婴保健技术考核合格证书,110110227000256,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术,2024-05-16 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
裴**,******************,行政许可（审批）决定书,决字（2024）第051700007号,母婴保健技术考核合格证书,110110116000004,助产技术服务,2024-05-17 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
魏**,******************,行政许可（审批）决定书,决字（2024）第051700006号,母婴保健技术考核合格证书,03505806,助产技术服务,2024-05-17 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
李*,******************,行政许可（审批）决定书,决字（2024）第051700004号,母婴保健技术考核合格证书,110130000048024,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术；6.女性绝育术；7.中期妊娠引产术；8.孕10-16周药物引产术,2024-05-17 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
赵*,******************,行政许可（审批）决定书,决字（2024）第051700005号,母婴保健技术考核合格证书,110110116000821,1.放置宫内节育器术；2.取出宫内节育器术；3.孕10周以内人工流产负压吸引术；4.孕7周以内的药物流产；5.孕10-13周钳刮术；6.女性绝育术；7.中期妊娠引产术；8.孕10-16周药物引产术,2024-05-17 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
宋**,******************,行政许可（审批）决定书,决字（2024）第052100203号,母婴保健技术考核合格证书,03505807,助产技术服务,2024-05-21 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
张**,******************,行政许可（审批）决定书,决字（2024）第052100206号,母婴保健技术考核合格证书,03505792,助产技术服务,2024-05-21 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
田*,******************,行政许可（审批）决定书,决字（2024）第052100205号,母婴保健技术考核合格证书,03505800,助产技术服务,2024-05-21 00:00:00,2024-05-25 00:00:00,2027-05-24 00:00:00,北京市怀柔区卫生健康委员会
中物联物业集团有限公司第五分公司 ,91110116MAD8LTBL35,准予延续/变更行政许可决定书,怀卫水许决字[2024]016号,卫生许可证,怀卫水监字[2024]第016号  ,变更二次供水卫生许可,2024-05-20 00:00:00,2024-05-20 00:00:00,2026-08-03 00:00:00,北京市怀柔区卫生健康委员会
北京终于见到你酒店管理有限公司,91110116MA008K1600,准予延续/变更行政许可决定书,怀卫环许决字[2024]160号,卫生许可证,怀卫环监字[2024]第147号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-05-20 00:00:00,2024-05-20 00:00:00,2026-08-02 00:00:00,北京市怀柔区卫生健康委员会
北京思南靓妆理发店 ,92110116MA00AN661H,准予延续/变更行政许可决定书,怀卫环许决字[2024]161号,卫生许可证,怀卫环监字[2016]第038号  ,延续公共场所理发卫生许可,2024-05-21 00:00:00,2024-05-21 00:00:00,2028-05-20 00:00:00,北京市怀柔区卫生健康委员会
北京馨宁美容中心(个体工商户) ,92110116MADHK6YH76,准予行政许可决定书,怀卫环许决字[2024]162号,卫生许可证,怀卫环监字[2024]第148号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-21 00:00:00,2024-05-21 00:00:00,2028-05-20 00:00:00,北京市怀柔区卫生健康委员会
北京琪辰言美容有限公司 ,91110116MADHWT2X2D,准予行政许可决定书,怀卫环许决字[2024]163号,卫生许可证,怀卫环监字[2024]第149号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-23 00:00:00,2024-05-23 00:00:00,2028-05-22 00:00:00,北京市怀柔区卫生健康委员会
北京有缘人餐厅 ,92110116MA00QPGGXY,准予行政许可决定书,怀卫环许决字[2024]164号,卫生许可证,怀卫环监字[2024]第150号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-24 00:00:00,2024-05-24 00:00:00,2028-05-23 00:00:00,北京市怀柔区卫生健康委员会
北京市怀柔区第二医院,121102274009934511,准予延续/变更行政许可决定书,京怀卫放许决字[2024]019号,放射诊疗许可证,京卫放证字[2007]第1600016号,变更X射线影像诊断（不含CT）***放射诊疗许可,2024-05-24 00:00:00,2024-05-24 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京六十五号民宿中心(个体工商户) ,92110116MADKN7556C,准予行政许可决定书,怀卫环许决字[2024]165号,卫生许可证,怀卫环监字[2024]第151号  ,新办公共场所住宿卫生许可,2024-05-24 00:00:00,2024-05-24 00:00:00,2028-05-23 00:00:00,北京市怀柔区卫生健康委员会
北京纵山雪民俗餐厅(个体工商户) ,92110116MADJ1U7MXT,准予行政许可决定书,怀卫环许决字[2024]166号,卫生许可证,怀卫环监字[2024]第152号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-24 00:00:00,2024-05-24 00:00:00,2028-05-23 00:00:00,北京市怀柔区卫生健康委员会
北京纳百川大酒楼,92110116L379377481,准予延续/变更行政许可决定书,怀卫水许决字[2024]017号,卫生许可证,怀卫水监字[2024]第017号  ,延续农村自建设施供水卫生许可,2024-05-27 00:00:00,2024-05-27 00:00:00,2028-05-26 00:00:00,北京市怀柔区卫生健康委员会
北京链家融盛管理咨询有限公司怀柔分公司 ,91110116MA02MCTY4A,准予延续/变更行政许可决定书,怀卫水许决字[2024]018号,卫生许可证,怀卫水监字[2024]第018号  ,延续农村自建设施供水卫生许可,2024-05-27 00:00:00,2024-05-27 00:00:00,2028-05-26 00:00:00,北京市怀柔区卫生健康委员会
北京慢慢牛民宿中心 ,92110116MACWTFYP8W,准予行政许可决定书,怀卫环许决字[2024]167号,卫生许可证,怀卫环监字[2024]第153号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2028-05-27 00:00:00,北京市怀柔区卫生健康委员会
北京林檎树下民宿中心(个体工商户),92110116MADKCMBL6M ,准予行政许可决定书,怀卫环许决字[2024]168号,卫生许可证,怀卫环监字[2024]第154号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2028-05-27 00:00:00,北京市怀柔区卫生健康委员会
北京江颜美容中心(个体工商户) ,92110116MADALPFQ03,准予行政许可决定书,怀卫环许决字[2024]169号,卫生许可证,怀卫环监字[2024]第155号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2028-05-27 00:00:00,北京市怀柔区卫生健康委员会
祛丰堂(北京)健康管理有限公司 ,91110116MAC1E8358Y,准予行政许可决定书,怀卫环许决字[2024]170号,卫生许可证,怀卫环监字[2024]第156号  ,新办公共场所美容（非医疗美容）卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2028-05-27 00:00:00,北京市怀柔区卫生健康委员会
北京汉学知慧商贸有限公司,91110116MAC337RF19,行政许可注销决定书,怀卫环许销字[2024]008号,卫生许可证,怀卫环监字[2023]第283号  ,注销公共场所美容（非医疗美容）卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2099-12-31 00:00:00,北京市怀柔区卫生健康委员会
北京兴怀供水有限公司,911101161025992454,准予延续/变更行政许可决定书,怀卫水许决字[2024]019号,卫生许可证,怀卫水监字[2024]第019号  ,变更城镇公共供水卫生许可,2024-05-28 00:00:00,2024-05-28 00:00:00,2028-05-27 00:00:00,北京市怀柔区卫生健康委员会
北京娜年花开旅游服务有限公司 ,91110116MAC0G89T21,准予行政许可决定书,怀卫环许决字[2024]171号,卫生许可证,怀卫环监字[2024]第157号  ,新办公共场所住宿（乡村民宿）卫生许可,2024-05-29 00:00:00,2024-05-29 00:00:00,2028-05-28 00:00:00,北京市怀柔区卫生健康委员会
北京青龙峡田大妈农家院旅店,92110116MA00CY072W,准予延续/变更行政许可决定书,怀卫环许决字[2024]172号,卫生许可证,怀卫环监字[2024]第158号  ,变更公共场所住宿（乡村民宿）卫生许可,2024-05-29 00:00:00,2024-05-29 00:00:00,2025-09-25 00:00:00,北京市怀柔区卫生健康委员会
