企业名称,统一社会信用代码
北京市大兴区农业农村局,1.11E+17
北京兴谷源亚科技发展有限公司,91110117MA01YA6252
北京新航城控股有限公司,9.11E+17
国管局住宅中心、国资委冶金机关服务中心西三旗项目管理部,
北京东华原医疗设备有限责任公司,9.11E+17
北京平谷国家音乐产业基地管理委员会,11110226596014760R
北京市海淀区园林绿化局,
北京市房山区窦店镇人民政府,11110111000078422Q
北京市公联公路联络线有限责任公司,9.11E+17
国网北京市电力公司,9.11E+17
北京市石景山区民政局,1.11E+17
北京市密云区园林绿化服务中心,12110228735596618Y
北京星湖投资开发公司,9.11E+17
北京市海淀区人民政府学院路街道办事处,11110108000058392G
北京大兴发展国有资本投资运营有限公司,91110115MA002WKW4D
北京市通州区西集镇人民政府,11110112000084590Q
北京实创科技园开发建设股份有限公司,9.11E+17
北京市顺义区园林绿化局,
通州区园林绿化局,
北京市顺义区旺泉街道办事处,1111011066841756XE
北京市园林绿化局防沙治沙办公室,
联想（北京）有限公司,91110108700000458B
北京市昌平区马池口镇人民政府,11110221000103448A
北京市通州区体育局,1.11E+17
中石化催化剂（北京）有限公司,9.11E+17
北京市朝阳区园林绿化局,11110105733481657Q
北京市保障性住房建设投资中心,91110000576880856J
北京市昌平区城市管理委员会,
北京大栅栏安创置业有限公司,91110102MA01R2748T
市保障性住房建设投资中心,
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
北京绿都基础设施投资有限公司,9.11E+17
北京市延庆区园林绿化局,
北京市密云区城市管理委员会,11110228000108118F
密云区园林绿化局,
北京市公安局平谷分局,11110000000026884K
北京海融达投资建设有限公司,91110108777085234D
北京市平谷区刘家店镇政府,
北京京投兴通置业有限公司,91110000MA0194LM11
北京市海淀区园林绿化局,
通州区园林绿化局,
北京润生食品有限公司,9.11E+17
北京市燃气集团有限责任公司,91110000795951626B
北京市通州区台湖镇人民政府,1.11E+17
北京费森尤斯卡比有限公司,
北京良乡高教园区,
北京铜牛股份有限公司,91110112722617790T
北京市平谷区教育委员会,11110226000112790G
北京新航城开发建设有限公司,91110000MA00A22E4K
北京市门头沟区水务局,11110109000072813A
北京市顺义区水务局,11110110000092937B
北京密云城市建设投资开发有限公司,
北京恒盛宏大道路投资有限公司,91110106685123272E
永定河流域投资有限公司,91110115MA01D5B02E
北京市丰台区王佐镇人民政府,11110106000063554L
北京顺义自来水有限责任公司,91110113MA0062ARXT
北京市城市河湖管理处,12110000400638804B
国网北京市电力公司,9.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京市公安局朝阳分局,11110000000028943G
北京市房山供电公司,
北京市怀柔区雁栖镇人民政府,11110227000098415U
北京市顺义区北石槽镇人民政府,11110110000093403N
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市顺义区造林工程建设办公室,
北京万龙华开房地产开发有限公司,91110113MA0186PT47
北京海融达投资建设有限公司,91110108777085234D
北京新城金郡房地产开发有限公司,91110101MA01A0HT89
北京市大兴区物资集团有限公司,91110000102879386X
通州区水务局,
北京伟特房地产开发有限公司,9.11E+17
北京市朝阳区卫生健康委员会,11110105000052943R
北京市延庆区人民法院,11110229000028687B
北京城建投资发展股份有限公司,91110000633715698D
北京市基础设施投资有限公司,
密云区园林绿化局,
北京市顺义区城市管理委员会,
国网北京市电力公司,9.11E+17
北京市豆各庄资产运营管理有限公司,91110105563608677U
北京市朝阳区中医医院,1.21E+17
国网北京市电力公司丰台供电公司,
北京建工地产有限责任公司,9.11E+17
北京市房山区人民政府燕山办事处,1.11E+17
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京卫生职业学院,12110000059234354H
北京市门头沟区妙峰山镇人民政府,1.11E+17
北京市通州区梨园镇大稿村经济合作社,N2110112051396471R
北京市大兴区发展和改革委员会,11110224000087708T
北京市丰台区卢沟桥乡人民政府,1111010640085331XW
大兴城建及社会资本方,
北京市自来水集团有限责任公司,91110000101358044Q
北京恒通园供暖有限公司,91110228788966934G
北京汇瀛恒安置业有限公司,91110115MA018J7E2D
北京市大兴区京南物流基地管理委员会,1.11E+17
华夏芯智慧光子科技（北京）有限公司,
北京市水务工程建设与管理事务中心,12110000749350790J
北京市通州区宋庄镇人民政府,1.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京实创科技园开发建设股份有限公司,9.11E+17
万方天源土地整理有限公司,9.11E+17
北京市十三陵林场,1.21E+17
北京市东城区文化和旅游局,1.11E+17
国网北京市电力公司,9.11E+17
西城区教育委员会,
北京市顺义区牛栏山镇人民政府,1.11E+17
北京市昌平区水务局,11110221000102859X
北京鑫泰世纪置业投资有限公司,91110108693285378Q
北京永定门地区公园管理处,12110101744726947H
北京市通州区人民政府玉桥街道办事处,
北京科技园文化教育建设有限公司,9.11E+17
北京市朝阳区东风乡人民政府,11110105K001165516
北京市大兴区旧宫镇人民政府,1.11E+17
北京市朝阳区平房乡人民政府,11110105000053524B
北京市房山区青龙湖镇人民政府,11110111000078561F
石景山区园林绿化局,
北京市水务工程建设与管理事务中心,12110000749350790J
北京市延庆区第一职业学校,12110229401027984C
通州区园林绿化局,
北京市北京饭店,91110101101135721E
北京市公联公路联络线有限责任公司,9.11E+17
北京新航城开发建设有限公司,91110000MA00A22E4K
北京天阳供暖有限公司,91110114746134750D
北京环境卫生工程集团有限公司,9.11E+17
北京市平谷区教育委员会,11110226000112790G
北京市交通委员会顺义公路分局,1211000040070914XP
国网北京市电力公司,9.11E+17
北京通州投资发展有限公司,91110112MA01FLXW9P
北京市房山区教育委员会,11110111000077892F
北京公共交通控股（集团）有限公司,9111000010110591XL
北京四海华辰科技有限公司,9.11E+17
北京碧晟凤盈房地产开发有限公司,91110229MA01CL6RXJ
北京昌平科技园发展有限公司,9.11E+17
北京市消防救援总队,1.11E+17
北京市丰台区发展和改革委员会,11110106000062711B
北京金隅地产开发集团有限公司和北京住总房地产开发有限责任公司联合体,
北京翠湖农业科技有限公司,91110108MA01A70010
北京市东城区消防救援支队,11110101789957140C
北京市政路桥集团有限公司,91110000567482258Y
昌平区园林绿化局,
北京海林节能设备股份有限公司,
国网北京市电力公司,9.11E+17
北京市首都公路发展集团有限公司,91110000700221058P
北京市大兴区园林绿化局,1.11E+17
北京市基础设施投资有限公司,
通州区园林绿化局,
北京全营房地产开发有限公司,91110000722603583H
北京顺义自来水有限责任公司,91110113MA0062ARXT
三一重能有限公司,9111011467455638XA
北京市顺义区南彩镇人民政府,1.11E+17
北京市公联公路联络线有限责任公司,9.11E+17
北京市西城区机关事务服务中心,12110102400797733H
通州区水务局,
北京市延庆区第一中学,1211022940102840XC
轨道交通节能北京市工程研究中心有限公司,9.11E+17
北京市海淀区国有资产投资经营有限公司,91110108102033073C
北京海融达投资建设有限公司,91110108777085234D
北京怀胜城市建设开发有限公司,91110116597746840E
北京市交通委员会通州公路分局,1.21E+17
北京市水务工程建设与管理事务中心,12110000749350790J
北京建新市政工程管理有限公司,91110101774091989W
北京市门头沟区潭柘寺镇人民政府,11110109000073373B
北京市延庆区园林绿化局,
北京昌益房地产开发有限公司,91110115MA00DP5J3H
北京建新市政工程管理有限公司,91110101774091989W
北京城市排水集团有限责任公司,9.11E+17
北京南苑森林湿地公园建设管理有限公司,91110106MA01YC5WX2
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市海淀兴华农工商公司,9.11E+17
北京永昌隆明珠供热服务有限公司,9.11E+17
北京星华智本投资有限公司,91110111582590935F
北京市朝阳区十八里店乡人民政府,11110105000053639H
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京市怀柔区生态环境建设特色示范区工作领导小组办公室,
北京市丰台区王佐镇人民政府,11110106000063554L
北京双城通达房地产开发有限公司,
国网北京市电力公司,9.11E+17
北京中海地产有限公司,9.11E+17
北京城市副中心工程建设管理办公室,
北京市交通委员会路政局,11110000749353334T
北京市丰台区教育委员会,11110106000062930M
北京三元基因药业股份有限公司,91110000102851949U
北京兴创投资有限公司,9.11E+17
北京方程信和置业有限公司,91110109MA01T70L7H
北京理工大学,12100000400009127B
北京市丰台区人民政府方庄地区办事处,11110106000063415X
北京燕和盛投资管理有限公司,91110304599670237L
北京控股集团有限公司,9.11E+17
北京绿洲园房地产开发有限责任公司,91110106722678235P
北京新航城控股有限公司,9.11E+17
北京南宫恒业房地产开发公司（待授权）,
北京市延庆区水务局,11110229000117938X
北京市海淀区园林绿化局,
昌平区园林绿化局,
海融达公司,
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京联东金兆科技有限公司,91110113MA01LDYT15
北京实创科技园开发建设股份有限公司,9.11E+17
北京市石景山区城市管理委员会,1.11E+17
首钢集团有限公司,9.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京隆通房地产开发有限责任公司,91110106306631411A
北京城市排水集团有限责任公司,9.11E+17
北京市丰台区房屋管理局,11110106694964567W
北京市延庆区园林绿化局,
北京华纺京轻房地产开发有限公司,91110105074184527L
北京市朝阳区循环经济产业园管理中心,
北京建新市政工程管理有限公司,91110101774091989W
北京市西城区人民政府新街口街道办事处,11110102000038199L
北京海融达投资建设有限公司,91110108777085234D
北京华冠商贸有限公司,91110111102719446H
北京市房山区琉璃河镇人民政府,
北京市门头沟区潭柘寺镇人民政府,11110109000073373B
北京中海盈达房地产开发有限公司,91110115MA01HMN07Y
北京市政路桥集团有限公司,91110000567482258Y
北京市热力集团有限责任公司,91110000101100238R
北京市石景山区城市管理委员会,1.11E+17
石景山区园林绿化局,
张坊镇人民政府,
北京经济技术开发区管理委员会,11110000000026825G
北京卓开旭泰房地产开发有限公司,
国网北京市电力公司,9.11E+17
北京市怀柔区喇叭沟门满族乡人民政府,11110227000098490L
北京丰捷泰企业管理有限公司,91110115MA01UTMK45
中国医学科学院肿瘤医院,12100000400005695U
北京市海淀区园林绿化局,
北京嘉创鸿业房地产开发有限公司,91110112MA01A2331Q
北京万霖房地产开发有限责任公司,91110108723957869D
北京公共交通控股（集团）有限公司,9111000010110591XL
海融达公司,
北京市朝阳区水务建设管理办公室,12110105567459170G
北京住总京顺房地产开发有限公司,91110113MA00FU8Q4B
北京市石景山区机关事务管理服务中心,
北京市房山新城投资有限责任公司 ,
北京城市副中心投资建设集团有限公司,9.11E+17
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京天恒乐活城置业有限公司,91110111680498200B
北京安泰兴业置业有限公司,91110107094877793U
北京市首都公路发展集团有限公司,91110000700221058P
北京市海淀医院,12110108400880246E
北京市房山区青龙湖镇人民政府,11110111000078561F
北京市首都公路发展集团有限公司,91110000700221058P
安定镇政府,
北京市交通委员会密云公路分局,12110000400709166J
北京市首都公路发展集团有限公司,91110000700221058P
北京市天主教爱国会,5.11E+17
国网北京市电力公司,9.11E+17
北京市交通委员会通州公路分局,1.21E+17
市审计局,
北京市丰台区住房和城乡建设委员会,1111010600006272X3
北京市怀柔区生态环境建设特色示范区工作领导小组办公室,
北京金隅股份有限公司,
北京万芳顺通汽车租赁有限公司,91110106064852296G
北京海融达投资建设有限公司,91110108777085234D
北京市顺义区大孙各庄镇人民政府,11110110000093534J
北京市密云区巨各庄镇丰各庄村经济合作社,N2110228057363662T
北京市房山区河北镇人民政府,11110111000078457B
北京盈富瑞泰房地产开发有限公司,91110113MA01M88N9G
北京草桥实业总公司,91110106102166060L
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市海淀区教育委员会,11110108000057883P
北京市西城区卫生健康委员会,11110102358993633P
北京市公联公路联络线有限责任公司,9.11E+17
北京市基础设施投资有限公司,
北京市丰台区发展和改革委员会,11110106000062711B
北京市东城区前门街道办事处,
北京创阅新科置业有限公司,91110106MA01TXYM21
通州区园林绿化局,
北京市房山区霞云岭乡镇府,
北京怡城置业有限公司,91110114MA01QB2F56
北京亚雄房地产开发有限公司,91110106802238301U
北京中关村大街建设发展有限公司,91110108MA01CWNY5F
中国民航科学技术研究院,
海淀水务局,
北京京房兴业置地有限公司,91110111MA01TKXA2Y
北京市朝阳区水务局,1111010500005296XC
城关街道办事处,
房山区各相关镇政府,
中电科光电科技有限公司,91110113MA01KG5295
北京市平谷区教育委员会,11110226000112790G
国网北京市电力公司,9.11E+17
海融达公司,
北京丰科建房地产开发有限公司、旭阳化学技术研究院有限公司、北京丰科新元科技有限公司、北京丰科博远科技有限公司、北京交控硅谷科技有限公司等 ,
丰台区水务局,
北京市丰台区教育委员会,11110106000062930M
北京南苑森林湿地公园建设管理有限公司,91110106MA01YC5WX2
北京市房山区水务局,1.11E+17
国网北京市电力公司,9.11E+17
北京万博瑞房地产开发有限公司,91110112MA01H0991Q
北京市通州区高端总部基地建设管理委员会,
北京黄海房地产开发有限公司,9.11E+17
北京市门头沟区斋堂镇人民政府,11110109000073525P
北京住总绿都投资开发有限公司,91110000318330974R
通州区园林绿化局,
京东集团,
北京市通州区漷县镇人民政府,11110112000084646U
北京市大兴区园林绿化局,1.11E+17
国网北京市电力公司,9.11E+17
北京市昌平区水务局,11110221000102859X
北京市密云区生态环境建设领导小组办公室,
北京国际度假区有限公司,91110000MA019CJN99
待定,
北京能源投资(集团)有限公司,
北京市房山新城置业有限责任公司,91110111MA00D6AE22
北京市密云区机关事务管理服务中心,
北京市朝阳区教育国有资产管理中心,12110105400840869H
北京市园林绿化局,1111000078480249XC
北京市丰台区人民政府太平桥街道办事处,
国网北京市电力公司,9.11E+17
北京市通州区梨园镇人民政府,11110112078531557T
北京市平谷区夏各庄镇人民政府,11110226000113478D
北京城建兴顺房地产开发有限公司,91110113MA0012DG15
北京市通州区宋庄镇人民政府,1.11E+17
北京市房山区韩村河镇人民政府,11110111000078625D
北京市顺义区木林镇人民政府,11110110000093358M
北京建新市政工程管理有限公司,91110101774091989W
北京市顺义区空港街道办事处,11110110668417623F
北京通州投资发展有限公司,91110112MA01FLXW9P
北京市八达岭林场,1.21E+17
北京市朝阳区十八里店乡人民政府,11110105000053639H
北京城市排水集团有限责任公司,9.11E+17
北京华贸奥苑房地产开发有限公司,91110000669100222W
丰台区园林绿化局,
北京市基础设施投资有限公司,
北京市海淀区西北旺镇合作经济联合社,N311010805738122XD
友康厚德生物制品（北京）有限公司,
北京林河经济开发总公司,
北京市首都公路发展集团有限公司,91110000700221058P
门头沟区教育委员会,
北京市延庆区八达岭镇人民政府,1.11E+17
北京万永房地产开发有限公司,91110108MA00ADR255
北京城市副中心投资建设集团有限公司,9.11E+17
北京京铁房地产开发公司,
中国医学科学院北京协和医院,12100000400012916R
北京市交通委员会,11110000000021063W
华为投资控股有限公司,91440300746645251H
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市公联公路联络线有限责任公司,9.11E+17
北京国际商务中心区开发建设有限公司,91110000784802297L
北京市自来水集团有限责任公司,91110000101358044Q
北京丰科建投资有限公司,91110106554818453H
北京市文化和旅游局,11110000MB16786141
北京铭海置业有限公司,91110108MA01QNNA0W
北京星湖投资开发公司,9.11E+17
丰台区花乡人民政府,
北京市行政办公区工程建设办,
北京市海淀区教育委员会,11110108000057883P
北京腾利达房地产开发经营有限公司,91110101633099098P
北京市第六医院,12110101400782662H
德源集团,
国网北京市电力公司,9.11E+17
北京市植物园,1211000040070877XM
北京市自来水集团有限责任公司,91110000101358044Q
北京北投生态环境有限公司,9.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京市土地整理储备中心顺义区分中心,1211000079210056X1
北京市首都公路发展集团有限公司,91110000700221058P
北京市自来水集团有限责任公司,91110000101358044Q
北京市基础设施投资有限公司,
北京卫戍区后勤部,
北京市基础设施投资有限公司,
北京未来科学城昌泰置业有限公司,91110114MA0184WL8R
北京市顺义区城市管理委员会,
海淀镇,
北京市住房和城乡建设委员会,11110000000021135M
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市延庆区园林绿化局,
怀柔区城市管理委员会,
北京市海淀区教育委员会,11110108000057883P
北京北投如郡房地产开发有限公司,91110115MA01XRKX9U
北京中建京东置业有限公司,91110113MA00AM6W1Q
北京振邦承基开发建设有限公司,91110114788609224Q
北京市大兴城镇建设综合开发集团有限公司,91110000102845987Y
通州区园林绿化局,
北京京诚集团有限责任公司,91110000MA009TQB0N
北京市自来水集团有限责任公司,91110000101358044Q
北京榆树庄园房地产开发有限公司,9.11E+17
北京市房山新城投资有限责任公司 ,
北京市朝阳区教育国有资产管理中心,12110105400840869H
北京隆福天地房地产开发经营有限公司,91110101MA00CYXT2G
中合联宇房地产开发有限公司,91110109MA00802709
北京城市排水集团有限责任公司,9.11E+17
门头沟区园林绿化局,
北京市昌平区体育局,1.11E+17
北京兴泉置业开发建设有限公司,91110108738231083K
北京市自来水集团有限责任公司,91110000101358044Q
昌平区卫生健康委员会,
北京市昌平区生态环境建设领导小组办公室,
北京通号北房置业有限公司,91110116MA0079LDXW
北京市通州区台湖镇人民政府,1.11E+17
北京市顺义区水务局,11110110000092937B
北京城市副中心工程建设管理办公室,
通州区园林绿化局,
北京城市排水集团有限责任公司,9.11E+17
港中旅房地产开发有限公司,91131082572801145L
北京市房山区园林绿化局,
北京农业职业学院,12110000400687833T
国网北京丰台区供电公司,
北京金隅程远房地产开发有限公司,91110108563656003R
北京市房山区城市管理委员会,
北京市房山区长沟镇政府,
北京北控京闽投资有限公司,91110116085528372X
北京星湖投资开发公司,9.11E+17
北京市四合庄兴鹏投资管理中心,9111010610212870XF
北京西站地区管理委员会办公室,
北京市延庆区水务局,11110229000117938X
北京市首都公路发展集团有限公司,91110000700221058P
北京碧桂园阳光置业发展有限公司,91110116MA00CRCY0H
北京市消防救援总队,1.11E+17
北京住总京顺房地产开发有限公司,91110113MA00FU8Q4B
北京市大兴区旧宫镇人民政府,1.11E+17
北京市交通委员会昌平公路分局,12110000400709211K
北京保营和筑置业有限公司,
北京市平谷区卫生健康委员会,1.11E+17
北京光谷科技园开发建设有限公司,91110000802452578H
北京物盛科技有限公司,91110106MA0176Y17J
通州区园林绿化局,
中国医学科学院整形外科医院,12100000400866049B
北京安兴惠民置业有限公司,91110115MA01K76W68
北京市通州区城市管理委员会,
北京建工国通建设工程有限责任公司,91110112MA003XM54L
海淀区住建委、海融达公司,
通州区园林绿化局,
北京市朝阳区人民政府太阳宫地区办事处,11110105000053583E
北京市顺义区后沙峪镇人民政府,1.11E+17
北京大兴国际商业服务有限公司,91110115MA01UWT114
广发银行股份有限公司北京分行,91110101801121734K
北京市昌平区教育委员会,1.11E+17
国开东方城镇发展投资有限公司,91110000059210475T
北京建工地产有限责任公司,9.11E+17
首钢集团有限公司,9.11E+17
龙芯中科技术股份有限公司,
北京物资学院,12110000400007009F
国网北京市电力公司,9.11E+17
国网北京市电力公司,9.11E+17
北京市地质研究所,1.21E+17
北京海房投资管理集团有限公司,91110108MA006K3E8A
昌平区园林绿化局,
北京建新市政工程管理有限公司,91110101774091989W
北京城建兴瑞置业开发有限公司,91110000MA005NBD3C
北京京诚集团有限责任公司,91110000MA009TQB0N
北京市平谷区金海湖镇人民政府,11110226000113443T
北京市平谷区金海湖镇人民政府,11110226000113443T
北京二商骏德商业有限公司,9111010510163941XN
北京市平谷区峪口镇人民政府,11110226000113339N
北京市首都公路发展集团有限公司,91110000700221058P
北京裕泽房地产开发有限责任公司,9.11E+17
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
国网北京市电力公司,9.11E+17
北京市延庆区园林绿化局,
北京市房山区城市管理委员会,
北京市土地整理储备中心房山区分中心,12110000794050420X
北京市海淀区卫生健康委员会,11110108358998354N
北京市土地整理储备中心房山区分中心,12110000794050420X
北京市大兴区西红门镇人民政府,1.11E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京市丰台区人民政府右安门街道办事处,
北京国际商务中心区开发建设有限公司,91110000784802297L
北京市开原房地产开发有限公司,
北京市公联公路联络线有限责任公司,9.11E+17
北京市西城区卫生健康委员会,11110102358993633P
北京市朝阳区卫生健康委员会,11110105000052943R
北京市密云区水务局,11110228000107959W
北京绿州博园投资有限公司,91110228660545284U
通州区园林绿化局,
北京市密云区太师屯镇人民政府,11110228000108441X
北京理工华创电动车技术有限公司,9111010856039233X6
北京永安市政建设投资有限公司,91110114091866407G
北京建工国通建设工程有限责任公司,91110112MA003XM54L
通州区园林绿化局,
北京市怀柔区教育委员会,11110227000097957B
北京市京西林场,
北京市西城区人民政府牛街街道办事处,11110102000048282B
北京通投兴顺置业有限公司,91110112MA01TYCR68
北京城市副中心投资建设集团有限公司,9.11E+17
北京公共交通控股（集团）有限公司,9111000010110591XL
北京民海生物科技有限公司,9.11E+17
北京市燃气集团有限责任公司,91110000795951626B
北京华融新科科技发展有限公司,
北京首都开发股份有限公司,91110000101309074C
北京亦展置业有限公司,9.11E+17
北京市经济信息中心,12110000400591890H
泰康之家瑞城置业有限公司,91110114589081076W
北京西南良乡物流基地管理委员会,11110111MB05441552
北京中数云谷科技有限公司,91110229MA019LQBX3
万科集团,
通州区教育委员会,
国家大剧院,1211000066050209XJ
北京中恒瑞通房地产开发有限公司,91110106MA003R8LX5
海淀区住建委、海融达公司,
通州区园林绿化局,
谧谷（北京）信息科技有限公司,
正元置业有限公司,91110000674252052F
北京大兴国际机场临空经济区（大兴）管理委员会,
北京创世瑞新房地产开发有限公司,91110114MA019PEK8A
北京百花山国家级自然保护区管理处,1211010979344468XR
北京绿海能环保有限责任公司,91110108790655473T
北京市海淀区卫生健康委员会,11110108358998354N
顺义区人民法院,
北京广安基础设施建设投资公司,91110102101547160C
上庄镇合作经济联合社,
北京实创高科技发展有限责任公司,9111010810200570XL
中国电影资料馆,
北京市朝阳区园林绿化局,11110105733481657Q
北京京能科技有限公司,
北京市延庆区园林绿化局,
北京市土地整理储备中心门头沟区分中心,12110000789956877Y
北京市公联公路联络线有限责任公司,9.11E+17
北京星湖投资开发公司,9.11E+17
北京上庄燃气热电有限公司,9.11E+17
北京京粮置业有限公司,91110102101163984G
北京金谷创展置业有限责任公司,91110117MA01JLU34J
北京中铁诺德顺兴置业有限公司,91110113MA01AN750D
昌平区园林绿化局,
北京理工华创电动车技术有限公司,9111010856039233X6
北京市绿地养护管理事务中心,
北京太平桥昌盛投资管理中心,
北京市昌平区生态环境建设领导小组办公室,
北京市顺义区城市管理委员会,
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京中关村国际种业科技有限公司,91110108769908683F
北京中科九微科技有限公司,91110302MA01LHLY0N
北京市保障房配套市政基础设施建设有限公司,91110000MA004XM095
北京市公安局公安交管局,
北京市基础设施投资有限公司,
北京市基础设施投资有限公司,
北京大兴国际机场临空经济区（大兴）管理委员会,
北京市门头沟区生态环境综合治理项目管理办公室（临时）,
北京兴创投资有限公司,9.11E+17
北京城建鑫泰房地产开发有限责任公司,91110117MA01W2KD1H
北京盛创置业有限公司,9.11E+17
北京市房山区卫生健康委员会,11110111330336391R
海淀水务局,
北京市延庆区水务局,11110229000117938X
北京市密云区水务局,11110228000107959W
北京市平谷区园林绿化局,
北京市住房和城乡建设委员会,11110000000021135M
石景山区相关街道办事处,
北京拱辰兴业房地产开发有限公司,91110111666292652X
北京良乡城市建设开发有限公司,9.11E+17
北京京铁房地产开发有限公司,91110101101215019H
北京市朝阳区公安消防支队,
北京市昌平区阳坊镇人民政府,11110221000103405W
北京市东城区交道口街道办事处,
顺义区教育委员会,
石景山区城市管理委,
国网北京市电力公司,9.11E+17
北京合力运兴置业有限公司,91110106MA01RJRK2B
北京市海淀区教育委员会,11110108000057883P
北京安兴惠民置业有限公司,91110115MA01K76W68
首都医科大学宣武医院,1.21E+17
中建智地置业有限公司,9.11E+17
北京尚恒锦祥商业运营管理有限公司,91110302MA01N1AU56
北京市通州区永乐店镇人民政府,11110112K0017644XQ
天地阳光通信科技（北京）有限公司,
北京市通州区西集镇人民政府,11110112000084590Q
电信科学技术研究院有限公司,91110000400011016E
北京市通州区发展和改革委员会,11110112000082907D
北京市海淀区教育委员会,11110108000057883P
北京公共交通控股（集团）有限公司,9111000010110591XL
北京京南顺达投资管理有限责任公司,9.11E+17
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市平谷区水务局,11110226000112950P
北京市怀柔区教育委员会,11110227000097957B
北京控股集团有限公司,9.11E+17
北京市西城区园林市政管理中心,12110102400793492N
国网北京市电力公司,9.11E+17
京汉置业集团股份有限公司,
北京建新市政工程管理有限公司,91110101774091989W
北京海房投资管理集团有限公司,91110108MA006K3E8A
北京市消防救援总队,1.11E+17
昌平区园林绿化局,
北京市首都公路发展集团有限公司,91110000700221058P
北京中建方程投资管理有限公司,91110106MA001YDB8U
北京市通州区漷县镇人民政府,11110112000084646U
北京实创高科技发展有限责任公司,9111010810200570XL
北京市昌平区教育委员会,1.11E+17
昌平区园林绿化局,
北京市门头沟区龙泉镇人民政府,11110109000073496C
北京市基础设施投资有限公司,
北京市大兴区黄村镇政府,
北京市房山区水务局,1.11E+17
北京市基础设施投资有限公司,
北京未来科学城置地有限公司,91110114679623318N
北京经开张湾置业有限公司,9.11E+17
北京市首都公路发展集团有限公司,91110000700221058P
北京市首都公路发展集团有限公司,91110000700221058P
中科伟通（北京）科技发展公司,
北京市土地整理储备中心延庆县分中心,
北京中铁互联智慧城市投资有限公司,91110115MA01JKB65R
丰台区水务局,
北京海悦置业有限公司,91110117MA01DFYY4L
国网北京市电力公司,9.11E+17
北京市西城区人民政府广安门内街道办事处,11110102000048303U
北京建工国通建设工程有限责任公司,91110112MA003XM54L
国网北京市电力公司,9.11E+17
北京市顺义区城市管理委员会,
中国科学院国家空间科学中心,12100000400012430W
北京城市副中心工程建设管理办公室,
石景山区园林绿化局,
汇天网络科技有限公司,91110000668401242P
北京市房山区城市管理委员会,
北京市西城区人民政府月坛街道办事处,
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
北京市凉水河管理处,1.21E+17
北京城市副中心投资建设集团有限公司,9.11E+17
北京市朝阳区农业农村局,11110105000052820Q
北京市教育矫治局双河办事处,
北京展拓置业有限公司,91110105MA00DKF08T
北京物美天马投资有限公司,91110105756042251U
北京华发创盛置业有限公司,91110105MA01FBXK3N
北京市西城区发展和改革委员会,11110102000037911R
北京市自来水集团有限责任公司,91110000101358044Q
北京北大创业园有限公司,9.11E+17
华远盈都房地产公司,
海淀镇人民政府,
北京市公安局平谷分局,11110000000026884K
北京顺义新城发展有限公司,91110113664649080F
北京市先农坛体育运动技术学校,12110000400685539X
北京首都开发控股（集团）有限公司,
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
海淀区住建委、海融达公司,
北京市交通委员会,11110000000021063W
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京绿海能环保有限责任公司,91110108790655473T
通州区教育委员会,
北京市房山区园林绿化局,
通州区水务局,
北京市十三陵林场,1.21E+17
北京当代久运置业有限公司,91110113MA003G5Y7D
北京城市排水集团有限责任公司,9.11E+17
复星北铃（北京）医疗科技有限公司,
汇豪实业投资有限公司,9.11E+17
北京市门头沟区城市管理委员会（北京市门头沟区城乡环境建设管理委员会办公室）,
北京市顺义区北石槽镇人民政府,11110110000093403N
北京城市副中心投资建设集团有限公司,9.11E+17
北京市怀柔区水务局,11110227000097949G
北京市海淀区教育委员会,11110108000057883P
北京市昌平区水务局,11110221000102859X
北京市平谷区大兴庄镇人民政府,1.11E+17
北京市西城区人民政府陶然亭街道办事处,
北京市房山区水务局,1.11E+17
北京岳安实业股份有限公司,91110000101506094X
北京市公联公路联络线有限责任公司,9.11E+17
北京市顺义区赵全营镇人民政府,1.11E+17
北京格林伟迪科技股份有限公司,9.11E+17
通州区园林绿化局,
宣房投集团,
北京兴创投资有限公司,9.11E+17
北京城建嘉业房地产开发有限公司,9.11E+17
北京庆隆建设管理有限公司,91110229MA01KBNG4U
北京市国有文化资产管理中心,
