质量安全认证,年产量,生产规模,产品类别,所属区域,联系人,主体类型,主体名称,ID,所属行业,主要销售渠道,联系电话,统一社会信用代码,更新时间
国家地理标识,,60,蔬菜种植,顺义区,李**,企业,北京沿河绿地瓜菜种植合作社,E113104000000009,种植业,其他,***1228,91110113102564050K,45239
国家地理标识,,550,蔬菜种植,顺义区,刘**,企业,北京市豫顺河蔬菜种植有限公司,E113104000000010,种植业,其他,***6940,911101135825462131,45239
国家地理标识,,20,蔬菜种植,顺义区,王**,企业,北京龙迪种植基地有限公司,E113104000000012,种植业,其他,***8858,92110113742349463D,45397
国家地理标识,,400,蔬菜种植,顺义区,魏**,企业,北京沿河坤田生态农业有限公司,E113104000000013,种植业,其他,***8067,911101130649485039,45239
国家地理标识,150.0,,粮经作物生产,顺义区,连**,企业,北京市屯玉种业有限责任公司北京生物技术研究院,E113106000000002,种植业,其他,***9438,110113015687973,44498
国家地理标识,,,养殖,顺义区,李**,企业,李玉军养殖场,E113106000000005,水产业,其他,***0018,110113604047790,44504
国家地理标识,7.6,170,畜禽养殖,顺义区,赵**,企业,北京市顺义区南彩镇赵领养殖场,E113106000000007,畜牧业,其他,***0147,110113600531957,44504
国家地理标识,,,养殖,顺义区,高**,企业,北京洪程养殖场,E113106000000008,水产业,其他,***6779,110113600629000,44504
国家地理标识,91.0,485,畜禽养殖,顺义区,刘**,企业,北京鑫硕顺丰养殖有限公司,E113106000000011,畜牧业,其他,***9667,91110113688399995Y,44504
国家地理标识,,,养殖,顺义区,孙**,企业,北京盛世紫溪农业科技有限公司,E113108000000002,水产业,其他,***0866,/,45271
国家地理标识,30.0,,粮经作物生产,顺义区,尹**,企业,北京浩丞牧业有限公司,E113108000000005,种植业,其他,***8872,91110113740093986F,45280
国家地理标识,,7,蔬菜种植,顺义区,孙**,企业,北京锦华庄园农业发展有限公司,E113108000000008,种植业,其他,***4990,91110117051365165E,45271
国家地理标识,,8,蔬菜种植,顺义区,王**,企业,北京圣华伟泰农业科技开发有限公司,E113108000000010,种植业,其他,***3589,91110113567425560F,45260
国家地理标识,15.0,5,蔬菜种植,顺义区,周**,企业,北京余地农庄有限公司,E113108000000015,种植业,其他,***9716,91110113592360180A,45260
国家地理标识,14600.0,2600,畜禽养殖,顺义区,**焕,企业,北京优源润泽牧业有限公司,E113109000000009,畜牧业,其他,***5644,91110113757736888N,45076
国家地理标识,1500.0,800,畜禽养殖,顺义区,王**,企业,北京东方悦美养猪场,E113109000000012,畜牧业,其他,***5979,/,43801
国家地理标识,650.0,,粮经作物生产,顺义区,崔**,企业,北京天地清源农业科技有限责任公司,E113109000000014,种植业,其他,***1970,/,45239
国家地理标识,0.0,,畜禽养殖,顺义区,邵**,企业,北京通顺康泰农业有限公司,E113109000000015,畜牧业,其他,***8456,91110113599600298E,43439
无,120.0,1308,畜禽养殖,顺义区,于**,企业,北京雄特牧业有限公司,E113109000000001,畜牧业,其他,***8200,91110113691677546N,45549
无,1900.0,732,畜禽养殖,顺义区,韩**,企业,北京民禾诚奶牛专业合作社,E113109000000010,畜牧业,其他,***6355,93110113689234607M,45549
无,20.0,482,畜禽养殖,顺义区,李**,企业,北京东方悦美养猪场,E113109000000012,畜牧业,其他,***5962,92110113L58020728C,45553
无,60.0,900,畜禽养殖,顺义区,冯**,企业,北京顺鑫农业股份有限公司小店畜禽良种场,E113109000000017,畜牧业,其他,***1922,911101131025042185,45549
无,110000.0,20000,畜禽养殖,顺义区,王**,企业,北京市华都峪口禽业有限责任公司,E113110216000001,畜牧业,其他,***4796,91110117101108192B,45629
无,22.0,25,"粮经作物生产,蔬菜种植",顺义区,宋**,企业,北京安利隆生态农业有限公司,E113111000000001,种植业,其他,***0468,911101131025527707,45527
无,32.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场大北坞,E113111000000006,种植业,其他,***9158,91110113MA01Q8KGXX,45527
无,10.0,,蔬菜种植,顺义区,卢**,企业,北京龙湾西坡生态农业有限公司,E113111000000008,种植业,其他,***6846,911101135603698775,45527
无,368.0,3400,畜禽养殖,顺义区,杨**,企业,北京宝隆牧业有限责任公司,E113111000000015,畜牧业,其他,***9286,9111011367960634XJ,45527
无,368.0,3400,畜禽养殖,顺义区,杨**,企业,北京宝隆牧业有限责任公司,E113111000000015,畜牧业,其他,***9286,9111011367960634XJ,45527
无,1760.0,9118,畜禽养殖,顺义区,赵**,企业,北京顺双龙牧业有限公司,E113111000000016,畜牧业,其他,***4443,91110113672837532H,45527
无,1760.0,9118,畜禽养殖,顺义区,赵**,企业,北京顺双龙牧业有限公司,E113111000000016,畜牧业,其他,***4443,91110113672837532H,45527
无,,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场,E113111000000018,种植业,其他,***7021,91110113MA01Q8KGXX,45527
无,150.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场,E113111000000018,种植业,其他,***7021,91110113MA01Q8KGXX,45527
无,46.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场-焦庄户,E113111000000019,种植业,其他,***7021,91110113MA0IQ8KGXX,45527
无,3000.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场树行村,E113111209000002,种植业,其他,***5401,91110113MAOIQ8KGXX,45527
无,0.1,,粮经作物生产,顺义区,余**,企业,北京泰合泰格农业科技发展有限公司,E113111210000001,种植业,其他,***5928,9111011356954781X2,45527
无,,,粮经作物生产,顺义区,王**,企业,北京泰合泰格农业科技发展有限公司,E113111210000001,种植业,其他,***7185,9111011356954781X2,45602
无,200.0,30000,畜禽养殖,顺义区,吴**,企业,北京云明养殖中心,E113112000000001,畜牧业,其他,***7660,92110113L22155874D,45573
无,3.0,53280,垂钓,顺义区,景**,企业,北京海清琦种植园,E113112000000002,渔业,其他,***4827,91110113335542928X,45558
无,5.0,9990,养殖,顺义区,王**,企业,北京海青兰养殖场,E113112000000003,渔业,其他,***3071,11011300757116,45602
无,,,蔬菜种植,顺义区,孙**,企业,北京旭万稼农业技术开发有限公司,E113112000000004,种植业,其他,***8177,91110113335538056B,45558
无,815.0,5413,畜禽养殖,顺义区,武**,企业,北京顺鑫农业股份有限公司小店畜禽良种场,E113112000000006,畜牧业,其他,***6918,911101131025042185,45602
无,10.0,1000,畜禽养殖,顺义区,郭**,企业,北京建兰养殖场,E113112000000007,畜牧业,其他,***0276,92110113MA00W43M1X,45602
无,,,蔬菜种植,顺义区,战**,企业,北京爱农天地农业有限公司,E113112000000009,种植业,其他,***7989,91110113569510064J,45558
无,,,蔬菜种植,顺义区,高**,企业,万嘉永诚采摘园,E113112000000010,种植业,其他,***4648,92110113MAOOEFHNOE,45558
无,,,蔬菜种植,顺义区,高**,企业,北京国际鲜花港,E113112000000012,种植业,其他,***8512,911103667536276Y,45558
无,,,蔬菜种植,顺义区,张**,企业,北京绿富田园农业发展有限公司,E113112000000013,种植业,其他,***5000,91110113696325806M,45602
无,210.0,60000,畜禽养殖,顺义区,刘**,企业,北京文阁养殖场,E113112000000015,畜牧业,其他,***5432,92110113MA015FK894,45573
无,900.0,5000,畜禽养殖,顺义区,陈**,企业,北京精正缘农业发展有限公司,E113112000000016,畜牧业,其他,***8822,9111011367663322XR,45602
无,,,蔬菜种植,顺义区,王**,企业,北京农家宜农业科技有限公司,E113112000000018,种植业,其他,***0563,91110113MA005B4263,45602
无,2400.0,500000,畜禽屠宰,顺义区,何**,企业,北京世纪鸿大肉类加工厂,E113112201000001,畜牧业,其他,***5155,92110113723590569J,45553
无,0.5,10005,垂钓,顺义区,李**,企业,北京四方缘垂钓服务有限公司,E113116000000001,渔业,其他,***8957,110113017282603,45436
无,3.0,,垂钓,顺义区,李**,企业,北京四方缘垂钓服务有限公司,E113116000000001,水产业,其他,***8957,110113017282603,45436
无,,,蔬菜种植,顺义区,王**,企业,北京吉奥农业（集团）有限公司,E113116000000002,种植业,其他,***0985,911101136766301922,45558
无,5.0,7000,垂钓,顺义区,贺**,企业,北京市连英养鱼场,E113116000000004,渔业,其他,***5745,92110113L25416574Y,45558
无,,,蔬菜种植,顺义区,赵**,企业,北京绿达旺源种植园,E113116000000005,种植业,其他,***8949,110113604126555,45549
无,,,蔬菜种植,顺义区,闻**,企业,北京市北郎中农场,E113116202000002,种植业,其他,***9113,'911101131025713657,45882
无,,,粮经作物生产,顺义区,宋**,企业,北京市北郎中村花木中心,E113116202000003,种植业,其他,***3394,'911101131025587185,45882
无,,,蔬菜种植,顺义区,陈**,企业,北京山海一天农业科技发展有限公司,E113116219000001,种植业,其他,***2623,91110113MADEX9C98X,45882
无,,,蔬菜种植,顺义区,程**,企业,北京耘水间农业科技有限公司,E113116225000001,种植业,其他,***2155,91110114MA7END2Q9P,45748
无公害,160.0,,其他(种植),平谷区,张**,合作社,北京谷力种植专业合作社,C117112000000003,种植业,其他,***1600,93110117330292341U,44810
无公害,,,其他(种植),平谷区,胡**,合作社,北京宝月香果品产销专业合作社,C117112208000001,种植业,其他,***3504,93110117MA002MRG0T,45853
无公害,,,蔬菜种植加工,平谷区,陈**,合作社,北京桃花园季果蔬种植专业合作社,C117114000000002,种植业,其他,***7158,93110117MABNALJMOU,44860
无公害,,100,蔬菜种植加工,平谷区,陈**,合作社,北京桃花园季果蔬种植专业合作社,C117114000000002,种植业,其他,***7158,93110117MABNALJMOU,44860
无公害,,,蔬菜种植,平谷区,张**,合作社,北京振山兴旺果品产销专业合作社,C117213000000001,种植业,其他,***5972,931101175585491662,45189
无公害,,30,蔬菜种植,平谷区,张**,合作社,北京振山兴旺果品产销专业合作社,C117213000000001,种植业,其他,***5972,931101175585491662,45189
无公害,398.0,1211,蔬菜种植,密云区,任**,合作社,北京季庄村蔬菜种植专业合作社,C118100000000001,种植业,其他,***8666,93110228696333312X,44491
无公害,,,蔬菜种植,密云区,任**,合作社,北京季庄村蔬菜种植专业合作社,C118100000000001,种植业,其他,***8666,93110228696333312X,45707
无公害,,3000,蔬菜种植,密云区,王**,合作社,北京格乐昭霞蔬菜种植专业合作社,C118100000000002,种植业,其他,***1816,931102286723862252,44491
无公害,,,蔬菜种植,密云区,王**,合作社,北京格乐昭霞蔬菜种植专业合作社,C118100000000002,种植业,其他,***1816,931102286723862252,45707
无公害,0.5,4888864.44,垂钓,密云区,项**,合作社,北京华昊旭盛养殖专业合作社,C118100000000003,渔业,其他,***6529,93110228344302010F,45707
无公害,,,垂钓,密云区,项**,合作社,北京华昊旭盛养殖合作社,C118100000000003,水产业,其他,***6529,93110228344302010F,45244
无公害,,,蔬菜种植,密云区,任**,合作社,北京宏顺源蔬菜种植专业合作社,C118100000000004,种植业,其他,***8666,9311022807413401XX,44491
无公害,200.0,1200,蔬菜种植,密云区,任**,合作社,北京宏顺源蔬菜种植专业合作社,C118100000000004,种植业,其他,***8666,9311022807413401XX,44491
无公害,,,蔬菜种植,密云区,王**,合作社,北京密乡田园种植专业合作社,C118101000000001,种植业,其他,***5619,93110228MA00D6K60A,45707
无公害,5.6,4.5,蔬菜种植,密云区,王**,合作社,北京密乡田园种植专业合作社,C118101000000001,种植业,其他,***9680,93110228MA00D6K60A,45483
无公害,75.0,,粮经作物生产,密云区,王**,合作社,北京金叵罗禄存小米种植专业合作社,C118101000000002,种植业,其他,***9386,931102280628120120,45483
无公害,,,粮经作物生产,密云区,王**,合作社,北京金叵罗禄存小米种植专业合作社,C118101000000002,种植业,其他,***9386,931102280628120120,45713
无公害,,,蔬菜种植,密云区,郭**,合作社,北京北白岩种植专业合作社,C118101000000004,种植业,其他,***8908,93110228677418636N,45707
无公害,60.0,120,蔬菜种植,密云区,郭**,合作社,北京北白岩种植专业合作社,C118101000000004,种植业,其他,***8908,93110228677418636N,45483
无公害,,,其他(种植),密云区,梁**,合作社,北京东智东村香椿种植专业合作社,C118101000000008,种植业,其他,***8908,,45707
无公害,,,其他(种植),密云区,李**,合作社,北京东智东村香椿种植专业合作社,C118101000000008,种植业,其他,***2804,/,45476
无公害,,30,蔬菜种植,密云区,吴**,合作社,北京云蒙田园农产品产销专业合作社,C118102000000001,种植业,其他,***4331,/,45229
无公害,30.0,110,蔬菜种植,密云区,黄**,合作社,北京绿人种植专业合作社,C118102000000003,种植业,其他,***2366,93110228685782817B,45229
无公害,,,蔬菜种植,密云区,崔**,合作社,北京西山村新民绿海蔬菜种植专业合作社,C118102000000005,种植业,其他,***1640,,45713
无公害,15.0,26668,垂钓,密云区,张**,合作社,北京天亿金宝养鱼专业合作社,C118102000000006,渔业,其他,***1819,,45604
无公害,,,垂钓,密云区,张**,合作社,北京天亿金宝养鱼专业合作社,C118102000000006,水产业,其他,***1819,/,45261
无公害,,,蔬菜种植,密云区,彭**,合作社,北京黄坨子村蔬菜专业合作社,C118102000000008,种植业,其他,***7619,,45713
无公害,,850,蔬菜种植,密云区,王**,合作社,北京吉祥通山蔬菜种植专业合作社,C118102000000013,种植业,其他,***9673,93110228669149587A,45229
无公害,,,蔬菜种植,密云区,王**,合作社,北京吉祥通山蔬菜种植专业合作社,C118102000000013,种植业,其他,***9673,93110228669149587A,45713
无公害,,,蔬菜种植,密云区,董**,合作社,北京杨光绿丰蔬菜种植专业合作社,C118103000000001,种植业,其他,***2985,931102283970336191,45716
无公害,400.0,800,蔬菜种植,密云区,董**,合作社,北京杨光绿丰蔬菜种植专业合作社,C118103000000001,种植业,其他,***2985,931102283970336191,45218
无公害,,700,蔬菜种植,密云区,李**,合作社,北京水泉蔬菜专业合作社,C118103000000004,种植业,其他,***2251,110228011755112,45222
无公害,,,蔬菜种植,密云区,李**,合作社,北京水泉蔬菜专业合作社,C118103000000004,种植业,其他,***2251,110228011755112,45716
无公害,,,粮经作物生产,密云区,胡**,合作社,北京健农特色农产品种植专业合作社,C118103000000005,种植业,其他,***9649,9311022868576327XB,45716
无公害,1000.0,,粮经作物生产,密云区,胡**,合作社,北京健农特色农产品种植专业合作社,C118103000000005,种植业,其他,***9649,9311022868576327XB,45222
无公害,,,蔬菜种植,密云区,刘**,合作社,北京翠龙森种植专业合作社,C118103000000006,种植业,其他,***8639,93110228689228872T,45716
无公害,100.0,200,蔬菜种植,密云区,刘**,合作社,北京翠龙森种植专业合作社,C118103000000006,种植业,其他,***8639,93110228689228872T,45222
无公害,,100,蔬菜种植,密云区,钮**,合作社,北京台上兴旺蔬菜专业合作社,C118104000000003,种植业,其他,***5925,931102286835564028,45222
有机,,,蔬菜种植,海淀区,邵**,企业,北京绿安食品有限公司,E108029000000005,种植业,其他,***9611,9111010878173144Q,45448
有机,,16,蔬菜种植,海淀区,米**,企业,北京凤凰四季农业发展有限公司,E108029000000007,种植业,其他,***9816,91110108MA01NLUG2P,45448
有机,,,蔬菜种植,海淀区,米**,企业,北京凤凰四季农业发展有限公司,E108029000000007,种植业,其他,***9816,91110108MA01NLUG2P,45448
有机,,,蔬菜种植,海淀区,张**,企业,北京绿源大自然生态农业科技有限公司,E108029000000009,种植业,其他,***2870,91110108399297212K,45448
有机,,40,蔬菜种植,海淀区,张**,企业,北京绿源大自然生态农业科技有限公司,E108029000000009,种植业,其他,***2870,91110108399297212K,45448
有机,,10,蔬菜种植,海淀区,张**,企业,北京都市绿吉商贸中心,E108030000000005,种植业,其他,***7681,92110108MA0OW3R60R,45264
有机,,,蔬菜种植,海淀区,雷**,企业,北京尚庄金地农业观光园有限公司,E108030000000006,种植业,其他,***3516,91110108560431458R,45265
有机,39.99,55.5,蔬菜种植,海淀区,雷**,企业,北京尚庄金地农业观光园有限公司,E108030000000006,种植业,其他,***3516,91110108560431458R,45265
有机,,,蔬菜种植,海淀区,刘**,企业,北京上庄蔬艺科技有限公司,E108030000000008,种植业,其他,***4925,91110108MABTUJU428,45265
有机,,20,蔬菜种植,海淀区,刘**,企业,北京上庄蔬艺科技有限公司,E108030000000008,种植业,其他,***4925,91110108MABTUJU428,45265
有机,,,蔬菜种植,海淀区,肖**,企业,北京良之悦生态农业科技有限公司,E108030000000009,种植业,其他,***4775,91110108562062473W,45265
有机,4.5,10,蔬菜种植,海淀区,肖**,企业,北京良之悦生态农业科技有限公司,E108030000000009,种植业,其他,***4775,91110108562062473W,45265
有机,,,蔬菜种植,海淀区,张**,企业,北京一品盛园农业科技有限公司,E108030000000010,种植业,其他,***7107,911101086796052757,45877
有机,,100,蔬菜种植,海淀区,张**,企业,北京一品盛元农业科技有限公司,E108030000000010,种植业,其他,***7107,911101086796052757,45265
有机,,,蔬菜种植,门头沟区,崔**,企业,北京市龙泉务农业种植专业合作社,E109007000000001,种植业,其他,***3669,,44874
有机,3.0,3,蔬菜种植,门头沟区,崔**,企业,北京市龙泉务农业种植专业合作社,E109007000000001,种植业,其他,***3669,/,44874
有机,,,蔬菜种植,门头沟区,刘**,企业,北京岭西果蔬种植有限公司,E109101211000001,种植业,其他,***1069,91110109MA01XLH704,45577
有机,17.95,,粮经作物生产,门头沟区,王**,企业,北京黄安坨科技开发有限公司,E109107000000001,种植业,其他,***2618,91110109780225226E,45253
有机,,,粮经作物生产,门头沟区,王**,企业,北京黄安坨科技开发有限公司,E109107000000001,种植业,其他,***2618,91110109780225226E,45253
有机,,,粮经作物生产,房山区,李**,企业,北京连生农业观光有限公司,E111000000000041,种植业,其他,***7138,91110111MA018AJQ2J,45615
有机,10.0,10,蔬菜种植,房山区,李**,企业,北京粮香四溢科技有限责任公司,E111008000000012,种植业,其他,***8808,91110111MA01BYD46M,45070
"无公害,绿色,有机",,200,蔬菜种植,房山区,田**,企业,北京老田农业科技发展有限公司,E111008000000014,种植业,其他,***5520,91110111MA00FH048G,45069
有机,80.0,600,蔬菜种植,房山区,刘**,企业,北京旺神普农产品有限公司,E111010000000021,种植业,其他,***6727,91110111791616732D,45069
有机,195.0,400,蔬菜种植,房山区,张**,企业,北京新盛众禾农业科技有限公司,E111103000000024,种植业,其他,***6225,91110111MACJFOYUXH,45407
有机,50.0,,蔬菜种植,房山区,赵**,企业,北京二渡大海种植有限公司,E111110000000002,种植业,其他,***3387,91110111MAO1D2HIOU,45069
有机,,,蔬菜种植,房山区,李**,企业,北京尚大沃联福农业开发有限公司,E111115000000008,种植业,其他,***4981,911101110741754287,45069
有机,920.0,70,蔬菜种植,房山区,李**,企业,北京尚大沃联福农业开发有限公司,E111115000000008,种植业,其他,***4981,911101110741754287,45069
"无公害,绿色,有机",,,蔬菜种植,房山区,陈**,企业,北京金草岭种植有限公司,E111208000000002,种植业,其他,***6738,91110111MA7C7H5M7P,45069
"无公害,绿色,有机",100.0,,蔬菜种植,房山区,陈**,企业,北京金草岭种植有限公司,E111208000000002,种植业,其他,***6738,91110111MA7C7H5M7P,45069
有机,12.0,160,蔬菜种植,通州区,张**,企业,北京农艺农农牧科技有限公司,E112104000000001,种植业,其他,***3708,91110112085514317Q,45258
有机,,,蔬菜种植,通州区,张**,企业,北京农艺农农牧科技有限公司,E112104000000001,种植业,其他,***3708,91110112085514317Q,45258
有机,285.0,,蔬菜种植,通州区,刘**,企业,北京昱菀农业发展有限公司,E112104000000006,种植业,其他,***6918,91110112MAC13P4D64,45258
有机,,,蔬菜种植,通州区,刘**,企业,北京昱菀农业发展有限公司,E112104000000006,种植业,其他,***6918,91110112MAC13P4D64,45258
有机,,700,蔬菜种植,通州区,刘**,企业,北京大农园草莓种植有限公司,E112105000000001,种植业,其他,***6075,91110112064927657B,45217
有机,,,蔬菜种植,通州区,刘**,企业,北京大农园草莓种植有限公司,E112105000000001,种植业,其他,***6075,91110112064927657B,45590
有机,,,"蔬菜种植,其他(种植)",通州区,张**,企业,北京中兴万佳农业科技发展有限公司,E112105000000002,种植业,其他,***9580,9111011207856720X3,45861
有机,,,蔬菜种植,通州区,许**,企业,北京葡香苑园艺场,E112105000000004,种植业,其他,***1295,91110112717733789P,45590
有机,,10,蔬菜种植,通州区,许**,企业,北京葡香苑园艺场,E112105000000004,种植业,其他,***1295,91110112717733789P,45063
有机,,,蔬菜种植,通州区,袁**,企业,北京永通昌盛农业发展有限公司,E112105000000007,种植业,其他,***9349,911101120953595842,45590
有机,,,蔬菜种植,通州区,张**,企业,北京吸引力园艺有限公司,E112105000000008,种植业,其他,***8997,91110112327316808J,45540
,,,蔬菜种植,大兴区,郭**,企业,北京青云阳光农业观光有限公司,E115103000000008,种植业,其他,***8888,,44013
,,,蔬菜种植,大兴区,王**,企业,北京宣泰元科技有限公司,E115103000000009,种植业,其他,***2751,,45216
,,,粮经作物生产,大兴区,张**,企业,北京万众兴禾农业科技发展有限公司,E115103000000011,种植业,其他,***8768,,45216
,,,蔬菜种植,大兴区,董**,企业,北京乐农益丰农业科技有限公司,E115103000000014,种植业,其他,***5033,,44831
,,,蔬菜种植,大兴区,王**,企业,北京京采嘉禾生态农业有限公司,E115104000000008,种植业,其他,***3303,91110115MAC1F0JM2H,45169
,,,蔬菜种植,大兴区,宋**,企业,北京鑫农园农业开发有限责任公司,E115104000000009,种植业,其他,***6828,911101153302903201,44483
,,,蔬菜种植,大兴区,崔**,企业,北京安颐富硒农业有限公司,E115105000000001,种植业,其他,***8658,,45251
,,,蔬菜种植,大兴区,周**,企业,北京安定勤励园恒昌种植有限公司,E115105000000002,种植业,其他,***9472,91110115067286744R,45251
,,,蔬菜种植,大兴区,李**,企业,北京安定回乡农业科技有限公司,E115105000000003,种植业,其他,***9613,91110115MA7J432Y80,44834
,,,蔬菜种植,大兴区,贾**,企业,北京能达生态示范农场有限责任公司,E115105000000004,种植业,其他,***8070,91110115102847616Y,45251
,,,蔬菜种植,大兴区,王**,企业,铁总服务有限公司,E115105000000005,种植业,其他,***6754,911100003303849085,45170
,,,蔬菜种植,大兴区,周**,企业,北京盛世佳苑农业科技发展有限公司,E115105000000006,种植业,其他,***8672,911101155636635884,45191
,,,蔬菜种植,大兴区,刘**,企业,北京豫南农业科技有限公司,E115108000000009,种植业,其他,***1956,91110115MA007UD50N,45272
,,,蔬菜种植,大兴区,李**,企业,北京佳禾源生态农业有限公司,E115108000000010,种植业,其他,***6700,91110115MA04F0LN4H,45272
,,,蔬菜种植,大兴区,霍**,企业,北京首泰金源农业科技有限公司,E115108000000012,种植业,其他,***3357,911101150612501857,45217
,,,蔬菜种植,大兴区,张**,企业,北京兴瓜农业科技有限公司,E115108000000016,种植业,其他,***3986,911101150717234415,45272
,,,蔬菜种植,大兴区,孙**,企业,北京双义林西瓜科技发展有限公司,E115108000000017,种植业,其他,***0583,911101157650153783,45231
,,20000,畜禽屠宰,大兴区,赵**,企业,北京金维福仁清真食品有限公司,E115110000000001,畜牧业,其他,***6078,,45230
,,,蔬菜种植,大兴区,张**,企业,北京黑铁之堡农业科技发展有限公司,E115110000000002,种植业,其他,***2682,91110115MA020CNWXX,44833
,,,蔬菜种植,大兴区,张**,企业,北京市大兴区魏善庄镇半壁店农机站,E115110000000003,种植业,其他,***5622,91110115102876898Q,45244
,,,蔬菜种植,大兴区,郭**,企业,北京京翊峰生态农业发展中心,E115111000000003,种植业,其他,***2355,,45253
,,,蔬菜种植,大兴区,韩**,企业,北京市裕农优质农产品种植有限公司大兴分公司,E115111000000004,种植业,其他,***9018,,45253
,,,蔬菜种植,大兴区,杨**,企业,北京龙和大道农业科技发展有限公司,E115111000000005,种植业,其他,***5545,,45253
,,,蔬菜种植,大兴区,朱**,企业,温育银芽（北京）蔬菜加工有限责任公司,E115111000000007,种植业,其他,***6513,,44876
,,,蔬菜种植,大兴区,高**,企业,北京沁和农业发展有限公司,E115111000000008,种植业,其他,***0949,91110302747542158U,45170
,,,食用菌生产,怀柔区,薄**,企业,北京中菌菌业有限公司,E116000000000007,种植业,其他,***9088,,45628
,3.0,1332,养殖,怀柔区,贾**,企业,北京单淑艳养殖场,E116004000000001,渔业,其他,***3829,92110116MA014CPE6M,45251
,15.0,1333.34,养殖,怀柔区,任**,企业,北京康裕发垂钓园,E116004000000002,渔业,其他,***0916,,45247
,,5333.36,养殖,怀柔区,石**,企业,北京万泉渔业有限公司,E116004000000003,渔业,其他,***7750,,44063
,,,蔬菜种植,怀柔区,方**,企业,北京雁泉农业发展有限公司,E116004000000004,种植业,其他,***2954, 91110116MABT6QHD11,45251
,,,蔬菜种植,怀柔区,李**,企业,北京仙翁度假村有限公司,E116004000000005,种植业,其他,***0229,91110116L22190020P,45611
,,,其他(种植),怀柔区,王**,企业,北京山禽苑养殖场,E116004000000006,种植业,其他,***8974,,45169
,160.0,300,畜禽养殖,怀柔区,赵**,企业,北京鲜草旺养殖场（庆金宝）,E116005000000001,畜牧业,其他,***5568,911101167684827723,45611
,,,蔬菜种植,怀柔区,田**,企业,北京渔阳田园农业科技发展有限公司,E116102000000001,种植业,其他,***5520,91110116MABYG0BA7Q,45455
,,,蔬菜种植,怀柔区,李**,企业,北京韦里裕民种植专业合作社,E116102000000002,种植业,其他,***7143,北京韦里裕民种植专业合作社,45475
,,,蔬菜种植,怀柔区,王**,企业,北京鑫蔬园子蔬菜有限公司,E116102000000003,种植业,其他,***3237,91110116MA020FTQ7G,45247
,,,蔬菜种植,怀柔区,杜**,企业,北京丹辉农业科技有限公司,E116102000000005,种植业,其他,***3270,,45247
,,,蔬菜种植,怀柔区,高**,企业,北京润禾圣地生态种植有限公司,E116102000000006,种植业,其他,***5919,91110116668440559J,45068
,,,蔬菜种植,怀柔区,王**,企业,北京秋来红农业发展有限公司,E116102000000007,种植业,其他,***7785,,45251
,,500,畜禽养殖,怀柔区,李**,企业,北京银河谷生态农业有限公司,E116107000000001,畜牧业,其他,***6735,9111011655483092XG,45411
,,,蔬菜种植,怀柔区,刘**,企业,中信建设有限责任公司,E116108000000003,种植业,其他,***3406,91110000710930579X,45455
,3500.0,4000.02,养殖,怀柔区,石**,企业,北京鲟龙种业有限公司,E116109000000004,渔业,其他,***1451,911101167214809139,44063
,,,蔬菜种植,怀柔区,高**,企业,北京净土园种植专业合作社,E116211000000002,种植业,其他,***8898,,45076
,,,粮经作物生产,怀柔区,曹**,企业,北京垚德鑫成种植专业合作社,E116211000000005,种植业,其他,***3109,,45271
国家地理标识,,20000,畜禽养殖,顺义区,聂**,企业,柏树庄聂哓荣,E113110000000001,畜牧业,其他,***6458,/,45271
国家地理标识,30.0,6,蔬菜种植,顺义区,林**,企业,青柠檬北京农业发展有限公司,E113110000000002,种植业,其他,***4622,91110113MA00GEE95T,45275
国家地理标识,30.0,100,蔬菜种植,顺义区,钱**,企业,有果有菜农业发展有限公司,E113110000000005,种植业,其他,***2231,/,45212
国家地理标识,125.0,,其他(种植),顺义区,蒋**,企业,北京中商安得置业有限公司,E113110000000006,种植业,其他,***0290,/,45274
国家地理标识,98.0,26000,畜禽养殖,顺义区,李**,企业,北京绿多乐农业发展有限公司,E113110000000007,畜牧业,其他,***9517,91110113589134027x,45271
国家地理标识,3.0,2,蔬菜种植,顺义区,王**,企业,北京金瑞物业管理有限责任公司,E113110000000012,种植业,其他,***2235,9111010863378519K,45239
国家地理标识,38.0,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场小北坞村,E113111000000003,种植业,其他,***7021,91110113MA01Q8KGXX,45527
国家地理标识,1295.4,,粮经作物生产,顺义区,尤**,企业,北京顺义龙湾屯集体林场龙湾屯村,E113111000000004,种植业,其他,***7021,91110113MA01K8KGXX,45527
国家地理标识,200.0,60,蔬菜种植,顺义区,杨**,企业,北京瑞合丰农业科技发展有限公司,E113111000000007,种植业,其他,***2700,91110113MA7EW9TL8U,45527
国家地理标识,15.0,1.5,蔬菜种植,顺义区,张**,企业,北京龙湾巧嫂农业科技有限公司,E113111000000013,种植业,其他,***7942,93110113675715768E,45527
国家地理标识,41130.0,,粮经作物生产,顺义区,高**,企业,北京祥翔商贸有限公司,E113111000000020,种植业,其他,***9888,91110116330329212w,45527
