项目ID,单位名称,营业执照注册号,统一社会信用代码,违法事实认定依据（处罚类别）,处罚依据,处罚决定（处罚事由）,处罚机关单位,立案日期
6e743623-07cf-4c75-b015-aea1d0f15e70,北京万璟建设工程有限公司,91110115MA00H3M403 ,91110115MA00H3M403,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,
6e868b97-37a5-4b5b-b1c3-580fbea5d54e,北京东方四环汽车检测有限公司,110105001905964,,《北京市大气污染防治条例》第六十九条第一款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，限三日内改正，处壹万元罚款。,北京市生态环境局,
6ead7cd318b14019b2ae21a0df1e7433,北京市浩瀚龙加油站有限公司,,91110106102205496X,气（移动源）,《中华人民共和国大气污染防治法》第一百零八条第四项,责令改正，处四万元罚款。,北京市生态环境局,28/11/2023 00:00:00
6ebc334ec21a46e5b7c731edb69512c6,北京凌跑汽车销售服务有限公司,91110117MA01XG618X,91110117MA01XG618X,,,,北京市生态环境局,
6ec37a0b-5939-4cda-88c2-af66366f1cb8,北京黄港体育休闲有限公司,110000410084930,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令你单位停止高尔夫球场产生污染的行为，并处拾万元罚款。,北京市生态环境局,
6ec43548-e36d-4cc4-b5d3-5bd81c16ace7,北京亦庄三羊供热有限公司,1102241883082,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十五条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（四）项,责令停止违法行为，限十日内改正，处以壹万元罚款,北京市生态环境局,
6ed2b8ef-73fb-4541-9c49-07ada6ba365e,北京得益利石油制品有限公司,911101111027494694,911101111027494694,《中华人民共和国大气污染防治法》第四十七条第二款,《中华人民共和国大气污染防治法》第一百零八条第四项,责令改正，处二万元罚款。,北京市生态环境局,
6ef25a71-99e3-4551-945e-1d364b08cab2,北京燕西文化发展有限公司,110108010787775,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令你单位停止高尔夫球场产生污染的行为，并处拾万元罚款,北京市生态环境局,
6ef9e2a0-94cd-46fd-9acb-67d6e08ca521,北京大东润钰热力供应有限公司,911101156932264664,911101156932264664,《中华人民共和国大气污染防治法》第二十四条第一款,《中华人民共和国大气污染防治法》第一百条第二项,责令三个月内改正，处二十万元罚款。,北京市生态环境局,
6f85dc8f-6349-4a79-9ed9-e6a6f2b5b82d,北汽福田汽车股份有限公司,110000005082498,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令主体工程停止使用，处捌万元罚款。,北京市生态环境局,
6f8fb770-285c-4eb2-b8a3-3ea6231a33cf,北京永恒鸿运通物流有限公司,91110105092448880K ,91110105092448880K,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处每台机械五千元，共计两万元罚款。,北京市生态环境局,
6f9d16d014074806bdc475118fee17d6,郝*娜,220204************,,气（移动源）,《北京市机动车和非道路移动机械排放污染防治条例》第三十九条第一项，并参照《北京市生态环境行政处罚裁量基准（2022年修订版）》附件第三部分表（二十一）,处一万元罚款。,北京市生态环境局,
6fa5f773-c418-4958-97b2-f27b7dbaf725,中国南车集团北京二七车辆厂,110000002821740,,《中华人民共和国环境影响评价法》第二十五条,《中华人民共和国环境影响评价法》该法第三十一条第一款,责令你单位改正违法行为，处九万五千七百七十元罚款。,北京市生态环境局,
6fbb54be-9215-45e3-ab1a-cd3d71d6ad69,北京恒信化工有限公司,110111007673465,,《北京市大气污染防治条例》第六十一条,《北京市大气污染防治条例》第一百一十二条,责令停止违法行为，限三日内改正，处贰万元罚款。,北京市生态环境局,
7051b58e-70fd-44aa-b674-5ff8a8a801ed,北京新丰汽车驾驶学校,911101064008526242,911101064008526242,《中华人民共和国固体废物污染环境防治法》第八十二条第一款,《中华人民共和国固体废物污染环境防治法》第一百一十二条第一款第（五）项和第二款,责令改正，处十万元罚款。,北京市生态环境局,
70608244-fcf0-4fcc-9775-e7fb38a6e53b,北京贵园热力有限公司,1103021516821,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限十日内改正，处以贰万元罚款,北京市生态环境局,
7073818d-4754-46be-b74c-43a64b93a7c8,莱克勒喷嘴系统（北京）有限公司,110000450023795,,《中华人民共和国固体废物污染环境防治法》第五十八条第三款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第七项和第二款的规定，鉴于你单位已经改正违法行为,责令停止违法行为，处以壹万元罚款。,北京市生态环境局,
70785a27-142e-45dc-a7f0-db5f876c1c5c,北京京海旺餐饮有限公司,91110108MA009HC5XX ,91110108MA009HC5XX,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处七千元罚款。,北京市生态环境局,
709e7aab-1926-453f-89ba-24d938b21853,北京温塔热力有限公司,110000000244279,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限期改正，处以拾万元罚款。,北京市生态环境局,
70a40e6d-d192-4485-8711-2ac2f8b1139a,王*,110226************,,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
70b3f7fa-55bb-485e-96e6-e3f1f04a5825,美国布鲁克.道尔顿公司北京代表处,110000400090858,,《北京市水污染防治条例》第二十九条第一款,《北京市水污染防治条例》第八十二条第一款第（十）项和第二款,责令停止违法行为，限三日内采取治理措施，消除污染，处以柒万元罚款。,北京市生态环境局,
70b71acd-1036-43b4-98b2-a4713d18aed2,北京北内发动机零部件有限公司,91110000754687523Q ,,《中华人民共和国固体废物污染环境防治法》第三十三条第一款,《中华人民共和国固体废物污染环境防治法》第六十八条第一款第二项和第二款,责令你单位停止违法行为，限一个月内改正，处二万五千元罚款。,北京市生态环境局,
70c747b4-7710-4e0e-bae7-853669f60a7e,北京天岳恒房屋经营管理有限公司西罗园供暖分公司,110106003427909,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限三日内改正，处以陆万元罚款。,北京市生态环境局,
70d20826-0068-467c-abc3-937d8b8df8b2,北京市华都加油站,91110112102466696R ,91110112102466696R,《北京市大气污染防治条例》第三十五条第二款,《北京市大气污染防治条例》第九十七条,责令三日内改正，处二万元罚款。,北京市生态环境局,
7101d477-28c9-4915-8dc8-cc084f8a4390,内蒙古察尔湖开发有限公司北京餐饮分公司,91110101MA0186L443 ,91110101MA0186L443,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处四万七千元罚款。,北京市生态环境局,
711deac0-40a7-46c6-9468-427fc39bdb8a,北京文轶发工贸有限公司,91110107634396377J ,91110107634396377J,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
7174c0b0-2d2a-4549-90f1-002dcbfcb45f,北京艾尔有限公司,110000013027889,91110000558572331U,《排污许可管理条例》第十五条第一款第三项,《排污许可管理条例》第三十三条第（四）项,责令你单位三个月内改正违法行为，处二十万元罚款。,北京市生态环境局,
71a0ba4a-134d-4b60-acc2-5939efee05ed,北京宏伟京阳建材有限公司,911101026976601988,911101026976601988,《北京市机动车和非道路移动机械排放污染防治条例》第十二条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第三十六条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
71fc7f31-c859-47c6-82d4-62cbc6b29d9c,北京宏远通达建筑材料销售中心,110112012039016,,《北京市大气污染防治条例》第八十三条,《北京市大气污染防治条例》第一百二十三条,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
72041191-5e18-40c4-8f30-80077796fc63,江苏江都建设集团有限公司,321088000001466,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第二十七条第一款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（六）项,责令停止违法行为，限七日内改正，处以捌千元罚款。,北京市生态环境局,
7218038b-4367-4bde-a675-2a89ec9e6da8,北京丰台岳各庄机动车辆检测场,110106002868753,91110106102170449H,《中华人民共和国大气污染防治法》第五十四条第一款,《中华人民共和国大气污染防治法》第一百一十二条第一款,没收违法所得一千八百七十五元，并处五十万元以下罚款。,北京市生态环境局,
72634c8b-4a94-4d48-9934-5cce895a3669,北京福喜迎宾饭庄,92110113MA013A9RX7 ,92110113MA013A9RX7,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处三万元罚款。,北京市生态环境局,
72686b23-b0bf-4bce-b651-ad71f818d107,北京八亩绿源建筑机械租赁有限公司,911101153483469261,911101153483469261,《北京市机动车和非道路移动机械排放污染防治条例》第十二条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第三十六条第一款,责令三日内改正，处八千元罚款。,北京市生态环境局,
728b5625-6b51-4b89-8f27-0e6965bc1fc5,北京马坊物流基础设施开发建设有限公司,110117009530740,,《中华人民共和国放射性污染防治法》第三十条第二款,依据《中华人民共和国放射性污染防治法》第五十一条,责令停止违法行为，限三十日内改正，并处伍万元罚款。,北京市生态环境局,
72a43683-2d5d-43b0-a645-6c16233303cc,北京衡器厂有限公司,110114005300302,,《建设项目环境保护管理条例》第十六条,《建设项目环境保护管理条例》第二十八条,责令你单位停止生产，处叁万元罚款。,北京市生态环境局,
72c98f75-bf90-41cf-ad9e-ff898172f3ff,北京东方新禹建筑防水工程有限公司,110113005871078,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
72dd6bd3-bad7-448c-bf52-d741a22350da,辽宁泰丰科技建设有限公司,91210113MA0Y1C380D ,91210113MA0Y1C380D,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
733ff102-493e-4833-846c-68f5c495f24e,北京铁路局怀柔北机务段,110116015459311,,《北京市水污染防治条例》第七条,《北京市水污染防治条例》第七十八条第一款,责令立即停止违法排放污染物的行为，处罚款肆万伍仟元。,北京市生态环境局,
736f4225-a9f6-45fc-8cfe-2ffa4a10b740,北京鹏翰汽车服务有限公司,110108003039961,,《中华人民共和国固体废物污染环境防治法》第十七条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（十一）项和第二款,责令停止违法行为，限三十日内改正，处以叁万元罚款。,北京市生态环境局,
7396a610-64a8-4d52-9689-ab311bc8967b,北京飞机维修工程有限公司,102713371,911100006259116213,《中华人民共和国大气污染防治法》第五十一条第一款,《中华人民共和国大气污染防治法》第一百一十四条第一款,责令三日内改正，处每台五千元，共计一万五千元罚款。,北京市生态环境局,
739f4a5f-5611-44b3-a69f-c2de407846cf,北京轻联富文新特印刷有限公司,110113002034634,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以贰千元罚款。,北京市生态环境局,
73a2841e-73e6-4d64-aa66-d3ad39f0bfe7,北京恒兴盛房地产开发有限公司,110105016453422,,《中华人民共和国环境保护法》第十九条第二款和《中华人民共和国环境影响评价法》第二十二条第一款、第二十五条,《中华人民共和国环境保护法》第六十一条和《中华人民共和国环境影响评价法》第三十一条第一款,责令停止建设，处罚款捌万元。,北京市生态环境局,
73a88de4-68d2-4a14-9455-7f3b86aed1fd,北京宏宇科伟物流服务有限公司,91110113348291240U ,91110113348291240U,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处每台机械五千元，共计一万元罚款。,北京市生态环境局,
73f0e461-e72d-4408-9283-aeb4b4ae2d37,北京新丰泰博奥商贸有限责任公司,911101135548013282,911101135548013282,《建设项目环境保护管理条例》第十九条第一款,《建设项目环境保护管理条例》第二十三条第一款,责令六个月内改正，处三十万元罚款。,北京市生态环境局,
7426ac50-017b-4c07-a2cb-0eff1eca53d6,北京中油晟德石油销售有限公司,91110112633084275R ,91110112633084275R,《中华人民共和国大气污染防治法》第二十四条第一款、《排污许可管理条例》第十九条第一款,《中华人民共和国大气污染防治法》第一百条第二项、《排污许可管理条例》第三十六条第五项,责令改正，处六万元罚款。,北京市生态环境局,
7467f3f0-e5b3-451f-8dfd-ff6d5f1dbb88,北京中汽力发汽车销售服务有限公司,110102000938786,,《中华人民共和国固体废物污染环境防治法》第五十二条,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（一）项和第二款,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
746fab0f89c4458bb7c556758819fcc6,华润华光（北京）热电有限公司,110000410214635,91110302765505908J,气（固定源）,《排污许可管理条例》第三十四条第一款第二项，,责令改正，处四十二万元罚款。,北京市生态环境局,11/6/2024 00:00:00
747c91af-b170-4295-a727-277d3754807a,北京苗乡楼餐饮有限公司,110108007584988,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限七日内改正，处以捌千元罚款。,北京市生态环境局,
74ad8d98-9611-464b-9ae6-aceffbdea36e,北京首翼达商贸有限公司,91110106MA009XWU5Y ,91110106MA009XWU5Y,《北京市大气污染防治条例》第八十二条第一款,《北京市大气污染防治条例》第一百二十条,责令三日内改正，处一万三千元罚款。,北京市生态环境局,
74b2db99-f0ca-4055-aaae-1631642a8151,北京京顺通兴机械设备有限公司,91110117330275250G ,91110117330275250G,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
74c2451f-94b2-49a8-9c20-42ab6cb9040f,北京京泰鼎业家具有限公司,911101120741825720,911101120741825720,《中华人民共和国大气污染防治法》第四十五条,《中华人民共和国大气污染防治法》第一百零八条第一项,责令改正，处四万元罚款。,北京市生态环境局,
74e3f139-a989-434c-a957-109f7bc2974e,北京中建朗讯无损检测有限公司,110115003568486,,《放射性同位素与射线装置安全和防护管理办法》第十七条,《放射性同位素与射线装置安全和防护管理办法》第五十五条第（三）项,责令六十日内改正违法行为，给予警告。,北京市生态环境局,
74f704e7-b715-4323-9f57-90aee5ae7508,北京亚欧北容餐饮管理有限公司,91110105053607498K ,91110105053607498K,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,"责令十日内改正,处七千元罚款。",北京市生态环境局,
75284311-55f9-478b-9ca3-e37d13198fea,北京信得威特科技有限公司,110000007840915,,《中华人民共和国固体废物污染环境防治法》第五十八条第三款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第七项和第二款,责令停止违法行为，限一个月内改正，处以壹万元罚款。,北京市生态环境局,
75394a34-97dc-44a3-b0ab-afb77de97c39,北京昊凯建筑工程有限公司,110106017251605,,《北京市大气污染防治条例》第二十八条,《北京市大气污染防治条例》第九十三条,责令三日内治理完毕，处以柒万元罚款。,北京市生态环境局,
7546421b-f75e-4664-9b9a-bb864d2ae945,北京嘉宏供热有限公司,110228004590659,,《北京市大气污染防治条例》第二十八条,《北京市大气污染防治条例》第九十三条,责令停止违法行为，限三日内治理达标，处四万元罚款。,北京市生态环境局,
754ef92d-c5c8-46b2-9e2f-5ab348b54606,北京天岳恒房屋经营管理有限公司紫玉分公司,911101068021709099,911101068021709099,《中华人民共和国大气污染防治法》第十八条,《中华人民共和国大气污染防治法》第九十九条第二项,责令立即改正违法行为，处十万元罚款。,北京市生态环境局,
7575f647-022a-44f5-b10a-fa7691c6cf2d,北京仟草中药饮片有限公司,91110115752199905D ,91110115752199905D,《中华人民共和国大气污染防治法》第十八条,《中华人民共和国大气污染防治法》第九十九条第二项,责令立即改正违法行为，处十二万二千元罚款。,北京市生态环境局,
7592bde05f64499b81a7c00373eb921a,北京市通州城南加油站,,91110112102424808L,气（移动源）,《中华人民共和国大气污染防治法》第一百零八条第四项,责令改正，处二万元罚款。,北京市生态环境局,30/11/2023 00:00:00
7599e5b2-ae74-4217-9f7f-93eaba574c21,中国石化销售有限公司北京黄村石油库,91110115801102680P ,91110115801102680P,《中华人民共和国大气污染防治法》第四十七条第二款,《中华人民共和国大气污染防治法》第一百零八条第（四）项,责令三日内改正，处十万元罚款。,北京市生态环境局,
759a18c3-4378-4f81-83c1-3210963af5dd,北京市公联公路联络线有限责任公司,110000005200393,,《建设项目环境保护管理条例》第二十三条,《建设项目环境保护管理条例》第二十八条,责令你单位首都机场第二通道（机场南线-姚家园路）及姚家园路（五环路-机场第二通道）工程项目停止使用，处五万元罚款。鉴于你单位首都机场第二通道（机场南线-姚家园路）及姚家园路（五环路-机场第二通道）工程项目涉及公共利益，故将“责令停止使用”缓期至2017年12月12日执行。在此期间，你单位应采取切实有效措施防止环境污染，并主动接受项目所在地环保部门的监督管理。如果在2017年12月12日前该项目配套建设的环保设施验收合格，我局将解除“责令停止使用”，依法允许你单位首都机场第二通道（机场南线-姚家园路）及姚家园路（五环路-机场第二通道）工程投入使用。如果超过2017年12月12日该项目配套建设的环保设施仍未验收合格，我局将依法立即执行“责令停止使用”。请你单位于2017年12月31日前将改正情况书面报告我局。,北京市生态环境局,
75cf3706-12a4-43dc-8dd7-ab6b467e1d1d,百度在线网络技术（北京）有限公司,91110108717743469K ,91110108717743469K,《建设项目环境保护管理条例》第十九条第一款,《建设项目环境保护管理条例》第二十三条第一款,责令六个月内改正，处三十万元罚款。,北京市生态环境局,
75d30bc2-185a-4e3b-874c-741e4df8d753,北京北苑家源热力系统科技发展有限公司,110111009907924,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
7615e1ed-9ee9-4543-80ef-08236c2d98f7,北京市大红果酒楼,92110113L08131569F ,92110113L08131569F,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处五千元罚款。,北京市生态环境局,
761ec237-47b3-4ace-a232-a696d005a3b0,北京天佑锦屹涂装科技有限公司,911101131025676571,911101131025676571,《北京市大气污染防治条例》第三十一条,《北京市大气污染防治条例》第九十四条,责令停止违法行为，限三日内改正，处五千元罚款。,北京市生态环境局,
762b76f9-b01a-437e-81b8-0ac0543af5b4,建鹏腾达（北京）商贸有限公司,92110111MA013Y3R7L ,92110111MA013Y3R7L,《北京市大气污染防治条例》第七十四条第二款,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,
7651462f-f547-4b9e-8348-1d55b036628f,北京捷扬建筑劳务有限公司,91110109MA018BJH1K ,91110109MA018BJH1K,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,《北京市机动车和非道路移动机械排放污染防治条例》第四十五条第一款,责令三日内改正，处五千元罚款。,北京市生态环境局,
76805b09-c520-430b-bc73-2fed559fd34d,北京市立塔岭贸易中心,110111007717107,911101111027358683,《北京市大气污染防治条例》第七十九条,《北京市大气污染防治条例》第一百二十条,责令停止违法行为，限三日内改正，处一万元罚款。,北京市生态环境局,
76868fb7-f90d-4861-9306-6dabefd55c98,北京竹溪瑶瑶川菜馆,91110105099318405M ,91110105099318405M,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万元罚款。,北京市生态环境局,
768fada15f6d4ee6b63ae85bf99ac8b9,北京大森包装制品制造有限公司,,91110228076647273U,气（固定源）,《中华人民共和国大气污染防治法》第一百零八条第一项“违反本法规定，有下列行为之一的，由县级以上人民政府生态环境主管部门责令改正，处二万元以上二十万元以下的罚款；拒不改正的，责令停产整治：（一）产生含挥发性有机物废气的生产和服务活动，未在密闭空间或者设备中进行，未按照规定安装、使用污染防治设施，或者未采取减少废气排放措施的”，并参照《北京市生态环境行政处罚裁量基准》第三部分表（八），综合考虑你单位违法持续时间、污染物排放量、积极配合整改等相关因素,处三万元罚款,北京市生态环境局,23/7/2024 00:00:00
76a1a11304d04499979c092af7c5d716,北京芯准检测技术研究院有限公司,,91110115MA01UHGN87,,《建设项目环境影响报告书（表）编制监督管理办法》第二十六条第一款第（五）项,责令改正，对你单位给予通报批评。,北京市生态环境局,
76c00f56-2c4e-41f4-a4a4-bddcba6d10de,北京紫玉河餐饮中心,110108011794626,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以肆千元罚款。,北京市生态环境局,
76d3b4e0-e830-4fb4-bc7d-b22d671ea594,陆航精电（北京）科技有限公司,9111022809826197XE ,9111022809826197XE,《北京市大气污染防治条例》第三十一条,《北京市大气污染防治条例》第九十四条,责令停止违法行为，限三日内改正，处一万元罚款。,北京市生态环境局,
76dd4e22-ace5-4b66-b861-6af112c39382,北京渔阳国际滑雪有限公司,110000006866846,,《中华人民共和国大气污染防治法》第十八条,《中华人民共和国大气污染防治法》第九十九条第二项,责令停止违法行为，限三日内治理达标，处十万元罚款。,北京市生态环境局,
76f6a761-27ba-4606-8ea1-04e321fccceb,北京拿起来餐饮店（经营者：董雪松）,92110114MA01KQHP08 ,92110114MA01KQHP08,《北京市大气污染防治条例》第五十九条第一款,《北京市大气污染防治条例》第一百零八条第一款,责令十日内改正，处一万元罚款。,北京市生态环境局,
76fbc35f213c4796becd306a23096805,北京星驰顺达运输有限公司,,91110116MA01RCYB4R,气（移动源）,《北京市大气污染防治条例》第一百一十四条第二款,责令改正，处三百元罚款。,北京市生态环境局,
76fd6aa6-141a-41b6-93e7-73483d652b4a,太平洋制罐（北京）有限公司,110000410057239,,《中华人民共和国固体废物污染环境防治法》第五十九条第一款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（六）项和第二款,责令停止违法行为，限三十日内改正，处以贰万元罚款。,北京市生态环境局,
77061b5b-377b-4401-96b6-1801fd094b9f,北京瑞韩恩梯恩汽车部件有限公司,9111011275415011XC ,9111011275415011XC,《中华人民共和国固体废物污染环境防治法》第五十二条,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第一项和第二款,责令你单位停止违法行为，限三日内改正，处一万五千元罚款。,北京市生态环境局,
7706e8da-9115-4a74-acd2-5392225ba29f,北京天维宝辰化学产品有限公司,110114005447159,,《中华人民共和国大气污染防治法》第四十二条,《中华人民共和国大气污染防治法》第五十六条第（三）项,责令停止违法行为，限三日内改正，处以肆千元罚款。,北京市生态环境局,
771b8f71-e528-4f24-ad1f-91d4a4b93cce,德邦（上海）运输有限公司北京分公司,无 ,911101050766399865,《北京市大气污染防治条例》第六十六条第一款,《北京市大气污染防治条例》第一百一十二条第一款,责令三日内改正，处一千元罚款。,北京市生态环境局,
771c3e21-63cd-4404-b97e-ad0b0a2e9627,北京肿瘤医院,121100004006898049,121100004006898049,《排污许可管理条例》第一十七条第二款,《排污许可管理条例》第三十四条第一款第一项,责令改正，处二十四万元罚款。,北京市生态环境局,
77673f04-fe61-4c21-b846-01eabb9fba95,北京蜀万飘香餐厅,512222197111046419,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以贰千元罚款。,北京市生态环境局,
7770a2c7-bfa9-4805-9369-5b0715a9816b,北京森科医药有限公司,110000410067507,,《放射性同位素与射线装置安全和防护条例》第二十条第一款,《放射性同位素与射线装置安全和防护条例》第五十二条第（五）项,责令停止违法行为，限三日内改正，没收违法所得四千四百七十三元三分（4473.03元），处一万元罚款。,北京市生态环境局,
780239fd-ed3e-4c2e-ade2-ad87abd023e4,威乐（中国）水泵系统有限公司,110000410143780,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第三款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（一）项,责令停止违法行为，限三日内改正，处以伍千元罚款。,北京市生态环境局,
782d8438-5b0d-4fc5-88fc-b4230f6b57a2,中铁二十二局集团有限公司,110000006907518,,《中华人民共和国环境影响评价法》第二十二条第一款、第二十五条和《建设项目环境保护管理条例》第二十三条,《中华人民共和国环境影响评价法》第三十一条第一款、《建设项目环境保护管理条例》第二十八条,处罚款拾壹万元。,北京市生态环境局,
784735b6-ea18-423d-a287-2683afbd2e4d,北京市京联鑫达路用材料有限公司,911101123442638916,911101123442638916,《北京市机动车和非道路移动机械排放污染防治条例》第二十五条第一款,该条例第四十五条第一款,责令三日内改正，五台叉车分别处五千元，共计两万五千元罚款。,北京市生态环境局,
784a4a00-1a6d-4b71-8631-a615ea3e355b,北京市老才臣食品有限公司,110000410140857,,《北京市水污染防治条例》第七条,《北京市水污染防治条例》第七十八条第一款,处以肆万玖千元罚款，限于壹个月内完成治理,北京市生态环境局,
784c6017-afc3-4702-a267-0297c835c6ff,北京运通博世汽车销售服务有限公司,110302005461688,,《中华人民共和国固体废物污染环境防治法》第五十八条第三款,《中华人民共和国固体废物污染环境防治法》第七十五条第一款第（七）项和第二款,责令停止违法行为，限三日内改正，处以壹万元罚款。,北京市生态环境局,
7898712f-0852-44e6-8e95-f909d0e45158,中国联合网络通信有限公司北京技术培训中心,110000450162977,,《北京市水污染防治条例》第七条,《北京市水污染防治条例》第七十八条第一款,对你单位处二十七万六千九百五十二元八角五分罚款。,北京市生态环境局,
78e81ca1-c30d-4960-83d9-a8aec55f1eff,商务部培训中心（商务部国际商务官员研修学院）,110000000404,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十四条,责令停止违法行为，限三日内改正，处以壹万伍千元罚款。,北京市生态环境局,
78f411f8-2fa9-4e03-b1d5-0fccf6595aaf,北京安通物业管理有限责任公司,110112005073255,,《北京市实施〈中华人民共和国大气污染防治法〉办法》第十五条第二款,《北京市实施〈中华人民共和国大气污染防治法〉办法》第三十五条第一款第（四）项,责令停止违法行为，限六十日内改正，处以贰万元罚款。,北京市生态环境局,
795a09f5-b4cc-4eda-af60-4a45d5cf3020,北京恒居水务有限公司,110228009926307,,《北京市水污染防治条例》第三十九条第二款,《北京市水污染防治条例》第八十六条第（一）项,责令停止违法行为，消除污染，并处壹万元罚款,北京市生态环境局,
796a610a3dc140889e0e32c3d1860f6a,李*春,341122************,,气（移动源）,《北京市机动车和非道路移动机械排放污染防治条例》第三十六条第一款“违反本条例第十二条第一款规定的，由生态环境部门责令改正，处五千元以上一万元以下罚款”的规定，并参照《北京市生态环境行政处罚裁量权基准》第三部分表（十六），“违反排放污染控制装置使用规定，擅自更改污染控制装置情节，5000-8000元/辆（台）”的规定，综合考虑车辆数量、及时整改等相关因素,处五千元罚款。,北京市生态环境局,
798c12074732464ea2a50406c16ea033,北京华国汇混凝土有限公司,,911101067454934363,气（移动源）,《北京市大气污染防治条例》第一百一十六条,责令停止违法行为，处五万元罚款。,北京市生态环境局,29/5/2023 00:00:00
