数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
企业,北京源兴源加油站有限公司,911101167002660889,,,,,,张俊旺,怀环罚字[2020]89号,不正常使用油气回收装置的行为违反了《中华人民共和国大气污染防治法》第四十七条第二款的规定,2020年9月14日，我局委托第三方检测公司（北京交运通达环境科技有限公司）对该单位油气回收系统进行检测。检测结果显示你单位1号加油机的5号加油枪气液比检测值超出了北京市地方标准《加油站油气排放控制和限值》(DB11/208-2019）的要求，属于不正常使用油气回收装置的行为。该单位不正常使用油气回收装置的行为违反了《中华人民共和国大气污染防治法》第四十七条第二款的规定。依据《中华人民共和国大气污染防治法》第一百零八条第四项的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百零八条第四项,罚款,2020年9月14日，我局委托第三方检测公司（北京交运通达环境科技有限公司）对该单位油气回收系统进行检测。检测结果显示你单位1号加油机的5号加油枪气液比检测值超出了北京市地方标准《加油站油气排放控制和限值》(DB11/208-2019）的要求，属于不正常使用油气回收装置的行为。该单位不正常使用油气回收装置的行为违反了《中华人民共和国大气污染防治法》第四十七条第二款的规定。依据《中华人民共和国大气污染防治法》第一百零八条第四项的规定，应予处罚。,2,,,2020/10/30,2099/12/31,2020/11/11,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年11月5日
个体工商户,北京得悦泉农家院旅店,92110116L19416148K,,,,,,李秀莲,怀环罚字[2020]91号,油烟净化设施不正常运行的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定,我局于2020年9月12日对该单位进行了现场检查，检查时正在营业，你单位提供餐饮及住宿服务，建设有2个炒制灶眼，安装有1套油烟净化设施，现场检查时你单位油烟净化设施主电源已断开，油烟净化设施不能正常使用。该单位油烟净化设施不正常运行的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定。依据《中华人民共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百一十八条第一款,罚款,我局于2020年9月12日对该单位进行了现场检查，检查时正在营业，你单位提供餐饮及住宿服务，建设有2个炒制灶眼，安装有1套油烟净化设施，现场检查时你单位油烟净化设施主电源已断开，油烟净化设施不能正常使用。该单位油烟净化设施不正常运行的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定。依据《中华人民共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,0.5,,,2020/10/30,2099/12/31,2020/11/11,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年11月5日
企业,北京圣伦食品有限公司,91110116717747080J,,,,,,宋亚坤,怀环罚字[2020]90号,大气污染物排放浓度超标的行为违反了《中华人民共和国大气污染防治法》第十八条的规定,我局于2020年9月4日对该单位进行检查，检查时对你单位厂界4个点位的无组织排放废气恶臭浓度进行了现场采样检测。我局委托北京诚天检测技术服务有限公司于2020年9月8日出具检测报告结果显示你单位下风向的三个点位无组织废气恶臭浓度为33、27、30均超过了《北京市大气污染物综合排放标准》（DB11/501-2017）中规定的恶臭浓度无组织排放监控点浓度限值20mg/m3。该单位大气污染物排放浓度超标的行为违反了《中华人民共和国大气污染防治法》第十八条的规定。 依据《中华人民共和国大气污染防治法》第九十九条第二项的规定，应予处罚。,《中华人民共和国大气污染防治法》第九十九条第二项,罚款,我局于2020年9月4日对该单位进行检查，检查时对你单位厂界4个点位的无组织排放废气恶臭浓度进行了现场采样检测。我局委托北京诚天检测技术服务有限公司于2020年9月8日出具检测报告结果显示你单位下风向的三个点位无组织废气恶臭浓度为33、27、30均超过了《北京市大气污染物综合排放标准》（DB11/501-2017）中规定的恶臭浓度无组织排放监控点浓度限值20mg/m3。该单位大气污染物排放浓度超标的行为违反了《中华人民共和国大气污染防治法》第十八条的规定。 依据《中华人民共和国大气污染防治法》第九十九条第二项的规定，应予处罚。,12,,,2020/10/30,2099/12/31,2020/11/11,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年11月5日
企业,北京兴亨九益食品有限公司,9111011675670426X3,,,,,,王治民,怀环罚字[2020]92号,该单位未采取措施防止排放恶臭气体的行为违反了《中华人民共和国大气污染防治法》第八十条的规定。,我局于2020年9月22日对该单位进行了现场检查，该单位正在生产，检查时发现厂区有明显异味，现场对恶臭气体进行检测。经核查，该单位生产期间未关闭门窗，且检测报告显示3个检测点位恶臭气体排放浓度略高于《大气污染物综合排放标准》中的标准限值。该单位未采取措施防止排放恶臭气体的行为违反了《中华人民共和国大气污染防治法》第八十条的规定。依据《中华人民共和国大气污染防治法》第一百一十七条第一款第八项的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百一十七条第一款第八项,罚款,我局于2020年9月22日对该单位进行了现场检查，该单位正在生产，检查时发现厂区有明显异味，现场对恶臭气体进行检测。经核查，该单位生产期间未关闭门窗，且检测报告显示3个检测点位恶臭气体排放浓度略高于《大气污染物综合排放标准》中的标准限值。该单位未采取措施防止排放恶臭气体的行为违反了《中华人民共和国大气污染防治法》第八十条的规定。依据《中华人民共和国大气污染防治法》第一百一十七条第一款第八项的规定，应予处罚。,3,,,2020/11/9,2099/12/31,2020/11/19,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年11月13日
企业,北京国弘餐饮有限公司,91110116MA01FM392U,,,,,,高国红,怀环罚字[2020]96号,该单位油烟净化设施运行不良，油烟超标排放的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定,我局于2020年9月27日对该单位进行了现场检查，该单位经营餐饮服务项目。现场检查时正在营业，建设有2个炒菜灶头，2个蒸煮工位，安装1套静电复合式油烟净化装置。现场取样检测油烟、颗粒物、非甲烷总烃。2020年9月28日我局委托北京诚天检测技术服务有限公司出具油烟检测报告（报告编号：202009538FQ），检测结果为油烟0.5mg/m3、颗粒物4.2mg/m3、非甲烷总烃23.9mg/m3.非甲烷总烃1项检测结果超过《餐饮业大气污染物排放标准》(DB11/1488-2018)要求。该单位油烟净化设施运行不良，油烟超标排放的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定。  依据《中华人民共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百一十八条第一款,罚款,我局于2020年9月27日对该单位进行了现场检查，该单位经营餐饮服务项目。现场检查时正在营业，建设有2个炒菜灶头，2个蒸煮工位，安装1套静电复合式油烟净化装置。现场取样检测油烟、颗粒物、非甲烷总烃。2020年9月28日我局委托北京诚天检测技术服务有限公司出具油烟检测报告（报告编号：202009538FQ），检测结果为油烟0.5mg/m3、颗粒物4.2mg/m3、非甲烷总烃23.9mg/m3.非甲烷总烃1项检测结果超过《餐饮业大气污染物排放标准》(DB11/1488-2018)要求。该单位油烟净化设施运行不良，油烟超标排放的行为违反了《中华人民共和国大气污染防治法》第八十一条第一款的规定。  依据《中华人民共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,0.5,,,2020/11/30,2099/12/31,2020/12/10,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月4日
企业,北京统一饮品有限公司,9111000080114985XE,,,,,,黄健修,怀环罚字[2020]95号,该单位恶臭气体超标排放的行为违反了《北京市大气污染防治条例》第六十条的规定,我局于2020年9月18日对该单位进行了现场检查，该单位主要生产果汁饮料、咖啡饮料、茶饮料等。有一个污水处理站，现场对该污水处理站恶臭气体进行检测。经核查，有组织臭气排放浓度、无组织下风向04臭气浓度2项检测结果超过《恶臭污染物排放标准》（GB14554-93）。该单位恶臭气体超标排放的行为违反了《北京市大气污染防治条例》第六十条的规定。 依据《北京市大气污染防治条例》第一百零九条的规定，应予处罚。,《北京市大气污染防治条例》第一百零九条,罚款,我局于2020年9月18日对该单位进行了现场检查，该单位主要生产果汁饮料、咖啡饮料、茶饮料等。有一个污水处理站，现场对该污水处理站恶臭气体进行检测。经核查，有组织臭气排放浓度、无组织下风向04臭气浓度2项检测结果超过《恶臭污染物排放标准》（GB14554-93）。该单位恶臭气体超标排放的行为违反了《北京市大气污染防治条例》第六十条的规定。 依据《北京市大气污染防治条例》第一百零九条的规定，应予处罚。,1,,,2020/11/30,2099/12/31,2020/12/10,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月4日
企业,北京科基佳德智能技术有限公司,91110116MA005WBK5F,,,,,,朱晓鹰,怀环罚字[2020]99号,该单位新增设备未依法报批建设项目环境影响评价的行为违反了《中华人民共和国环境影响评价法》第二十四条第一款的规定,我局于2020年10月19日对位于北京市怀柔区北房镇黄吉营村惠民街54号的北京科基佳德智能技术有限公司进行了检查，发现该单位2019年1月在北侧生产车间陆续新增数控车床1台、手动车床1台、锯床2台、雕刻机1台、电炉1台、中频淬火装置1台、焊接机2套，2019年8月正式投入使用，新增设备未依法报批建设项目环境影响评价。该单位新增设备未依法报批建设项目环境影响评价的行为违反了《中华人民共和国环境影响评价法》第二十四条第一款的规定。依据《中华人民共和国环境影响评价法》第三十一条第一款的规定，应予处罚。,《中华人民共和国环境影响评价法》第三十一条第一款,罚款,我局于2020年10月19日对位于北京市怀柔区北房镇黄吉营村惠民街54号的北京科基佳德智能技术有限公司进行了检查，发现该单位2019年1月在北侧生产车间陆续新增数控车床1台、手动车床1台、锯床2台、雕刻机1台、电炉1台、中频淬火装置1台、焊接机2套，2019年8月正式投入使用，新增设备未依法报批建设项目环境影响评价。该单位新增设备未依法报批建设项目环境影响评价的行为违反了《中华人民共和国环境影响评价法》第二十四条第一款的规定。依据《中华人民共和国环境影响评价法》第三十一条第一款的规定，应予处罚。,0.52712,,,2020/12/3,2099/12/31,2020/12/15,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月9日
企业,北京吉北顺发汽车车厢有限公司,9111011675820770XE,,,,,,徐凤革,怀环罚字[2020]101号,该单位喷漆工艺未建设有污染防治设施的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，车厢生产完成后，送至该单位租赁的场所进行喷漆、喷漆工艺未密闭，未建设有污染防治设施。该单位喷漆工艺未建设有污染防治设施的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定。  依据《中华人民共和国大气污染防治法》第一百零八条第一项的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百零八条第一项,罚款,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，车厢生产完成后，送至该单位租赁的场所进行喷漆、喷漆工艺未密闭，未建设有污染防治设施。该单位喷漆工艺未建设有污染防治设施的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定。  依据《中华人民共和国大气污染防治法》第一百零八条第一项的规定，应予处罚。,3,,,2020/12/3,2099/12/31,2020/12/15,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月9日
企业,北京吉北顺发汽车车厢有限公司,9111011675820770XE,,,,,,徐凤革,怀环罚字[2020]102号,该单位焊接工艺未在密闭空间进行也未安装烟气收集装置的行为违反了《北京市大气污染防治条例》第六十条的规定,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，建设有焊接工艺，现场检查时该单位正在生产。该单位焊接工艺未在密闭空间进行，也未安装烟气收集装置。该单位焊接工艺未在密闭空间进行也未安装烟气收集装置的行为违反了《北京市大气污染防治条例》第六十条的规定。   依据《北京市大气污染防治条例》第一百零九条的规定，应予处罚。,《北京市大气污染防治条例》第一百零九条,罚款,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，建设有焊接工艺，现场检查时该单位正在生产。该单位焊接工艺未在密闭空间进行，也未安装烟气收集装置。该单位焊接工艺未在密闭空间进行也未安装烟气收集装置的行为违反了《北京市大气污染防治条例》第六十条的规定。   依据《北京市大气污染防治条例》第一百零九条的规定，应予处罚。,2,,,2020/12/3,2099/12/31,2020/12/15,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月9日
企业,北京吉北顺发汽车车厢有限公司,9111011675820770XE,,,,,,徐凤革,怀环罚字[2020]100号,该单位喷漆项目未批先建的行为违反了《中华人民共和国环境影响评价法》第二十二条第一款的规定。,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，车厢生产完成后，送至该单位租赁的场所进行喷漆，该单位喷漆项目未经审批即自行建设。该单位喷漆项目未批先建的行为违反了《中华人民共和国环境影响评价法》第二十二条第一款的规定。 依据《中华人民共和国环境影响评价法》第三十一条第一款的规定，应于处罚。,《中华人民共和国环境影响评价法》第三十一条第一款,罚款,我局于2020年10月30日对该单位进行检查，该单位生产汽车车厢，车厢生产完成后，送至该单位租赁的场所进行喷漆，该单位喷漆项目未经审批即自行建设。该单位喷漆项目未批先建的行为违反了《中华人民共和国环境影响评价法》第二十二条第一款的规定。 依据《中华人民共和国环境影响评价法》第三十一条第一款的规定，应于处罚。,0.147,,,2020/12/3,2099/12/31,2020/12/15,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月9日
个体工商户,北京天边餐厅,92110116MA01TMH47P,,,,,,刘毅,怀环罚字[2020]103号,该单位油烟净化设施不正常运行的行为违反了《中华人名共和国大气污染防治法》第八十一条第一款的规定,我局于2020年11月12日对该单位进行检查，该单位经营餐饮服务，有灶头1个，安装一套静电式油烟净化设施。该单位油烟净化设施已连电，但主机、静电板不工作，风扇不转，油烟净化装置不运行。该单位油烟净化设施不正常运行的行为违反了《中华人名共和国大气污染防治法》第八十一条第一款的规定，依据《中华人名共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,《中华人名共和国大气污染防治法》第一百一十八条第一款,罚款,我局于2020年11月12日对该单位进行检查，该单位经营餐饮服务，有灶头1个，安装一套静电式油烟净化设施。该单位油烟净化设施已连电，但主机、静电板不工作，风扇不转，油烟净化装置不运行。该单位油烟净化设施不正常运行的行为违反了《中华人名共和国大气污染防治法》第八十一条第一款的规定，依据《中华人名共和国大气污染防治法》第一百一十八条第一款的规定，应予处罚。,0.5,,,2020/12/9,2099/12/31,2020/12/21,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月15日
企业,北京茂盛达包装服务有限公司,91110116L54038795H,,,,,,马学峰,怀环罚字[2020]105号,该单位未安装废气收集处理设施，产生废气直排的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定,我局于2020年10月20日对该单位进行检查。检查发现该单位车间内正在喷漆，未安装废气收集处理设施，产生的废气直排。该单位未安装废气收集处理设施，产生废气直排的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定。  依据《中华人民共和国大气污染防治法》第一百零八条第一项的规定，应予处罚。,《中华人民共和国大气污染防治法》第一百零八条第一项,罚款,我局于2020年10月20日对该单位进行检查。检查发现该单位车间内正在喷漆，未安装废气收集处理设施，产生的废气直排。该单位未安装废气收集处理设施，产生废气直排的行为违反了《中华人民共和国大气污染防治法》第四十五条的规定。  依据《中华人民共和国大气污染防治法》第一百零八条第一项的规定，应予处罚。,2,,,2020/12/29,2099/12/31,2021/1/6,北京市怀柔区生态环境局,11110227000097885J,北京市怀柔区生态环境局,11110227000097885J,,2020年12月30日
个体工商户,北京顺旺福运商店,92110116MA00KW5A7K,,,,,,刘玉伶,怀水罚字[2020]第7号,向雨水管道排放污水,北京顺旺福运商店在北京市怀柔区怀柔镇东关二区216号从事水果、蔬菜、生鲜零售，生鲜店内卫生间污水排入门前沉淀井，沉淀后污水排入门前南大街南侧雨水收集口。此行为违反了《北京市水污染防治条例》第三十九条第二款的规定。根据《北京市水污染防治条例》第八十六的规定，应予处罚，建议立案调查。,《北京市水污染防治条例》,罚款,北京顺旺福运商店在北京市怀柔区怀柔镇东关二区216号从事水果、蔬菜、生鲜零售，生鲜店内卫生间污水排入门前沉淀井，沉淀后污水排入门前南大街南侧雨水收集口。此行为违反了《北京市水污染防治条例》第三十九条第二款的规定。根据《北京市水污染防治条例》第八十六的规定，应予处罚，本行政机关决定对北京顺旺福运商店处以罚款2000元的行政处罚。,0.2,,,2020/4/13,2099/12/31,2023/4/12,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年4月17日
企业,北京恒浩基业工程管理有限公司,911101125976950780,,,,,,徐恒,怀水罚字[2020]第9号,采用大水漫灌方式浇树,北京恒浩基业工程管理有限公司擅自在怀柔区琉璃庙镇龙泉峪村二队南50米采用大水漫灌方式浇树造成浪费水资源的行为，违反了《北京市节约用水办法》第二十八条第二款的规定。根据《北京市节约用水办法》第五十七条第二款的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京恒浩基业工程管理有限公司擅自在怀柔区琉璃庙镇龙泉峪村二队南50米采用大水漫灌方式浇树造成浪费水资源的行为，违反了《北京市节约用水办法》第二十八条第二款的规定。根据《北京市节约用水办法》第五十七条第二款的规定，本行政机关决定对北京恒浩基业工程管理有限公司处以2000元罚款的行政处罚。,0.2,,,2020/4/17,2099/12/31,2023/4/16,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年4月17日
个体工商户,北京风天园林绿化服务中心,92110113L798736660,,,,,,田景峰,怀水罚字[2020]第11号,未取得临时用水指标,北京风天园林绿化服务中心在怀柔区雁栖镇范崎路神堂峪路口东南20米处利用一辆水产从雁栖河内抽取地表水用于园林绿化，未取得临时用水指标的行为，违反了《北京市节约用水办法》第十二条第三款的规定。根据《北京市节约用水办法》第四十九条第二款的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京风天园林绿化服务中心在怀柔区雁栖镇范崎路神堂峪路口东南20米处利用一辆水产从雁栖河内抽取地表水用于园林绿化，未取得临时用水指标的行为，违反了《北京市节约用水办法》第十二条第三款的规定。根据《北京市节约用水办法》第四十九条第二款的规定，本行政机关决定对北京风天园林绿化服务中心处以3000元罚款的行政处罚。,0.3,,,2020/4/22,2099/12/31,2023/4/21,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年4月24日
企业,北京建工资源循环利用投资有限公司,911100000953562798,,,,,,王琦敏,怀水罚字[2020]第10号,未依法编制水土保持方案或者编制的水土保持方案未经批准而开工建设,北京建工资源循环利用投资有限公司在北京市怀柔区怀柔镇大屯村村北建设的建筑垃圾资源化临时处置设施项目未依法编制水土保持方案或者编制的水土保持方案未经批准而开工建设的行为，违反了《中华人民共和国水土保持法》第二十六条的规定。根据《中华人民共和国水土保持法》第五十三条第一项的规定，应予处罚，建议立案调查。,《中华人民共和国水土保持法》,罚款,北京建工资源循环利用投资有限公司在北京市怀柔区怀柔镇大屯村村北建设的建筑垃圾资源化临时处置设施项目未依法编制水土保持方案或者编制的水土保持方案未经批准而开工建设的行为，违反了《中华人民共和国水土保持法》第二十六条的规定。根据《中华人民共和国水土保持法》第五十三条第一项的规定，应予处罚。本行政机关决定对北京建工资源循环利用投资有限公司处以罚款125000元的行政处罚。,12.5,,,2020/4/21,2099/12/31,2020/8/20,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年4月24日
企业,北京秀峰园林绿化有限公司,91110116MA01MBL609,,,,,,王建华,怀水罚字[2020]第15号,未取得临时用水指标,北京秀峰园林绿化有限公司在怀柔区喇叭沟门满族乡对角沟门村南漫水桥处汤河右堤取用汤河水用于园林绿化，未取得临时用水指标的行为，违反了《北京市节约用水办法》第十二条第三款的规定。根据《北京市节约用水办法》第四十九条第二款的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京秀峰园林绿化有限公司在怀柔区喇叭沟门满族乡对角沟门村南漫水桥处汤河右堤取用汤河水用于园林绿化，未取得临时用水指标的行为，违反了《北京市节约用水办法》第十二条第三款的规定。根据《北京市节约用水办法》第四十九条第二款的规定，本行政机关决定对北京秀峰园林绿化有限公司处以8500元罚款的行政处罚。,0.85,,,2020/5/8,2099/12/31,2023/5/7,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年5月9日
企业,北京牛角湖酒店管理有限公司,91110116MA018T7Y39,,,,,,郑晓波,怀水罚字[2020]第17号,在河道管理范围内建设影响行洪的建筑物、构筑物,北京牛角湖酒店管理有限公司在怀柔区宝山镇牛圈子村牛角湖1号上游菜食河河道管理范围内建设影响行洪的建筑物、构筑物的行为，违反了《中华人民共和国防洪法》第二十二条第二款的规定。根据《中华人民共和国防洪法》第五十五条第一项的规定，应予处罚，建议立案调查。,《中华人民共和国防洪法》,罚款,北京牛角湖酒店管理有限公司在怀柔区宝山镇牛圈子村牛角湖1号上游菜食河河道管理范围内建设影响行洪的建筑物、构筑物的行为，违反了《中华人民共和国防洪法》第二十二条第二款的规定。根据《中华人民共和国防洪法》第五十五条第一项的规定，应予处罚。本行政机关决定对北京牛角湖酒店管理有限公司处以罚款8000元的行政处罚。,0.8,,,2020/5/20,2099/12/31,2023/5/19,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年5月20日
企业,北京嘉度首旅寒舍酒店管理有限公司,91110116MA00A8P535,,,,,,王玉敏,怀水罚字[2020]第16号,景观环境用水使用自来水,北京嘉度首旅寒舍酒店管理有限公司景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京嘉度首旅寒舍酒店管理有限公司景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，本行政机关决定对北京嘉度首旅寒舍酒店管理有限公司处以11000元罚款的行政处罚。,1.1,,,2020/5/19,2099/12/31,2023/5/18,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年5月26日
个体工商户,定州梦源苗圃场,92130682MA0D1CQ29L,,,,,,李立杰,怀水罚字[2020]第18号,未取得用水指标擅自取水,定州梦源苗圃场在怀柔区琉璃庙镇老公营村南琉璃河漫水桥上游200米取抽水用于植树，未取得用水指标擅自用水的行为，违反了《北京市节约用水办法》第十二条第一款的规定。根据《北京市节约用水办法》第四十九条第一款的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,定州梦源苗圃场在怀柔区琉璃庙镇老公营村南琉璃河漫水桥上游200米取抽水用于植树，未取得用水指标擅自取水的行为，违反了《北京市节约用水办法》第十二条第一款的规定。根据《北京市节约用水办法》第四十九条第一款的规定，本行政机关决定对定州梦源苗圃场处以21000元罚款的行政处罚。,2.1,,,2020/5/20,2099/12/31,2023/5/19,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年5月26日
企业,北京长发食用菌种植专业合作社,93110116679626586F,,,,,,高冠玉,怀水罚字[2020]第21号,损毁水利工程,北京长发食用菌种植专业合作社在北京市怀柔区长哨营满族乡遥岭村东大棚院内，损毁水利工程（拆除连接取水设施水资源控制终端电源线，致使水表不能正常运转）的行为，违反了《北京市水利工程保护管理条例》第九条第一项的规定。根据《北京市水利工程保护管理条例》第二十一条第一项的规定，应予处罚，建议立案调查。,《北京市水利工程保护管理条例》,罚款,北京长发食用菌种植专业合作社在北京市怀柔区长哨营满族乡遥岭村东大棚院内，损毁水利工程（拆除连接取水设施水资源控制终端电源线，致使水表不能正常运转）的行为，违反了《北京市水利工程保护管理条例》第九条第一项的规定。根据《北京市水利工程保护管理条例》第二十一条第一项的规定，应予处罚。本行政机关决定对北京长发食用菌种植专业合作社处以罚款1000元的行政处罚。,0.1,,,2020/6/3,2099/12/31,2023/6/2,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月3日
个体工商户,北京龙淼鱼湾垂钓园,00000000000000000X,1.10117E+14,,,,,高凤洁,怀水罚字[2020]第23号,景观环境用水使用自来水,北京龙淼鱼湾垂钓园在北京市怀柔区怀柔镇西三村老任家22号院内有4处景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京龙淼鱼湾垂钓园在北京市怀柔区怀柔镇西三村老任家22号院内有4处景观环境用水使用自来水的行为在北京市怀柔区怀柔镇西三村老任家22号院内有4处景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，应予处罚，本行政机关决定对北京龙淼鱼湾垂钓园处以15000元罚款的行政处罚。,1.5,,,2020/6/3,2099/12/31,2023/6/2,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月3日
企业,老江阿泰餐饮管理（北京）有限公司怀柔第六分公司,91110116MA01HJFN6K,,,,,,李宝,怀水罚字[2020]第24号,排水户未办理污水排入排水管网许可证,老江阿泰餐饮管理（北京）有限公司怀柔第六分公司在北京市怀柔区雁栖经济开发区雁栖大街53号10幢一层01经营饭店从事餐饮服务，向饭店南侧10米处城镇排水设施排放污水未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，建议立案调查。,《城镇排水与污水处理条例》,罚款,老江阿泰餐饮管理（北京）有限公司怀柔第六分公司在北京市怀柔区雁栖经济开发区雁栖大街53号10幢一层01经营饭店从事餐饮服务，向饭店南侧10米处城镇排水设施排放污水未办理污水排入排水管网许可证的行为，违反了《城镇排水与污水处理条例》第二十一条第一款的规定。根据《城镇排水与污水处理条例》第五十条第一款的规定，应予处罚，本行政机关决定对老江阿泰餐饮管理（北京）有限公司怀柔第六分公司处以罚款10000元的行政处罚。,1,,,2020/6/4,2099/12/31,2023/6/3,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月5日
企业,北京康正隆餐饮有限公司,91110116099025709B,,,,,,郑晶晶,怀水罚字[2020]第26号,景观环境用水使用自来水,北京康正隆餐饮有限公司饭店前一处景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，应予处罚，建议立案调查。,《北京市节约用水办法》,罚款,北京康正隆餐饮有限公司饭店前一处景观环境用水使用自来水的行为，违反了《北京市节约用水办法》第三十条第三款的规定。根据《北京市节约用水办法》第五十九条的规定，应予处罚，本行政机关决定对北京康正隆餐饮有限公司处以11000元罚款的行政处罚。,1.1,,,2020/6/5,2099/12/31,2023/6/4,北京市怀柔区水务局,11110227000097949G,北京市怀柔区水务局,11110227000097949G,,2020年6月5日
