决定书编号,处罚类别,处罚事由,处罚依据,纳税人名称,统一社会信用代码,组织机构代码,处罚结果,处罚生效期,处罚截止期,处罚机关,当前状态
京平一税罚20205,发票违法,你单位违反《中华人民共和国发票管理办法》第二十九条之规定，于2012年4月丢失“2008版增值税普通发票（五联无金额限制版）”25份，发票代码为：1100061650，发票号码为：00772733-00772757，向税务机关书面报告。,《中华人民共和国发票管理办法》第三十六条第二款,北京信佳好商贸有限公司,,717701840,罚款1250,2020/4/30,2020/5/15,国家税务总局北京市平谷区税务局第一税务所（办税服务厅）,注销
京海税罚2020315,违反税收管理,该企业在2016年12月、2017年12月（所属期）期间，存在冒用蔡志琛（330226********289X）等41人（人名详见附件）个人信息做个税明细申报行为，其中21人涉及2016年12月属期虚列成本103500元，41人涉及2017年12月属期虚列成本175000元，涉及虚列成本共计278500元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京易兴泓吉文化传媒有限公司,91110108592304808R,592304808,罚款10000,2020/5/14,2020/5/29,国家税务总局北京市海淀区税务局,正常
京东一税罚20205,发票违法,"丢失增值税普通发票发票22张，发票代码：011001800204，发票号码： 43617109-43617130",《中华人民共和国发票管理办法》第三十六条第二款,化学工业出版社招待所,91110101101211149D,101211149,罚款1100,2020/4/23,2020/5/8,国家税务总局北京市东城区税务局第一税务所（办税服务厅）,注销
京海一税罚202015,发票违法,丢失北京市商业零售发票100份，发票代码：111000961081，发票号码：00598601-00598700,《中华人民共和国发票管理办法》第三十六条第二款,深圳市神舟新锐电脑设备有限公司北京分公司,,771582301,罚款2000,2020/4/20,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,注销
京海税罚2020243,违反税收管理,"纳税人、扣缴义务人编造虚假计税依据金额，在2019年2月至5月期间存在虚报个人所得税身份信息冒用行为，虚列成本20000元。",《中华人民共和国税收征收管理法》第六十四条第一款,中农天建（北京）城乡规划设计研究院有限公司,91110108096060277M,096060277,罚款5000,2020/4/29,2020/5/25,国家税务总局北京市海淀区税务局,正常
京通四税罚202064,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京市富旺莱日用化学品销售部,92110112L091936738,,罚款200,2020/4/13,2020/4/28,国家税务总局北京市通州区税务局第四税务所,正常
京西税罚202024,违反税收管理,该单位于2017年4月转让德合聚康（深圳）投资基金合伙企业股权，转让款为16320万元，未按规定缴纳印花税款81600元，其税款所属期为2017年4月，未履行纳税义务，违反《中华人民共和国税收征收管理法》（中华人民共和国主席令〔2001〕第49号）第六十四条第二款之规定。,《中华人民共和国税收征收管理法》第六十四条第二款,中国光大实业（集团）有限责任公司,91110000669900043B,669900043,罚款40800,2020/4/22,2020/5/8,国家税务总局北京市西城区税务局第二税务所,正常
京海税罚2020210,违反税收管理,"纳税人、扣缴义务人编造虚假计税依据，在2017年3月至2020年2月期间存在虚报个人所得税身份信息冒用行为，虚列成本288000元。",《中华人民共和国税收征收管理法》第六十四条第一款,北京平润世纪科技有限公司,91110108330414417U,330414417,罚款15000,2020/4/22,2020/5/12,国家税务总局北京市海淀区税务局,正常
京通四税罚202065,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料增值税附加2014-12-01至2014-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京中通恒达图文制作中心,,,罚款1000,2020/4/14,2020/4/29,国家税务总局北京市通州区税务局第四税务所,注销
京通四税罚202066,违反税收管理,未按规定安装、使用税控装置或者损毁、擅自改动税控装置，丢失税控盘，盘号：928902048095,《中华人民共和国税收征收管理法》第六十条第一款第（五）项,北京恒发广源日杂销售部,,,罚款100,2020/4/14,2020/4/29,国家税务总局北京市通州区税务局第四税务所,注销
京顺一税罚202010,发票违法,丢失北京增值说普通发票6份，发票代码为011001800204；丢失发票号码为81876850——81876855。,《中华人民共和国发票管理办法》第三十六条第二款,北京伟浩麻辣烫店,92110113MA00E7X61B,,罚款180,2020/4/15,2020/4/30,国家税务总局北京市顺义区税务局第一税务所（办税服务厅）,正常
京海税罚2020203,发票违法,"丢失空白北京市商业企业专用发票350份，发票代码：111000421011，发票号码：19530376-19530725；丢失空白北京市商业企业专用发票350份，发票代码：111000421011，发票号码：30647876-30648225；丢失空白北京市商业企业专用发票350份，发票代码：111000421011，发票号码：41971501-41971850；丢失空白北京市商业企业专用发票350份，发票代码：111000521011，发票号码：06459576-06459925；丢失空白北京市商业企业专用发票225份，发票代码：111000421323，发票号码：06687951-06688175；丢失空白北京市商业企业专用发票350份，发票代码：111000521011，发票号码：35826301-35826650；丢失空白北京市商业企业专用发票250份，发票代码：111000321323，发票号码：05829051-05829300；丢失空白北京市商业企业专用发票250份，发票代码：111000321324，发票号码：06157801-06158050；丢失空白北京市商业企业专用发票250份，发票代码：111000321324，发票号码：06781301-06781550；丢失空白北京市商业企业专用发票250份，发票代码：111000321325，发票号码：07722251-07722500；丢失空白北京市商业企业专用发票250份，发票代码：111000321326，发票号码：00296026-00296275；丢失空白北京市商业企业专用发票250份，发票代码：111000421321，发票号码：01455151-01455400；丢失空白北京市商业企业专用发票250份，发票代码：111000421321，发票号码：05807851-05808100；丢失空白北京市商业企业专用发票350份，发票代码：111000421323，发票号码：01711701-01712050。",《中华人民共和国发票管理办法》第三十六条第二款,北京交大辐轮商贸有限公司,,723955652,罚款30000,2020/4/21,2020/5/12,国家税务总局北京市海淀区税务局,注销
京通四税罚202067,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京彩墨点点图文制作中心,92110112L33897590B,L33897590,罚款200,2020/4/14,2020/4/29,国家税务总局北京市通州区税务局第四税务所,正常
京昌一税罚202012,发票违法,你单位于2018年11月因保管不善遗失北京增值税普通发票81份，发票代码011001800104，发票号码81177983-81178050发票代码011001800104，发票号码89263886-89263898违反了《中华人民共和国发票管理办法》第二十九条之规定,，根据《中华人民共和国发票管理办法》第三十五条第（九）项，违反本办法的规定，有下列情形之一的，由税务机关责令改正，可以处1万元以下的罚款；有违法所得的予以没收（九）未按照规定存放和保管发票的。,北京诚得信会计师事务所（普通合伙）,911101086337335541,633733554,罚款1620,2020/4/14,2020/4/29,国家税务总局北京市昌平区税务局第一税务所（办税服务厅）,正常
京海八税罚202045,违反税收管理,2011年11月增值税未按照规定期限办理纳税申报和报送纳税资料,《中华人民共和国税收征收管理法》第六十二条，纳税人未按照规定的期限办理纳税申报和报送纳税资料的，或者扣缴义务人未按照规定的期限向税务机关报送代扣代缴、代收代缴税款报告表和有关资料的，由税务机关责令限期改正，可以处二千元以下的罚款；情节严重的，可以处二千元以上一万元以下的罚款,北京艾丝秀美容美发中心,92110108L27457257G,L27457257,罚款1000,2020/4/14,2020/4/29,国家税务总局北京市海淀区税务局第八税务所,正常
京海税罚2020204,违反税收管理,该企业在2017年10月至2018年1月份期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本16000元,《中华人民共和国税收征收管理法》第六十四条第一款,北京锐华信科技有限公司,91110108MA00100E76,MA00100E7,罚款5000,2020/4/22,2020/5/7,国家税务总局北京市海淀区税务局,正常
京开税罚20201,发票违法,丢失增值税专用发票1份，发票代码：1100194130，发票号码：06138930；增值税普通发票49份，发票代码：011001800304，发票号码：64610159-64610207；,《中华人民共和国发票管理办法》第三十六条第二款,北京超越珍爱服装服饰有限公司,91110112MA01N8ET17,MA01N8ET1,罚款2850,2020/4/17,2020/5/7,国家税务总局北京经济技术开发区税务局第一税务所（办税服务厅）,正常
京海四税罚202013,违反税收管理,该企业在2019年1月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本5000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京国今环能科技发展有限公司,91110108330309537D,330309537,罚款2000,2020/4/15,2020/4/30,国家税务总局北京市海淀区税务局,正常
京西税罚202026,发票违法,该单位2020年4月丢失通用机打平推式发票（二联无金额限制版·190mm×101.6mm）全部联次50份，发票代码111001171011，发票号码13685651-13685700。详见《发票挂失/损毁报告表》及情况说明，涉嫌违反《中华人民共和国发票管理办法》第二十九条。,《中华人民共和国发票管理办法》第三十六条第二款,北京三秦华宝文化发展中心,,558527741,罚款2500,2020/5/6,2020/5/22,国家税务总局北京市西城区税务局,注销
京开一税罚20209,发票违法,丢失增值税专用发票3份，发票代码：1100182130，发票号码：15734974-15734976；,《中华人民共和国发票管理办法》第三十六条第二款,望海康信（北京）科技股份公司,91110302750103981B,750103981,罚款1200,2020/4/15,2020/4/30,国家税务总局北京经济技术开发区税务局第一税务所（办税服务厅）,正常
京海税罚2020233,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019年3月至2020年2月期间存在个人所得税身份信息冒用行为，虚列成本59200元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京益大伟豪广告有限公司,91110108064923824L,064923824,罚款5000,2020/4/28,2020/5/13,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京海税罚2020217,违反税收管理,"该企业在2017年11月所属期,2018年1月、2月、4月-11月所属期，2019年1月-12月所属期，2020年1月-3月所属期，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本84400元",《中华人民共和国税收征收管理法》第六十四条第一款,北京医研生统科技有限公司,91110108MA006DGA9P,MA006DGA9,罚款5000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京海税罚2020225,违反税收管理,该企业在2019年2月-12期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本12800元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京交创科技有限公司,911101087899946702,789994670,罚款6000,2020/4/26,2020/5/11,国家税务总局北京市海淀区税务局,正常
京开税罚20202,发票违法,丢失增值税普通发票316份，发票代码：1100174320，发票号码：87982080-87982395；,《中华人民共和国发票管理办法》第三十六条第二款,北京尚鼎轩餐饮有限公司,91110302MA0075YT2K,MA0075YT2,罚款15800,2020/4/22,2020/5/8,国家税务总局北京经济技术开发区税务局第一税务所（办税服务厅）,注销
京通一税罚20207,发票违法,未按规定保存、报送开具发票的数据,中华人民共和国发票管理办法第三十五条,北京禾众佳创科技有限责任公司,91110112MA006C1D5T,MA006C1D5,罚款2000,2020/4/16,2020/5/6,国家税务总局北京市通州区税务局第一税务所（办税服务厅）,正常
京朝税罚202044,发票违法,你单位2020年4月1日，声明遗失《增值税专用发票（中文三联无金额限制版）》30份，发票代码：1100194130，发票号码:19314311-19314340；遗失《2016版增值税普通发票（二联折叠票）》25份，发票代码：011001800304，发票号码：25346001-25346025；遗失《2008版增值税普通发票（二联无金额限制版）》25份，发票代码：1100174320，发票号码：77602396-77602420。,《中华人民共和国发票管理办法》第三十六条第二款,北京安锐盛世汽车用品有限公司,91110106062843978F,062843978,罚款13000,2020/4/28,2020/5/15,国家税务总局北京市朝阳区税务局第四税务所（办税服务厅）,正常
京海税罚2020228,违反税收管理,该企业在2019年1-12月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚假计税依据58000元,《中华人民共和国税收征收管理法》第六十四条第一款,国科睿智（北京）咨询有限公司,91110108MA0191683D,MA0191683,罚款5000,2020/4/28,2020/5/14,国家税务总局北京市海淀区税务局,注销
京朝六税罚20202,发票违法,丢失发票，未按照规定存放和保管发票，丢失发票。该单位于2018年10月19日，在北京市朝阳区来广营乡新生村，丢失北京市通用手工发票（三联百元版·190mm发票代码111001275011，发票号码：03600151-03600200，共计50张。涉嫌违反了《中华人民共和国发票管理办法》第二十九条之规定。,《中华人民共和国发票管理办法》第三十六条第二款,北京圣比龙通讯器材经营部,92110105L113447769,,罚款1000,2020/4/16,2020/5/6,国家税务总局北京市朝阳区税务局第六税务所,注销
京通四税罚202068,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，增值税2019-10-01至2019-12-31逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京市同全福副食店,92110112L447801522,,罚款200,2020/4/16,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020206,发票违法,"丢失空白增值税专用发票18份，发票代码为1100153130，发票号码为11428758-11428775；丢失空白增值税普通发票25份，发票代码为1100164320，发票号码为44242201-44242225。",《中华人民共和国发票管理办法》第三十六条第二款,北京雅得世纪文化艺术发展有限公司,91110108306578390M,306578390,罚款7700,2020/4/22,2020/5/12,国家税务总局北京市海淀区税务局,正常
京朝税罚202040,发票违法,该纳税人丢失增值税专用发票（中文三联无金额限制版） 30份，发票代码：1100182130，发票号码：21336621-21336650。丢失2016版增值税普通发票（二联折叠式）24份，发票代码：1100174320，发票号码：11053427-11053450。,《中华人民共和国发票管理办法》第三十六条第二款,北京诺萱咨询服务有限公司,911101053483073291,348307329,罚款12480,2020/4/21,2020/5/6,国家税务总局北京市朝阳区税务局第一税务所（办税服务厅）,正常
京海税罚2020223,发票违法,丢通用定额发票300份，壹佰元250份（07124751-07125000）、伍拾元50份（01885251-01885300）,《中华人民共和国发票管理办法》第三十六条第二款，丢失发票或者擅自损毁发票的，由税务机关责令改正，可以处1万元以下的罚款；情节严重的，处1万元以上3万元以下的罚款；有违法所得的予以没收,北京水乡情淮健身中心,,,罚款27500,2020/4/26,2020/5/12,国家税务总局北京市海淀区税务局第八税务所,注销
京朝三税罚20209,发票违法,"2015年9月10日声明丢失北京增值税专用发票4份,发票代码：1100134140,发票号码：04501076-04501079								",《中华人民共和国发票管理办法》第三十六条第二款,北京龙汇鑫科技有限公司,911101055568387657,556838765,罚款1600,2020/4/17,2020/5/6,国家税务总局北京市朝阳区税务局第三税务所（办税服务厅）,正常
京昌一税罚202013,发票违法,你单位于2020年4月4日因保管不善遗失北京增值税普通发票80份，发票代码011001800304，发票号码94848631-94848710。违反了《中华人民共和国发票管理办法》第二十九条之规定,《中华人民共和国发票管理办法》第三十六条之规定“丢失发票或者擅自损毁发票的，依照前款规定处罚。即由税务机关责令改正，可以处1万元以下的罚款；情节严重的，处1万元以上3万元以下的罚款；有违法所得的予以没收。”,北京圆宇泓达商贸有限公司,91110114059220200Y,059220200,罚款1600,2020/4/17,2020/5/6,国家税务总局北京市昌平区税务局第一税务所（办税服务厅）,正常
京海税罚2020218,违反税收管理,经核实，2018年3月至2018年6月所属期间，该公司冒用陈波（身份证号码：500221199306301917等6人身份信息，申报工薪收入个人所得税，共计84000元，属虚假申报，该企业涉嫌编造虚假计税依据。,《中华人民共和国税收征收管理法》第六十四条第一款,北京飞驰君博电气技术有限公司,91110108666255413X,666255413,罚款8000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京海一税罚202014,违反税收管理,"纳税人、扣缴义务人编造虚假计税依据，在2019年3月,2019年12月期间存在个人所得税身份信息冒用行为，虚列成本3885元。",《中华人民共和国税收征收管理法》第六十四条第一款,北京剧合教育科技有限公司,91110108MA01B20X3P,MA01B20X3,罚款1500,2020/4/17,2020/5/6,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京海四税罚202014,违反税收管理,该企业在2016年12月、2017年6月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本8900元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京龙坤子木建筑装饰工程有限公司,91110108700303440Y,700303440,罚款2000,2020/4/17,2020/5/6,国家税务总局北京市海淀区税务局,正常
京海三税罚20209,发票违法,"丢失空白通用机打发票(卷票)100份，发票代码：111001173051，发票号码：10104501-10104600。			",《中华人民共和国发票管理办法》第三十六条第二款,北京辉兰基业商贸中心,,67741802X,罚款2000,2020/4/17,2020/5/6,国家税务总局北京市海淀区税务局,注销
京西一税罚20203,发票违法,该单位2020年3月丢失已空白通用机打普通发票21份，发票代码111001027011，发票号码05581001-05581021。,《中华人民共和国发票管理办法》第三十六条第二款,天裕创业投资有限公司,91110102565780702J,565780702,罚款1050,2020/4/17,2020/5/6,国家税务总局北京市西城区税务局第一税务所（办税服务厅）,正常
京朝三税罚202010,发票违法,"2019年12月2日声明丢失北京增值税专用发票3份,发票代码：1100081140,发票号码：01398745-01398747		",《中华人民共和国发票管理办法》第三十六条第二款,北京盈科创新数码技术有限公司,,769392680,罚款1200,2020/4/17,2020/5/6,国家税务总局北京市朝阳区税务局第三税务所（办税服务厅）,注销
京海税罚2020219,违反税收管理,该企业在2018年12月至2019年11月期间，存在冒用他人个人信息做个税明细申报行为（舒贝），涉及虚列成本60000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京雷风科技有限公司,91110108089605195H,089605195,罚款5000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京海税罚2020212,违反税收管理,该企业在2018年7月-2019年1月期间，存在冒用他人个人信息做个税明细申报行为，涉及虚列成本100000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京熠宸信息科技有限公司,9111010831829079XJ,31829079X,罚款5000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京顺一税罚202011,发票违法,丢失增值税专用发票，发票代码：1100194130，发票号码：00088176、15718244、15718245。,《中华人民共和国发票管理办法》第三十六条第二款,商安普国际景观艺术（北京）有限公司,911101057699083253,769908325,罚款1200,2020/4/17,2020/5/6,国家税务总局北京市顺义区税务局第一税务所（办税服务厅）,正常
京海八税罚202046,违反税收管理,2005年6月增值税未按照规定期限办理纳税申报和报送纳税资料,《中华人民共和国税收征收管理法》第六十二条，纳税人未按照规定的期限办理纳税申报和报送纳税资料的，或者扣缴义务人未按照规定的期限向税务机关报送代扣代缴、代收代缴税款报告表和有关资料的，由税务机关责令限期改正，可以处二千元以下的罚款；情节严重的，可以处二千元以上一万元以下的罚款,北京源盛兴业制冷设备销售部,,,罚款1000,2020/4/17,2020/5/6,国家税务总局北京市海淀区税务局第八税务所,注销
京海税罚2020221,违反税收管理,2017年10月至2018年11月所属期间，该公司冒用朱佳庚（身份证号码：232301199506031129）、韩笑（身份证号码：110222199509195521等 2人身份信息，申报工薪收入个人所得税，共计 65500元，属虚假申报，虚列费用,《中华人民共和国税收征收管理法》第六十四条第一款,北京初心传媒科技有限公司,911101083066342099,306634209,罚款8000,2020/4/26,2020/5/11,国家税务总局北京市海淀区税务局,正常
京平一税罚20204,发票违法,你单位违反《中华人民共和国发票管理办法》第二十九条之规定，于2020年4月丢失“北京增值税普通发票”31份，发票代码为：1100153320，发票号码为：45512683-45512713，向税务机关书面报告。,《中华人民共和国发票管理办法》第三十六条第二款,北京燕兴隆农业有机产品产销有限公司,911101170979483585,097948358,罚款1550,2020/4/20,2020/5/6,国家税务总局北京市平谷区税务局第一税务所（办税服务厅）,注销
京通四税罚202069,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，2018-01-01至2018-06-30所属期间房产税、城镇土地使用税未按期进行申报,《中华人民共和国税收征收管理法》第六十二条,北京市次渠净水服装店,,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020214,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，在2019年1-12月期间存在虚报个人所得税身份信息冒用行为，虚列成本7225元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京水木优才教育咨询有限公司,9111010809755309XH,09755309X,罚款4000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京海税罚2020256,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2016年1月至2018年12月期间存在虚报个人所得税身份信息冒用行为，虚列成本130500元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京爱鑫龙石油科技有限公司,91110108672823501F,672823501,罚款25000,2020/5/7,2020/5/26,国家税务总局北京市海淀区税务局,注销
京通四税罚202070,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，房产税 从价计征 2018-01-01至2018-06-30逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京台湖天意台球厅,,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020215,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，在2017年6月-2018年12月期间存在虚报个人所得税身份信息冒用行为，虚列成本54200元。,《中华人民共和国税收征收管理法》第六十四条第一款,中关村静心安健康管理科技创新发展中心,52110000MJ01619465,MJ0161946,罚款5000,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京通四税罚202072,违反税收管理,"未按照规定期限办理纳税申报和报送纳税资料,2018-01-01至2018-06-30期间房产税、城镇土地使用税未按期进行申报",《中华人民共和国税收征收管理法》第六十二条,北京台湖圣缘洗浴中心,,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京通四税罚202071,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料，房产税 从价计征 2018-01-01至2018-06-30逾期未申报,《中华人民共和国税收征收管理法》第六十二条,北京市次渠水鑫日用百货商店,,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020216,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，在2018年3月至2019年11月期间存在虚报个人所得税身份信息冒用行为，虚列成本71825元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京银泰永辉智能科技有限公司,91110108633699288N,633699288,罚款6143,2020/4/24,2020/5/11,国家税务总局北京市海淀区税务局,正常
京海税罚2020267,违反税收管理,扣缴义务人编造虚假计税依据，在2015年1月至2018年1月期间存在个人所得税身份信息冒用行为，虚列成本126200元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京金田未来体育文化传播有限公司,91110108668441439F,668441439,罚款10000,2020/5/9,2020/6/1,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京海八税罚202047,违反税收管理,2006年6月，未按照规定期限申报办理税务登记,《中华人民共和国税收征收管理法》第六十条第一款第（一）项：未按照规定的期限申报办理税务登记、变更或者注销登记的，由税务机关责令限期改正，可以处二千元以下的罚款；情节严重的，处二千元以上一万元以下的罚款,北京市海淀区苏家坨镇陈灵商店,92110108MA015DG7XA,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市海淀区税务局第八税务所,正常
京海税罚2020227,发票违法,"丢失空白北京市商业企业专用发票75份，发票代码：111000421011，发票号码：06834276-06834350；丢失空白北京市商业企业专用发票75份，发票代码：111000421011，发票号码：10599701-10599775；丢失空白北京市商业企业专用发票75份，发票代码：111000521011，发票号码：12602151-12602225；丢失空白北京市商业企业专用发票50份，发票代码：111000521011，发票号码：20010801-20010850；丢失空白北京市商业企业专用发票75份，发票代码：111000521011，发票号码：22813826-22813900；丢失空白北京市商业企业专用发票100份，发票代码：111000521011，发票号码：58662751-58662850；丢失空白北京市商业企业专用发票75份，发票代码：111000621011，发票号码：30239676-30239750；丢失空白北京市商业企业专用发票75份，发票代码：111000621011，发票号码：35911751-35911825；丢失空白北京市商业企业专用发票100份，发票代码：111000721011，发票号码：09695201-09695300；丢失空白北京市商业企业专用发票50份，发票代码：111000721011，发票号码：14314101-14314150；丢失空白北京市商业企业专用发票50份，发票代码：111000721011，发票号码：18589851-18589900。丢失空白北京市商业企业专用发票50份，发票代码：111000721011，发票号码：21180901-21180950；丢失空白北京市商业企业专用发票50份，发票代码：111000721011，发票号码：24105701-24105750；丢失空白北京市商业企业专用发票75份，发票代码：111000721011，发票号码：29162401-29162475；丢失空白北京市商业企业专用发票50份，发票代码：111000721011，发票号码：47120576-47120625；丢失空白北京市商业企业专用发票250份，发票代码：111000321323，发票号码：03207376-03207376；丢失空白北京市商业企业专用发票250份，发票代码：111000321325，发票号码：08226976-08227025。",《中华人民共和国发票管理办法》第三十六条第二款,北京国遥谱像信息技术有限责任公司,,802103351,罚款30000,2020/4/28,2020/5/14,国家税务总局北京市海淀区税务局,注销
京海税罚2020205,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2018年1月至2020年3月期间存在虚报个人所得税身份信息冒用行为，虚列成本57000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京中昊正宇科技有限公司,91110108MA006UUY04,MA006UUY0,罚款6000,2020/4/22,2020/5/9,国家税务总局北京市海淀区税务局,正常
京海税罚2020231,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2019年3月至2019年4月期间存在个人所得税身份信息冒用行为，虚列成本5000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京动感时空技术服务有限公司,911101077650161942,765016194,罚款5000,2020/4/28,2020/5/14,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京海税罚2020226,发票违法,"丢失空白增值税专用发票25份，发票代码：1100181130，发票号码：10587746-10587770。		",《中华人民共和国发票管理办法》第三十六条第二款,迅捷卓越传动系统科技（北京）有限公司,911101085585613769,558561376,罚款10000,2020/4/28,2020/5/15,国家税务总局北京市海淀区税务局,正常
京通四税罚202073,违反税收管理,"未按照规定期限办理纳税申报和报送纳税资料,城镇土地使用税 城市土地使用税等级6 2018-07-01至2018-12-31逾期未申报",《中华人民共和国税收征收管理法》第六十二条,北京广盛园丰种植基地,92110112L79809883T,,罚款1000,2020/4/20,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京海税罚2020224,违反税收管理,纳税人、扣缴义务人编造虚假计税依据金额，在2018年8月至2019年12月期间存在虚报个人所得税身份信息冒用行为，虚列成本646800元。,《中华人民共和国税收征收管理法》第六十四条第一款,立创达（北京）科技发展有限公司,91110108MA01C8267T,MA01C8267,罚款30000,2020/4/26,2020/5/13,国家税务总局北京市海淀区税务局,正常
京丰新税罚20201,发票违法,丢失北京市商业零售发票（折票）25份，发票代码111001061071，发票号码00022076-00022100；丢失通用机打平推式发票（二联无金额限制版·190mm×101.6mm）30份，发票代码111001171011，发票号码04873501-04873530。,《中华人民共和国发票管理办法》第三十六条第二款之规定：“跨规定的使用区域携带、邮寄、运输空白发票，以及携带、邮寄或者运输空白发票出入境的，由税务机关责令改正，可以处1万元以下的罚款；情节严重的，处1万元以上3万元以下的罚款；有违法所得的予以没收。丢失发票或者擅自损毁发票的，依照前款规定处罚。”,北京盛世远航电子工程技术有限公司,,782511234,罚款1100,2020/4/21,2020/5/6,国家税务总局北京市丰台区税务局新村税务所,注销
京通四税罚202074,违反税收管理,未按照规定期限办理纳税申报和报送纳税资料城镇土地使用税 城市土地使用税等级6   2019-01-01至 2019-06-30逾期未申报 ,《中华人民共和国税收征收管理法》第六十二条,北京市台湖玉荣废品收购站,92110112MA00B2A577,,罚款1000,2020/4/21,2020/5/6,国家税务总局北京市通州区税务局第四税务所,正常
京开税罚20203,发票违法,"丢失增值税专用发票17份，发票代码：1100153130，发票号码：24926379-24926395；增值税普通发票50份，发票代码：1100151320，发票号码：16940276-16940325；",《中华人民共和国发票管理办法》第三十六条第二款,北京融欣科技有限公司,91110302091868445T,091868445,罚款9300,2020/4/24,2020/5/11,国家税务总局北京经济技术开发区税务局第一税务所（办税服务厅）,注销
京东一税罚20204,发票违法,丢失增值税普通发票34张，发票代码：011001800304，发票号码：70412612-70412645 ,《中华人民共和国发票管理办法》第三十六条第二款,北京麒麟旅行社有限公司,911101017817423726,781742372,罚款1700,2020/4/21,2020/5/6,国家税务总局北京市东城区税务局第一税务所（办税服务厅）,正常
京海税罚2020248,违反税收管理,纳税人、扣缴义务人编造虚假计税依据，在2018年7月至2019年2月期间存在个人所得税身份信息冒用行为，虚列成本23800元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京沐恩泽光商贸有限公司,91110108560412898C,560412898,罚款5000,2020/5/7,2020/5/22,国家税务总局北京市海淀区税务局第一税务所（办税服务厅）,正常
京海税罚2020222,违反税收管理,该企业2017年1月-2017年12月，2018年1月-2018年6月存在冒用他人个人信息做个税明细申报行为，2017年涉及虚列成本37015.46元，2018年涉及虚列成本20000元。,《中华人民共和国税收征收管理法》第六十四条第一款,北京市基典恒校准技术研究所有限公司,91110108749359744E,749359744,罚款5000,2020/4/26,2020/5/11,国家税务总局北京市海淀区税务局,正常
