平谷城管执法局检查单公示（2021年第一季度）,,,,,,,,,,,,,,
区,检查单类型,检查时间,检查单号,检查对象类型,检查对象名称,责任主体单位性质,责任主体类别,责任主体名称,统一社会信用代码,检查对象地址,检查分类,检查结论,检查人,被检查人
平谷区,24.疫情防控常态化检查单,2021-06-18 11:03,京平城管024检2021720102,餐饮;小吃快餐店,北京华盛园餐饮有限公司,本单位,,北京华盛园餐饮有限公司,92110117L85151408P,中国北京市平谷区谷丰东路,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-05-18 16:50,京平城管024检2021770058,餐饮;小吃快餐店,北京那家小吃店,本单位,个体工商户,北京那家小吃店,92110117MA016W358J,中国北京市平谷区平谷镇西寺渠东路1号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 16:38,京平城管024检2021770057,餐饮;餐馆,华盛园,本单位,法人,北京华盛园餐饮有限公司,92110117L85151408P,中国北京市平谷区平谷镇西寺渠东路3号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-06-18 11:01,京平城管024检2021720101,餐饮;餐馆,北京长顺园餐饮有限公司,本单位,个体工商户,北京长顺园餐饮有限公司,91110117085530261G,北京市平谷区平谷镇西寺渠东路5号,专项检查,合格,"孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:48,京平城管024检2021720100,餐饮;餐馆,京味道烤鸭店,本单位,法人,万家京味道（北京）餐饮管理有限公司,91110117ma01jrux6p,乐园西小区15排1号,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-05-18 16:18,京平城管024检2021770056,餐饮;餐馆,铁岭人家,本单位,个体工商户,北京长顺园餐饮有限公司,91110117085530261G,北京市平谷区平谷镇西寺渠东路5号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 16:15,京平城管024检2021770055,餐饮;餐馆,万家京味道（北京）餐饮管理有限公司,本单位,法人,万家京味道（北京）餐饮管理有限公司,91110117ma01jrux6p,平谷镇太平街村乐园西小区15排1号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 16:00,京平城管024检2021770054,餐饮;餐馆,北京满福盛餐厅,本单位,法人,北京满福盛餐厅,92110117L77176795N,北京市平谷区西寺渠东路9号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:50,京平城管024检2021770053,餐饮;餐馆,巴乡石锅鱼,本单位,个体工商户,北京渔公移山餐饮服务有限公司,91110117327247611N,北京市平谷区平谷镇西寺渠东路11号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:40,京平城管024检2021770052,餐饮;餐馆,芙蓉小镇,本单位,法人,北京天地一家亲餐饮管理有限公司,91110117327270053K,北京市平谷区平谷镇西寺渠中路48号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:28,京平城管024检2021770051,餐饮;餐馆,北京京平徐记餐饮管理连锁有限公司,本单位,法人,北京京平徐记餐饮管理连锁有限公司,91110117MA00B1T12J,北京市平谷区平谷镇西寺渠中路1号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:37,京平城管024检2021720099,餐饮;餐馆,北京满福盛餐厅,本单位,法人,北京满福盛餐厅,92110117L77176795N,北京市平谷区西寺渠东路9号,专项检查,合格,"孙健健,张阳,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:20,京平城管024检2021770050,餐饮;餐馆,北京绿萝餐饮有限公司,本单位,其他,北京绿萝餐饮有限公司,92110117MA00Y4K789,北京市平谷区平谷镇西寺渠中路48号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:35,京平城管024检2021720098,餐饮;餐馆,渔公移山,本单位,个体工商户,北京渔公移山餐饮服务有限公司,91110117327247611N,中国北京市平谷区新平南路99号,专项检查,合格,"孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:31,京平城管024检2021720097,餐饮;餐馆,北京天地一家亲餐饮管理有限公司,本单位,个体工商户,北京天地一家亲餐饮管理有限公司,91110117327270053K,北京市平谷区平谷镇西寺渠中路48号,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:30,京平城管024检2021770049,餐饮;食堂,北京钰芳欣诚餐饮有限公司,本单位,法人,北京钰芳欣诚餐饮有限公司,91110117MA008HFJ8L,北京市平谷区平谷镇西寺渠中路5号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 15:05,京平城管024检2021770048,餐饮;餐馆,东临砂锅居,使用单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,北京市平谷区西寺渠村中路7号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 14:45,京平城管024检2021770047,餐饮;其他,北京瑞晟源餐饮服务有限公司,本单位,法人,北京瑞晟源餐饮服务有限公司,91110117X00493570T,中国北京市平谷区,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 14:35,京平城管024检2021770046,餐饮;餐馆,北京品皇包子铺,本单位,个体工商户,北京品皇包子铺,9111011732726354XD,北京市平谷区平谷镇西寺渠西路190号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-05-18 14:30,京平城管024检2021770045,餐饮;餐馆,火金龙食府,本单位,法人,北京火金龙餐饮有限公司,91110117MA00H7JJ5R,北京市平谷区平谷镇西寺渠西路192号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-06-16 15:22,京平城管024检2021720096,餐饮;餐馆,东临砂锅居,使用单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,北京市平谷区西寺渠村中路7号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:17,京平城管024检2021720095,餐饮;其他,北京牛小喜烤肉店,本单位,法人,北京赣湘园餐饮管理有限公司,91110112MA00362Q59,北京市平谷区平谷镇乐园西小区11排1号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-13 15:12,京平城管024检2021720094,餐饮;餐馆,火金龙食府,本单位,法人,北京火金龙餐饮有限公司,91110117MA00H7JJ5R,北京市平谷区平谷镇西寺渠西路192号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:07,京平城管024检2021720093,餐饮;餐馆,北京绿萝餐饮有限公司,本单位,法人,北京绿萝餐饮有限公司,92110117MA00Y4K789,中国北京市平谷区,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-05-26 15:03,京平城管024检2021720092,餐饮;餐馆,芙蓉小镇,本单位,个体工商户,北京天地一家亲餐饮管理有限公司,91110117327270053K,中国北京市平谷区新平南路99号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:00,京平城管024检2021720091,餐饮;餐馆,北京钰芳欣诚餐饮有限公司,本单位,法人,北京钰芳欣诚餐饮有限公司,91110117MA008HFJ8L,中国北京市平谷区平谷镇西寺渠中路,专项检查,合格,"孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-05-23 14:58,京平城管024检2021720090,餐饮;餐馆,红双喜,本单位,个体工商户,北京双喜饭庄,92110116MA00M8BX9E,北京市平谷区西寺渠东路9号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-05-18 14:56,京平城管024检2021720089,餐饮;餐馆,铁岭人家,本单位,个体工商户,北京长顺园餐饮有限公司,91110117085530261G,北京市平谷区平谷镇西寺渠东路5号,专项检查,合格,"张海博,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:52,京平城管024检2021720088,餐饮;其他,北京宏晟东临餐饮服务有限公司,本单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,中国北京市平谷区西寺渠西路,专项检查,合格,"孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:48,京平城管024检2021720087,餐饮;餐馆,瑞晟源铁锅炖,本单位,法人,北京瑞晟源餐饮服务有限公司,91110117X00493570T,北京市平谷区平谷镇西寺渠中路9号,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-06-11 14:45,京平城管024检2021720086,餐饮;餐馆,华盛园,本单位,法人,北京华盛园餐饮有限公司,92110117L85151408P,中国北京市平谷区平谷镇西寺渠东路3号,专项检查,合格,"张海博,董洪洁",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:44,京平城管024检2021720085,餐饮;餐馆,火金龙,本单位,个体工商户,北京火金胜龙餐饮服务有限公司,91110117MA00H7JJ5R,北京市平谷区平谷镇西寺渠西路192号,专项检查,合格,"孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:40,京平城管024检2021720084,餐饮;小吃快餐店,北京品皇包子铺,本单位,法人,北京品皇包子铺,9111011732726354XD,中国北京市平谷区西寺渠西路,专项检查,合格,"孙健健,张阳",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:40,京平城管024检2021720083,餐饮;餐馆,北京绿萝餐饮有限公司,本单位,法人,北京绿萝餐饮有限公司,92110117MA00Y4K789,中国北京市平谷区西寺渠西街,专项检查,合格,"张阳,孙健健,李佳怡",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:10,京平城管024检2021720082,餐饮;餐馆,北京天地一家亲餐饮管理有限公司,本单位,个体工商户,北京天地一家亲餐饮管理有限公司,91110117327270053K,北京市平谷区平谷镇西寺渠中路48号,专项检查,合格,"张阳,孙健健",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:20,京平城管024检2021720081,餐饮;餐馆,北京渔公移山餐饮服务有限公司,本单位,个体工商户,北京渔公移山餐饮服务有限公司,91110117327247611N,北京市平谷区平谷镇西寺渠东路11号,专项检查,合格,"张阳,孙健健",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:37,京平城管024检2021720080,餐饮;餐馆,北京满福盛餐厅,本单位,法人,北京满福盛餐厅,92110117L77176795N,北京市平谷区西寺渠东路9号,专项检查,合格,"张阳,孙健健",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:50,京平城管024检2021720079,餐饮;餐馆,北京长顺园餐饮有限公司,本单位,个体工商户,北京长顺园餐饮有限公司,91110117085530261G,北京市平谷区平谷镇西寺渠东路5号,专项检查,合格,"张阳,孙健健",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:07,京平城管024检2021720078,餐饮;餐馆,华盛园,本单位,法人,北京华盛园餐饮有限公司,92110117L85151408P,中国北京市平谷区平谷镇西寺渠东路3号,专项检查,合格,"张阳,孙健健",
平谷区,24.疫情防控常态化检查单,2021-06-18 10:26,京平城管024检2021720077,餐饮;小吃快餐店,北京那家小吃店,本单位,其他,北京那家小吃店,92110117MA016W358J,中国北京市平谷区平谷镇西寺渠东路1号,专项检查,合格,"张阳,孙健健",
平谷区,14.清洁燃料加气站,2021-06-18 09:50,京平城管014检2021010002,交通设施;加油加气站,兴谷路LNG橇装加气站,经营管理单位,法人,中国石化销售有限公司北京石油分公司,911100008011253055,兴谷路66号院,专项检查,不合格,"方志广,孙宇梅",
平谷区,24.疫情防控常态化检查单,2021-06-18 08:50,京平城管024检2021720076,餐饮;餐馆,北京长顺园餐饮有限公司,本单位,个体工商户,北京长顺园餐饮有限公司,91110117085530261G,北京市平谷区平谷镇西寺渠东路5号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-18 08:25,京平城管024检2021720075,餐饮;餐馆,北京满福盛餐厅,本单位,法人,北京满福盛餐厅,92110117L77176795N,北京市平谷区西寺渠东路9号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-18 08:10,京平城管024检2021720074,餐饮;餐馆,渔公移山,本单位,个体工商户,北京渔公移山餐饮服务有限公司,91110117327247611N,中国北京市平谷区新平南路99号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 14:06,京平城管024检2021720073,餐饮;餐馆,北京天地一家亲餐饮管理有限公司,本单位,个体工商户,北京天地一家亲餐饮管理有限公司,91110117327270053K,北京市平谷区平谷镇西寺渠中路48号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 11:34,京平城管024检2021720072,餐饮;餐馆,北京绿萝餐饮有限公司,本单位,法人,北京绿萝餐饮有限公司,92110117MA00Y4K789,中国北京市平谷区,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 10:55,京平城管024检2021720071,餐饮;餐馆,北京钰芳欣诚餐饮有限公司,本单位,法人,北京钰芳欣诚餐饮有限公司,91110117MA008HFJ8L,中国北京市平谷区平谷镇西寺渠中路,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-18 09:47,京平城管024检2021720070,餐饮;其他,北京宏晟东临餐饮服务有限公司,本单位,法人,北京宏晟东临餐饮服务有限公司,92110117L33895042R,中国北京市平谷区西寺渠西路,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 10:16,京平城管024检2021720069,餐饮;餐馆,瑞晟源铁锅炖,本单位,法人,北京瑞晟源餐饮服务有限公司,91110117X00493570T,北京市平谷区平谷镇西寺渠中路9号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 09:53,京平城管024检2021720068,餐饮;餐馆,火金龙,本单位,个体工商户,北京火金胜龙餐饮服务有限公司,91110117MA00H7JJ5R,北京市平谷区平谷镇西寺渠西路192号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 09:40,京平城管024检2021720067,餐饮;小吃快餐店,北京品皇包子铺,本单位,法人,北京品皇包子铺,9111011732726354XD,中国北京市平谷区西寺渠西路,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,102.燃气供应企业（新修订）,2021-06-17 09:23,京平城管102检2021010007,企业;其他,北京蒙京天然气销售有限公司,本单位,法人,北京蒙京天然气销售有限公司,91110117MA005A634U,中国北京市平谷区大华山镇后北宫村,专项检查,合格,"张立国,任春芳",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:23,京平城管024检2021010995,企业;其他,北京蒙京天然气销售有限公司,本单位,法人,北京蒙京天然气销售有限公司,91110117MA005A634U,中国北京市平谷区大华山镇后北宫村,日常检查,合格,"张立国,任春芳",
平谷区,102.燃气供应企业（新修订）,2021-06-16 14:42,京平城管102检2021010006,企业;其他,北京新奥京谷燃气有限公司,本单位,法人,北京新奥京谷燃气有限公司,911101177235655663,中国北京市平谷区兴谷街道,专项检查,合格,"张立国,任春芳",
平谷区,24.疫情防控常态化检查单,2021-06-16 14:42,京平城管024检2021010994,企业;其他,北京新奥京谷燃气有限公司,本单位,法人,北京新奥京谷燃气有限公司,911101177235655663,中国北京市平谷区兴谷街道,日常检查,合格,"张立国,任春芳",
平谷区,102.燃气供应企业（新修订）,2021-06-16 10:02,京平城管102检2021010005,企业;其他,北京燃气平谷公司王辛庄综合服务站,本单位,法人,北京燃气平谷有限公司,911101176923471865,中国北京市平谷区王辛庄镇放光村,专项检查,合格,"张立国,任春芳",
平谷区,24.疫情防控常态化检查单,2021-06-16 10:02,京平城管024检2021010993,企业;其他,北京燃气平谷公司王辛庄综合服务站,本单位,法人,北京燃气平谷有限公司,911101176923471865,中国北京市平谷区王辛庄镇放光村,日常检查,合格,"张立国,任春芳",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:25,京平城管024检2021770044,餐饮;餐馆,水荷塘餐饮管理（北京）有限公司平谷店,本单位,个体工商户,水荷塘餐饮管理（北京）有限公司平谷店,91110117MA002YDE8L,北京市平谷区平谷镇乐园东小区15排1号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 16:14,京平城管024检2021780029,餐饮;餐馆,水荷塘餐饮管理（北京）有限公司平谷店,本单位,个体工商户,水荷塘餐饮管理（北京）有限公司平谷店,91110117MA002YDE8L,北京市平谷区平谷镇乐园东小区15排1号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:13,京平城管024检2021780028,餐饮;餐馆,北京龙泰发餐饮有限公司,本单位,法人,北京龙泰发餐饮有限公司,91110117327218773Q,北京市平谷区乐园东小区18排1号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:23,京平城管024检2021770043,餐饮;餐馆,北京龙泰发餐饮有限公司,本单位,法人,北京龙泰发餐饮有限公司,91110117327218773Q,北京市平谷区乐园东小区18排1号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:18,京平城管024检2021780027,餐饮;餐馆,北京隆鑫优尔聚品火锅有限公司,本单位,法人,北京隆鑫优尔聚品火锅有限公司,92110117MA00XB9P9Y,中国北京市平谷区新平南路239,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:17,京平城管024检2021770042,餐饮;餐馆,北京隆鑫优尔聚品火锅有限公司,本单位,法人,北京隆鑫优尔聚品火锅有限公司,92110117MA00XB9P9Y,中国北京市平谷区新平南路239,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:10,京平城管024检2021780026,餐饮;餐馆,北京鑫宇旺兴餐饮有限公司,本单位,法人,北京鑫宇旺兴餐饮有限公司,911101173583090880,北京市平谷区平谷镇乐园东小区17排1号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:13,京平城管024检2021770041,餐饮;餐馆,北京鑫宇旺兴餐饮有限公司,本单位,法人,北京鑫宇旺兴餐饮有限公司,911101173583090880,北京市平谷区平谷镇乐园东小区17排1号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:18,京平城管024检2021780025,餐饮;餐馆,北京吉嘉乡里乡亲餐饮有限公司,本单位,法人,北京吉嘉乡里乡亲餐饮有限公司,911101173180076759,北京市平谷区乐园东小区16排1号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:09,京平城管024检2021770040,餐饮;餐馆,北京吉嘉乡里乡亲餐饮有限公司,本单位,法人,北京吉嘉乡里乡亲餐饮有限公司,911101173180076759,北京市平谷区乐园东小区16排1号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:10,京平城管024检2021780024,餐饮;其他,北京鸿福食缘饭庄,其他,个体工商户,北京鸿福食缘饭庄,92110117MA014NGW63,中国北京市平谷区,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 11:00,京平城管024检2021770039,餐饮;其他,北京鸿福食缘饭庄,其他,个体工商户,北京鸿福食缘饭庄,92110117MA014NGW63,中国北京市平谷区,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:51,京平城管024检2021770038,餐饮;其他,北京牛小喜烤肉店,本单位,法人,北京赣湘园餐饮管理有限公司,91110112MA00362Q59,北京市平谷区平谷镇乐园西小区11排1号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:04,京平城管024检2021780023,餐饮;其他,北京牛小喜烤肉店,本单位,法人,北京赣湘园餐饮管理有限公司,91110112MA00362Q59,北京市平谷区平谷镇乐园西小区11排1号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:41,京平城管024检2021770037,生活服务;物流公司,北京老家聚餐饮有限公司,本单位,法人,北京老家聚餐饮有限公司,91110117MA0023Y45E,北京市平谷区谷丰东路4号北90米,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:12,京平城管024检2021780022,生活服务;物流公司,北京老家聚餐饮有限公司,本单位,法人,北京老家聚餐饮有限公司,91110117MA0023Y45E,北京市平谷区谷丰东路4号北90米,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:42,京平城管024检2021780021,餐饮;小吃快餐店,乐口顺饺子馆,经营管理单位,个体工商户,北京乐口顺饺子馆,110117604104089,平谷区谷丰东路3号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:31,京平城管024检2021770036,餐饮;小吃快餐店,乐口顺饺子馆,经营管理单位,个体工商户,北京乐口顺饺子馆,110117604104089,平谷区谷丰东路3号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:59,京平城管024检2021780020,餐饮;其他,北京佰源东临餐饮服务有限公司,本单位,法人,北京佰源东临餐饮服务有限公司,92110117MA014GYC8W,中国北京市平谷区平谷南街39号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:22,京平城管024检2021770035,餐饮;其他,北京佰源东临餐饮服务有限公司,本单位,法人,北京佰源东临餐饮服务有限公司,92110117MA014GYC8W,中国北京市平谷区平谷南街39号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 08:56,京平城管024检2021780019,餐饮;其他,北京福顺乐餐饮连锁有限公司,本单位,法人,北京福顺乐餐饮连锁有限公司,91110117MA01UKRE2T,中国北京市平谷区平谷南街39号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:10,京平城管024检2021770034,餐饮;其他,北京福顺乐餐饮连锁有限公司,本单位,法人,北京福顺乐餐饮连锁有限公司,91110117MA01UKRE2T,中国北京市平谷区平谷南街39号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 10:00,京平城管024检2021780018,餐饮;餐馆,北京祥和谷餐饮有限公司,本单位,法人,北京祥和谷餐饮有限公司,9111011734830948XM,中国北京市平谷区兴谷街道,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:43,京平城管024检2021770033,餐饮;餐馆,北京祥和谷餐饮有限公司,本单位,法人,北京祥和谷餐饮有限公司,9111011734830948XM,中国北京市平谷区平谷南街38号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:52,京平城管024检2021780017,餐饮;餐馆,大红果,本单位,法人,北京市平顺大红果餐饮有限公司,91110117777076899M,北京市平谷区平谷镇谷丰路15号,专项检查,合格,"龚烨,高宁",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:30,京平城管024检2021770032,餐饮;餐馆,大红果,本单位,法人,北京市平顺大红果餐饮有限公司,91110117777076899M,北京市平谷区平谷镇谷丰路15号,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-15 09:53,京平城管024检2021770031,餐饮;餐馆,北京蜀香印象餐饮管理有限公司,本单位,法人,北京蜀香印象餐饮管理有限公司,91110117327147207Y,中国北京市平谷区,日常检查,合格,"张静,崔苹",
平谷区,24.疫情防控常态化检查单,2021-06-16 14:13,京平城管024检2021720066,餐饮;餐馆,天赐运烤吧,本单位,个体工商户,北京天赐君运小吃店,92110117MA00JAX757,北京市平谷区平谷镇乐园西小区敬老院底商楼2号,专项检查,合格,"李佳怡,董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-17 14:10,京平城管024检2021720065,餐饮;小吃快餐店,乐口顺饺子馆,本单位,个体工商户,北京乐口顺饺子馆,110117604104089,平谷区谷丰东路3号,专项检查,合格,"李佳怡,张海博,董洪洁",
平谷区,24.疫情防控常态化检查单,2021-06-17 10:20,京平城管024检2021760184,餐饮;其他,北京鸿福食缘饭庄,本单位,个体工商户,北京鸿福食缘饭庄,92110117MA014NGW63,中国北京市平谷区,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 10:15,京平城管024检2021760183,餐饮;其他,北京牛小喜烤肉店,本单位,法人,北京赣湘园餐饮管理有限公司,91110112MA00362Q59,北京市平谷区平谷镇乐园西小区11排1号,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 10:05,京平城管024检2021760182,餐饮;小吃快餐店,乐口顺饺子馆,本单位,个体工商户,北京乐口顺饺子馆,110117604104089,平谷区谷丰东路3号,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:50,京平城管024检2021760181,餐饮;其他,北京佰源东临餐饮服务有限公司,本单位,法人,北京佰源东临餐饮服务有限公司,92110117MA014GYC8W,中国北京市平谷区平谷南街39号,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:40,京平城管024检2021760180,餐饮;餐馆,韩风源,本单位,法人,北京福顺乐餐饮连锁有限公司,91110117MA01UKRE2T,北京市平谷区平谷镇平谷南街29号3幢1层,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:25,京平城管024检2021760179,餐饮;餐馆,北京蜀湘印象餐饮管理有限公司,本单位,法人,北京蜀香印象餐饮管理有限公司,91110117327147207Y,北京市平谷区平谷镇平谷南街29号5幢一层,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:15,京平城管024检2021760178,餐饮;餐馆,北京祥和谷餐饮有限公司,本单位,,北京祥和谷餐饮有限公司,9111011734830948XM,中国北京市平谷区平谷南街38号,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-17 09:00,京平城管024检2021760177,餐饮;餐馆,北京市平顺大红果餐饮有限公司,本单位,法人,北京市平顺大红果餐饮有限公司,91110117777076899M,中国北京市平谷区兴谷街道,日常检查,合格,"刘阳,刘晓波",
平谷区,24.疫情防控常态化检查单,2021-06-16 09:36,京平城管024检2021720064,餐饮;其他,北京牛小喜烤肉店,本单位,其他,北京赣湘园餐饮管理有限公司,91110112MA00362Q59,北京市平谷区平谷镇乐园西小区11排1号,专项检查,合格,"李佳怡,张海博,董洪洁",
平谷区,24.疫情防控常态化检查单,2021-06-16 09:30,京平城管024检2021000001,餐饮;餐馆,西域美食（上纸寨）,本单位,法人,北京马洒利餐饮有限公司,92110117L794267273,北京市平谷区上纸寨北街临62号,日常检查,合格,"刘子堃,张晓梅",
平谷区,24.疫情防控常态化检查单,2021-06-16 11:33,京平城管024检2021720063,餐饮;餐馆,天赐运烤吧,本单位,个体工商户,北京天赐君运小吃店,92110117MA00JAX757,北京市平谷区平谷镇乐园西小区敬老院底商楼2号,专项检查,合格,"董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 11:28,京平城管024检2021720062,餐饮;小吃快餐店,乐口顺饺子馆,经营管理单位,个体工商户,北京乐口顺饺子馆,110117604104089,平谷区谷丰东路3号,专项检查,合格,"董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 11:26,京平城管024检2021720061,餐饮;餐馆,饼中王老菜馆,本单位,个体工商户,北京鸿福食缘饭庄,92110117MA014NGW63,乐园西小区12排1号,专项检查,合格,"董洪洁,张海博",
平谷区,24.疫情防控常态化检查单,2021-06-16 11:24,京平城管024检2021720060,餐饮;餐馆,北京隆鑫优尔聚品火锅有限公司,本单位,法人,北京隆鑫优尔聚品火锅有限公司,92110117MA00XB9P9Y,中国北京市平谷区新平南路239,专项检查,合格,"董洪洁,张海博",
