企业名称,统一社会信用代码,核准日期
北京中睿铭远科技有限公司,91110118MACJ8T7X3B,2023-05-10
礼都（北京）传媒有限公司,91110118MACJTMJ3XN,2023-05-11
北京冠星餐饮管理有限公司,91110118MACGQD860Q,2023-04-26
北京创伟嘉都建设工程有限公司,91110118MACGG2K70T,2023-05-11
北京宾菲伟业国际贸易有限公司,91110118MACFN6BN2U,2023-05-05
北京文博雨洋商贸有限公司,91110118MACJTK9U17,2023-05-11
北京暖禾建设工程有限公司,91110118MACHDDK40J,2023-04-26
北京绿农种植专业合作社,93110118MACFN81Q93,2023-05-05
北京乡慧谷民宿服务有限公司,91110118MACHQACF2U,2023-05-11
北京匠途建筑工程有限公司,91110118MACGDP7909,2023-04-21
北京创鑫恒业门窗有限公司,91110118MACGDPPP65,2023-04-26
北京古韵芳华酒店管理有限公司,91110118MACER67N8C,2023-04-21
北京中泰华锋科技有限公司,91110118MACHM6P42T,2023-05-10
北京因湃克特科技有限公司,91110118MACGAW902E,2023-05-10
北京锦绣卉美花卉有限公司,91110400MACHPM4225,2023-05-30
北京颖德健康科技有限责任公司,91110118MACATWT83N,2023-03-13
北京精匠源科技有限公司,91110118MACEMTMK4X,2023-04-08
北京鑫阳华瑞科技有限公司,91110118MACEMTNG8W,2023-04-08
北京北洛商贸有限公司,91110118MACEX4HN9Q,2023-04-11
北京艺点画文化传播有限公司,91110118MACDPANK4W,2023-04-11
北京谦森合科技有限公司,91110118MACEMTPF2Y,2023-04-08
北京垒硕科技有限公司,91110118MACEMTQ49Y,2023-04-08
北京佳高升科技有限公司,91110118MACEMTQU1X,2023-04-08
北京力凯商贸有限公司,91110105MACEBKP99K,2023-10-07
北京中物数联科技有限公司,91110108MACECLKU7K,2023-06-02
京诚名秀（北京）装饰材料有限公司,91110118MACE66UCXH,2023-04-03
北京卓品空间家居有限公司,91110118MACF7LBAX4,2023-04-11
北京天佑瑞飞科贸有限公司,91110118MACF1YL63C,2023-04-10
北京韩睿商贸有限公司,91110118MACDP9KJ4K,2023-04-11
北京长之城花海小镇旅游有限公司,91110118MACF1A2H7D,2023-06-20
北京新瑞明创科技有限公司,91110118MACFBTWA7T,2023-04-12
北京中晟创兴建设有限公司,91110118MACEYY5B14,2023-04-08
北京卓曦志芯科技有限公司,91110118MACDMRE70K,2023-04-11
北京启运和建工程管理有限公司,91110111MACEL8KH4H,2023-07-13
北京顺新佳信息技术有限公司,91110118MACF28FA2R,2023-04-10
北京新里宇萌农产品专业合作社,93110118MACF7C4762,2023-05-25
北京众成永安信息科技有限公司,91110118MACFY4TDXT,2023-04-11
北京明喆文化传媒有限公司,91110105MACF7P3H7L,2023-09-20
北京知木家商贸有限公司,91110118MACEL7N01M,2023-04-12
北京原翔科技有限公司,91110118MACDTAM14U,2023-04-12
中昱恒（北京）科技有限公司,91110118MACCC70UX8,2023-03-13
北京汇居保洁有限公司,91110118MACDMGBN27,2023-04-11
珺同（北京）科技有限公司,91110118MACDMR6C0B,2023-04-11
北京富翔农业专业合作社,93110118MACDNEPDXQ,2023-04-03
北京中宾科技有限公司,91110118MACCM0E76Y,2023-04-03
北京信骋建筑工程有限公司,91110114MACFYH979A,2023-06-13
北京芸艺博雅文化传媒有限公司,91110118MACF1YY58K,2023-11-07
北京中企信邦建筑装饰工程有限公司,91110118MACENG0A2N,2023-04-10
京都尚品（北京）商贸有限公司,91110118MACA6EY804,2023-03-20
北京聪文汇彰商贸有限公司,91110118MACAE4EQ75,2023-03-01
北京雨禾民宿有限公司,91110118MACATR8R16,2023-03-13
北京懂家家政服务有限公司,91110111MACED6JH9N,2023-07-18
北京玖瑞富通信息技术有限公司,91110118MACE4KEN56,2023-03-27
北京碧白科技有限公司,91110118MACFY4XRX8,2023-04-11
北京兰冯商贸有限公司,91110118MACF7KW763,2023-04-11
东海新材（北京）建材经贸有限公司,91110118MACEX6GG0F,2023-04-11
北京第壹印象服装有限公司,91110118MACFBUNT8K,2023-06-26
北京鑫维佳商贸有限公司,91110118MACFBYHW5M,2023-04-12
北京雪然科技有限公司,91110118MAC9RQ9W4N,2023-03-02
北京吉韵嘉和科技发展有限公司,91110118MACA1J355D,2023-04-24
北京四季京旅文化旅游服务有限公司,91110118MACDER9K1G,2023-10-23
北京虎虎生威广告有限公司,91110118MACDKB923N,2023-03-27
北京亚腾典家装装饰有限公司,91110118MACDLH6930,2023-03-29
北京众星博瑞科技有限公司,91110118MACF1F7Q62,2023-04-12
国文优（北京）科技有限公司,91110118MAC995GG2N,2023-03-07
北京煜书无忧科技服务有限公司,91110118MACATUH30X,2023-03-13
北京中放科技有限公司,91110118MACCLYM239,2023-04-03
北京龙腾智云咨询服务有限公司,91110118MACF1ERB8R,2023-04-12
熠桐寻找（北京）运动科技有限公司,91110118MACDTFMK3F,2023-04-12
北京悦铭泉建筑有限公司,91110117MACDEQ4T0J,2023-08-02
北京仁安出行科技有限公司,91110114MAC94G0P7H,2023-09-14
北京壹弘致远科技有限公司,91110118MACA8JM899,2023-02-28
中青圣（北京）科技有限公司,91110118MACB59EU53,2023-03-07
五十八号唐卡（北京）文化传播有限公司,91110118MACB7D1D57,2023-05-25
中毓青（北京）科技有限公司,91110118MACB7CNW80,2023-03-13
北京笠泽文化传媒有限公司,91110118MACDTF3B9K,2023-04-12
北京创和宏代理记帐有限公司,91110118MACFBYTXX4,2023-04-12
北京蜂盛密农蜂产品专业合作社,93110118MACF7C3R3M,2023-04-11
北京氿仙酒业有限公司,91110118MACF3JJA3X,2023-04-12
北京中宸润物商务有限公司,91110118MACDP0CK75,2023-04-11
北京兴彤医疗科技有限公司,91110106MACF2A6E30,2023-04-26
北京金色时光盛景房地产经纪有限公司新景分公司,91110118MACBGNMN7Y,2023-03-14
北京医佳芙科技有限公司,91110118MACEJ70D0K,2023-04-12
万通康健（北京）药业有限公司,91110118MACF1XTH1C,2023-05-17
北京飞宏伟业建筑有限公司,91110118MACDB61X33,2023-10-13
万品国际工程设计有限公司北京分公司,91110118MACBU3FG7J,2023-03-24
北京玖捌叁体育文化发展有限公司,91110118MACEL8B084,2023-04-12
北京沙砾科技有限公司,91110118MAC9RQK107,2023-04-25
北京义松戎通科技有限公司,91110118MACA33KW1N,2023-03-01
北京长易汽车销售有限公司,91110118MACD5H0P9T,2023-03-24
北京浴阳家庭农场,91110118MAC94G9T7H,2023-03-02
北京金海新能环保实业有限公司,91110118MACDJNT444,2023-03-27
北京点控致远体育发展有限公司,91110118MACBW0T83E,2023-03-27
北京鑫霏农业科技有限公司,91110118MACFBUUL7N,2023-04-12
北京锐克曼德人力资源服务管理有限公司,91110118MACDTBUH95,2023-04-12
北京誉园建筑工程有限公司,91110118MACDTDLE23,2023-11-08
北京京申润达科技有限公司,91110118MACFY67X90,2023-04-11
华镁（北京）生物科技有限公司,91110118MACEX7EP4Y,2023-09-27
北京扬尚启航科技有限公司,91110118MACEC4PQX7,2023-04-10
北京泰瑞宝商贸有限公司,91110118MACA1JMT20,2023-03-07
北京慧拓思网络科技有限公司,91110118MACDKA39X5,2023-03-27
北京海可德影视传媒有限公司,91110118MACDKBNE0K,2023-03-31
中京建业（北京）信用管理有限公司,91110118MACDTC079Q,2023-10-07
北京宏城金属制品有限公司,91110118MACF1DGD1U,2023-04-12
北京斯舜荣物业管理有限公司,91110109MACF1Y828J,2023-04-12
北京中恒曙光科技有限公司,91110118MACF7NWX7J,2023-04-11
北京佳歆房地产经纪有限公司,91110118MACE1TNF5P,2023-04-17
北京翔途商贸有限公司,91110118MACF6QKM3H,2023-04-13
北京千达工程有限公司,91110118MACGCWTF31,2023-08-09
北京屿菲文化传媒有限公司,91110118MACFMHP16E,2023-04-14
北京鸿诚嘉业科技有限公司,91110118MACGD1306W,2023-04-14
北京永久国际旅行社有限公司,91110118MACFEKR05X,2023-04-17
中昌盈盛（北京）建设工程有限公司第一分公司,91110118MACC0XE41B,2023-03-21
康虎（北京）健康咨询服务有限公司,91110118MACCL9R35F,2023-07-31
北京杰诺麦途商贸有限公司,91110118MACGD3UX38,2023-04-14
中青旅新域（北京）旅游有限公司密云鼓楼南大街门市部,91110118MACD4G188Y,2023-03-21
北京密鑫农业发展有限公司第九十三分公司,91110118MACCQMA99J,2023-03-21
北京节来建设有限公司,91110118MACFME3268,2023-04-14
北京彦祖商贸有限公司,91110118MACE83UB4W,2023-04-14
北京容万祥科技有限公司,91110118MACFBC11X7,2023-04-14
东方绿洲（北京）企业管理发展有限公司,91110118MACFTXH25P,2023-09-28
北京冬芳商贸有限公司,91110118MACEG7A28A,2023-04-18
北京清澜沐酒店管理有限公司,91110112MACFTWQA5R,2023-04-20
卓帆项目管理（北京）有限公司,91110118MACAG3H44G,2023-03-16
北京幼狮置业有限公司,91110118MACATPE036,2023-03-13
北京锐哲雅正知识产权有限公司,91110118MAC9YGXH5W,2023-03-13
北京冠程金旭体育科技有限公司,91110118MACE7YMG38,2023-04-14
华温（北京）科技有限公司,91110118MACCNEHNXK,2023-03-16
北京实秀科技服务有限公司,91110118MACBKGEJ6U,2023-03-17
北京阔华建筑工程有限公司,91110118MACCFXXQ4J,2023-03-20
北京宝晟鸿财商贸有限公司,91110118MACCQKTU68,2023-03-21
北京久荷科技有限公司,91110118MACD9YU54Y,2023-03-25
北京绿能海辰新能源有限公司,91110118MACFUKMY97,2023-04-18
北京卡途智能科技有限公司,91110118MACEGW5AXY,2023-04-18
北京璟鑫建设工程有限公司,91110118MACD9YUE8L,2023-03-25
北京禾宥也餐饮管理有限公司,91110112MACFH3Q41W,2023-04-17
北京弘途万鑫科技有限公司,91110118MACGCYLA7L,2023-04-14
北京横昌贸易有限公司,91110118MACFMGT00L,2023-04-14
北京轩盛兴科技有限公司,91110118MACE7YRR5E,2023-04-14
华夏启信控股集团有限公司,91110118MACADCQP1C,2023-10-17
北京科宇餐饮有限公司,91110118MACCQHUL0M,2023-03-21
北京优瞳视光科技有限公司,91110118MACD4HM68M,2023-06-19
北京知天予仁工程设计有限公司,91110118MACBUGCY08,2023-11-03
北京唐厨餐饮管理有限公司,91110118MACE1U199X,2023-04-13
北京平川建筑工程有限公司,91110118MACG9THJ5H,2023-04-17
未来绿景（北京）科技有限公司,91110118MACG32UQ91,2023-04-17
亿众福源（北京）商贸有限责任公司,91110118MACAG2NQXP,2023-06-21
北京前方财税管理有限公司,91110118MACAY10G7K,2023-03-14
北京红基民达建筑工程有限公司,91110118MACD9YW9X6,2023-07-28
中冠通（北京）商贸有限公司,91110118MACFLU3Q0J,2023-04-14
北京恒宇霖科技有限公司,91110118MACFBERN0R,2023-04-14
北京捷晟商贸有限公司,91110118MACEBNN271,2023-04-17
北京霁枫科技有限公司,91110118MACFTUMG38,2023-04-18
北京双跃建设工程有限公司,91110118MACF6NU5XG,2023-04-13
北京广信国际旅行社有限公司密云分公司,91110118MACFH3QD59,2023-04-13
北京北检恒鑫检测技术有限公司,91110118MACFBFE53A,2023-04-14
北京天脉涌动科技有限公司,91110118MACG2J348W,2023-07-04
北京筑尔顿餐饮管理有限公司,91110109MACG9TMM1X,2023-04-19
北京溢民商贸有限公司,91110118MACG2L3M04,2023-04-17
北京康视积目视光科技有限公司,91110118MACG9DBR95,2023-04-17
北京智祁农业种植专业合作社,93110118MACCQM2F7Y,2023-03-21
北京国润祥程医疗科技有限公司,91110118MACF6PFJ4K,2023-07-18
北京鸿剑山装饰有限公司,91110118MACFB88G6A,2023-08-28
北京心彼格宠物诊所有限公司,91110118MACFML2H1X,2023-04-14
北京韵奕建筑工程有限公司,91110118MACG6QUR98,2023-04-18
北京金鑫通达电梯科技有限公司,91110118MACFJKFR74,2023-04-18
北京桃花朵朵科技有限公司,91110118MACE8L491R,2023-08-03
北京丘森园餐饮有限公司,91110118MACEGU043L,2023-09-06
北京君博京金股权投资基金合伙企业（有限合伙）,91110118MACG9EH17F,2023-09-26
北京轩薇商贸有限公司,91110118MACG6XM22W,2023-04-18
财记张生（北京）实业有限公司,91110118MACBQ2RT51,2023-03-16
北京圣泓环保工程有限公司,91110118MACA162M28,2023-04-21
北京长怡阁花千谷农宅专业合作社,93110118MACD4GMB67,2023-03-21
北京恒昌兴荣科技有限公司,91110118MACC119U01,2023-03-21
北京环烁商贸有限公司,91110118MACFLUJK3U,2023-04-14
北京都斯商贸有限公司,91110118MACE8J8N6Y,2023-04-17
北京尊享启慧科技有限公司,91110118MACE8JN899,2023-07-04
北京伯杰生物科技有限公司,91110118MACFUN6C5Q,2023-04-18
国弘（北京）能源有限公司,91110118MACFTU6C9H,2023-04-18
北京御铭鼎泰科技有限公司,91110118MACE8LK50P,2023-08-18
北京红昌岁旺商贸有限公司,91110118MACAMXPC5G,2023-03-08
北京锦兴弘昌科技有限公司,91110118MACEA1R94G,2023-07-26
北京顺鑫利佳建筑工程有限公司,91110118MACF6NQN1A,2023-04-13
北京赫明商贸有限公司,91110118MACGCA8QXJ,2023-04-14
北京密林王国文化旅游有限公司,91110118MACFMFLL9U,2023-06-25
北京上泉健康管理发展有限公司,91110118MACE8JRM9P,2023-07-13
北京蓝海兴晟商贸有限公司,91110118MACEGW460B,2023-04-18
北京新庭科技有限公司,91110118MACG652967,2023-04-18
北京安禾盛通工程管理有限公司,91110118MACB34T008,2023-03-21
北京沃源农野农业发展专业合作社,93110118MACFH5TP8G,2023-05-10
北京亚星国际广告有限公司,91110111MACFB7LY37,2023-10-25
北京意弘科技有限公司,91110118MACGCTLX1Q,2023-04-14
北京弘祺智源科贸有限公司,91110118MACEGR9XXK,2023-04-18
北京中河国际贸易有限公司,91110118MACG64A354,2023-04-18
北京合花科技有限公司,91110118MACCJWE69A,2023-10-07
北京急速科技有限公司,91110118MACB2QAX4G,2023-09-20
北京仕友建筑工程有限公司,91110118MACE6PH275,2023-04-14
北京桂吉科技有限公司,91110118MACE8H4Y56,2023-04-17
北京安泉科技有限公司,91110118MACCQJF33G,2023-03-21
北京腾龙志凯文化传播有限公司,91110118MACCL9RT8G,2023-05-11
蒙亨牧业（北京）有限责任公司,91110118MACEFPBCX7,2023-03-29
华兴融科技产业发展（北京）有限公司,91110118MACEKXX6XH,2023-04-12
北京超越印象广告装饰有限公司,91110118MACEKYRK9H,2023-04-12
北京栖雾酒店管理有限公司,91110112MACEBR0G6E,2023-04-19
北京以木巽火工程设计咨询有限公司,91110118MACG35D81X,2023-04-17
北京楚豫科技有限公司,91110118MACANA2L50,2023-03-08
北京杏芙里科技有限公司,91110118MACBA8UKXE,2023-03-10
北京沃克达机电设备有限公司,91110118MACC5NEU4G,2023-03-29
北京诚鑫皓乐建筑工程有限公司,91110118MACEFLYX7T,2023-03-29
北京河清年丰科技有限公司,91110118MACD88JP1E,2023-03-29
北京瑞丰登农业专业合作社,93110118MACFUCCM5M,2023-08-08
北京丹妮萝娃跨境贸易服务有限公司,91110118MACFJDPY9H,2023-04-18
中创优能（北京）科技有限公司,91110118MACG6PCP5D,2023-04-18
北京新运启航建筑工程有限公司,91110114MACD2L7Y1M,2023-07-24
北京康讯月凌文化传播有限公司,91110118MACE4W5024,2023-07-17
北京云纳鼎创科技发展有限公司,91110118MACF39XN1H,2023-09-12
北京京典威文化传媒有限公司,91110118MACEBQL9XF,2023-04-17
北京辰宏伟业建设工程有限公司第一分公司,91110118MACG36102U,2023-04-17
北京迁达商贸有限公司,91110118MAC9QH7J5R,2023-03-10
北京声乐网住房租赁有限公司,91110118MACEFMR13C,2023-03-29
北京老刘信息咨询有限公司,91110118MACDB807XM,2023-03-27
北京强动三江科贸有限公司,91110118MACFCCMD7Q,2023-04-12
中创鑫羽（北京）科技有限公司,91110118MACEGLTHXK,2023-08-29
北京奥天机械设备租赁有限公司,91110118MACD2MMCXA,2023-03-22
北京合畅鸿科技有限公司,91110118MACG0YX06D,2023-04-19
北京佳瑞格医疗科技有限公司,91110118MAC9QJLK85,2023-07-19
顺道工程设计有限公司第二分公司,91110118MACEFJFHXY,2023-03-29
北京兴硕科技有限公司,91110118MACEBYPG4M,2023-04-17
华夏九舟（北京）商贸有限公司,91110118MACG9YLC7F,2023-04-17
中泰辉煌（北京）建设工程有限公司北京第一分公司,91110118MACG6M9T0H,2023-04-18
北京密云泽润永泓信息咨询有限公司,91110118MACBTGL04B,2023-03-08
北京顺京建设管理有限公司,91110118MACDW0WW0A,2023-04-12
青云祥合（北京）科技有限公司,91110118MACC5K9W03,2023-03-29
北京金晟隆源商贸有限公司,91110118MACFF0629Y,2023-04-17
北成（北京）建设工程有限公司,91110118MACG6KHH80,2023-04-18
北京芙云科技有限公司,91110118MACEBPJY9L,2023-04-17
北京渔阳昇腾广告传媒有限公司,91110118MACEBPTL6E,2023-04-17
北京欢文餐饮管理有限公司,91110118MAC9QH9F52,2023-03-10
金云华盛（北京）建筑工程有限公司,91110118MACAKTKDX0,2023-03-10
北京涌流商贸有限公司,91110118MACD861L95,2023-07-28
北京创意家美装饰装修有限公司,91110118MACEC0QF5C,2023-04-17
华太星网（北京）科技有限公司,91110118MACF4KWK68,2023-04-19
北京云润人力资源服务有限公司,91110118MACB8F4H8U,2023-09-13
北京云睿创享咨询管理有限公司,91110118MACAAGRH74,2023-03-08
北京数云传媒文化有限公司,91110118MACB019412,2023-03-10
北京博瑞沐航城市供应链管理有限公司,91110118MACAKTKJ97,2023-04-25
北京幄恒国际贸易有限公司,91110118MACC5PNP67,2023-03-29
北京颖艺管理咨询有限公司,91110118MACDW4HG5U,2023-04-12
北京福城商贸有限公司,91110118MACEFEPQ36,2023-03-29
北京中盾峰润国际人力资源服务有限公司,91110118MACEHP7903,2023-10-26
北京聚骅商贸有限公司,91110118MACF4JBT3E,2023-04-19
北京炳辰之禾科技有限公司,91110118MACAKE8066,2023-03-16
北京呈筑建筑科技有限公司,91110107MACBQXNQXD,2023-06-20
北京鑫湘文化传媒有限公司,91110118MACBHD082G,2023-03-22
北京浩远长青管理咨询有限公司,91110118MACG9WC14Y,2023-04-17
北京企润装饰有限公司,91110118MACAAHD95Q,2023-03-08
北京尚迪嘉人文化传媒有限公司,91110118MACEFNNA4Y,2023-03-29
北京博雅兴芬科技有限公司,91110118MACDW4U07A,2023-04-12
娜姆娜姆（北京）餐饮管理有限公司,91110118MACC5L653T,2023-03-29
北京老板电器销售有限公司第九分公司,91110118MACAKE072K,2023-03-16
北京佳驰好驰农副产品有限公司,91110118MACAAGR67Q,2023-03-08
北京鹏程云启科技有限公司,91110118MACBTH0L5Q,2023-10-10
北京密西河畔餐饮有限公司,91110118MACAFHJD3R,2023-03-09
北京馨一物业服务有限公司,91110118MACDLTCHXU,2023-03-29
北京都亚隆科技有限公司,91110400MACEP0XK12,2023-10-13
客创饮食文化传播（北京）有限公司北京分公司,91110109MACDW4NQ5F,2023-07-07
北京仟宇鸿商贸有限公司,91110118MACEHT0C17,2023-04-19
北京际州伟达建筑工程有限公司,91110118MACANAXE53,2023-03-08
北京智来锁业有限公司,91110118MACB024A13,2023-03-10
北京焕视传媒有限公司,91110118MACEFNNJ8K,2023-03-29
北京格利南博科技有限公司,91110118MACBMRBN0W,2023-05-09
北京熙山沂水传媒有限公司,91110118MACD2WCL7X,2023-04-06
北京蔽月风雪文化传媒有限公司,91110118MACD87636X,2023-03-29
北京双循国际供应链管理有限公司,91110118MACBQL6300,2023-03-27
北京福元友倍亲晴源健康管理有限公司,91110118MACD2KWBXJ,2023-03-22
北京贵辉建筑工程有限公司,91110118MACD2N2N5M,2023-03-22
北京沣阳科技有限公司,91110118MACFEWAE45,2023-04-17
北京阔盛伟业建筑工程有限公司,91110118MACG358A63,2023-04-17
北京瑾嘉信息咨询有限责任公司,91110118MACDBE72XK,2023-03-27
北京康惠锦源种植专业合作社,93110118MACD2W8U52,2023-04-06
北京织巢鸟软件技术合伙企业（有限合伙）,91110118MACDLLDA7T,2023-09-26
北京宇辰泰达建设工程有限公司,91110118MACG0W5K6A,2023-04-19
华源创达（北京）贸易有限公司,91110118MACANAGTX0,2023-03-08
北京高祥科技有限公司,91110118MACAAPH5X1,2023-10-12
北京迁旭商贸有限公司,91110118MACAKUAQ55,2023-03-10
北京弘曜汽车租赁有限公司,91110118MACBA98Q18,2023-03-10
航工中科（北京）信息科技有限公司,91110118MACEFP8D99,2023-03-29
北京云米乐娱乐有限公司,91110118MACF7UJ461,2023-04-06
北京泓成科技有限公司,91110118MACEP15617,2023-08-04
北京京瑞京荣装饰材料有限公司,91110118MACBHECB6B,2023-06-21
中企国云数据科技有限公司北京分公司,91110118MACEKWKJ04,2023-04-12
北京惟景沫酒店管理有限公司,91110106MACFCEBC4P,2023-04-14
北京双华锦程再生资源回收有限公司,91110118MACANB396L,2023-03-08
北京松乐市政园林工程有限公司,91110118MAC9H2Y87M,2023-03-08
北京视麦尔国际文化发展有限公司,91110118MACBA6CA8G,2023-10-27
北京安吉汽车租赁有限公司,91110118MACBA8JQ9J,2023-03-10
北京中新尚轲科技有限公司,91110118MACGTU441P,2023-04-19
北京万信人力资源有限公司,91110118MACF4HWE9X,2023-04-19
北京屿初酒店管理有限公司,91110109MACF4J1D9R,2023-04-21
北京云海创艺文化传媒有限公司,91110118MACD2MBE6C,2023-11-09
浩锐时代文化传播（北京）有限公司,91110106MACAAHXD5B,2023-07-24
北京中芯智享科技有限公司,91110118MACGTTQN4X,2023-04-19
北京汇锦时尚科技有限公司,91110118MACDRHNQ31,2023-08-03
北京淇馨盛达科技有限公司,91110118MACB00LC0E,2023-08-30
北京密甜甜鱼多多科技服务有限公司,91110118MACGA1EK3E,2023-04-17
北京中轲祥睿科技有限公司,91110118MACG374F73,2023-04-17
北京宇珂科技有限公司,91110118MACEHQC1X8,2023-04-19
北京顺鑫伟业建设工程有限公司,91110118MACGTUTAXH,2023-10-26
北京阳坡地农副产品有限公司,91110118MACF4K2F4A,2023-04-19
北京鑫垧科技有限公司,91110118MACEHRP319,2023-04-19
北京塑心心理咨询有限公司,91110118MACDRHX711,2023-03-22
北京青馨科技有限公司,91110118MACD2MKM9A,2023-09-26
北京易胜建筑装饰装潢有限公司,91110118MACFCDM54E,2023-08-17
北京七彩童年旅行社有限公司,91110118MACG79E72H,2023-04-20
北京旅达屋酒店管理有限公司,91110112MACEKRGC4W,2023-04-17
北京密芸德米口腔有限公司,91110118MACEH8FU7C,2023-04-19
福建瑞泉护理服务有限公司北京分公司,91110118MACFAGX278,2023-04-20
北京缘静清馨建筑工程有限公司,91110118MACG84XQ0M,2023-04-20
北京金瑞佳诚建筑工程有限公司,91110118MACFL5EBXE,2023-04-07
北京语客轩餐饮管理有限公司,91110106MACEKFJ02P,2023-04-11
北京政顺通国际贸易有限公司,91110108MACCCXQJ6F,2023-05-29
北京铭鑫盛广商贸有限公司,91110118MACF4M928F,2023-09-05
华网控股（北京）有限公司,91110118MACGGKG073,2023-06-06
北京雅纾柏酒店管理有限公司,91110117MACFCANF4A,2023-04-17
北京岚田和顺科技有限公司,91110118MACG85A472,2023-04-20
北京静星金科贸有限公司,91110118MACGTBW21A,2023-04-19
北京速拓机械租赁有限公司,91110118MACGTEX0XA,2023-04-19
北京世诺鑫瑞商贸有限公司,91110118MACFGNMF5U,2023-04-13
北京博益云文化传媒有限公司,91110118MACFGQ465G,2023-04-13
北京双和盛宏商贸有限公司,91110118MACGH65JX5,2023-04-20
北京康晟佰年科技发展有限公司,91110118MACE7E4X3H,2023-04-07
北京翯轩商贸有限公司,91110118MACELJ7C09,2023-04-20
北京旭洋晨辉科技有限公司,91110118MACGLRBG22,2023-04-21
北京赤星户外运动有限公司,91110118MACDCXXW8E,2023-04-07
九洲聚力（北京）管理顾问有限公司,91110119MACE5FE41G,2023-09-21
北京秀兰新生科技有限公司,91110111MACCYA5M4W,2023-04-04
北京鲜优农业科技有限公司,91110118MACD9QL04N,2023-04-07
北京浩铭远科技有限公司,91110118MACDJ7BU9R,2023-04-10
北京玉洗科技有限公司,91110118MACG0EE35L,2023-04-19
北京齐城弘易种植专业合作社,93110118MACG80E57F,2023-04-20
北京国旺盛科技有限公司,91110118MACEN0MG83,2023-04-21
北京鲜品网络科技有限公司,91110118MACD9Q3T7A,2023-04-07
北京宙宇腾飞科技有限公司,91110118MACF9RYCXM,2023-04-20
北京乐见其澄文化传播有限公司,91110118MACFAHN0XR,2023-04-20
北京密丰农业发展有限公司,91110118MACFW04B2U,2023-04-21
北京昊源翔腾科技有限公司,91110118MACEQK1F76,2023-04-10
北京天域云医通医疗科技有限公司,91110118MACF43QU3W,2023-04-19
北京拾季科技发展有限公司,91110118MACEMXFJ2A,2023-04-21
北京义盛斐酒店管理有限公司,91110106MACDJ9CN3R,2023-04-12
北京德利融创科技有限公司,91110118MACFUAEB25,2023-10-17
瓦利（北京）文化传播有限公司,91110118MACE7DPR58,2023-04-07
北京隆中文化有限公司,91110118MACFJA3X2K,2023-06-19
北京利丰富达污水处理有限公司,91110118MACGG9C364,2023-04-20
北京诺承测绘设计有限公司,91110118MACEH8NR3M,2023-06-06
北京盛世依凡绿化工程有限公司,91110118MACF436K4H,2023-04-19
飞凡视界文化娱乐（北京）有限责任公司,91110118MACGH2LD1H,2023-04-20
北京铂鸿建筑有限公司,91110118MACEMHAU70,2023-04-20
北京祺点文化传媒有限公司,91110118MACD9QEL10,2023-04-07
北京益之堂科技有限公司,91110118MACEKQGX3T,2023-04-12
北京巧妙科技有限公司,91110118MACFCCCA9Q,2023-04-12
北京乐韵昌发商贸有限公司,91110118MACFW0B07P,2023-04-21
北京鼎晟嘉业科技有限公司,91110118MACGTYW40J,2023-04-19
北京奥达鼎业建筑工程有限公司,91110118MACG12HG3X,2023-04-19
雅清文化传媒（北京）有限公司,91110118MACGTFNP31,2023-04-19
北京泓渊环保科技有限公司,91110118MACGLPXE0H,2023-04-21
北京天鑫宏科技有限公司,91110118MACELX4879,2023-04-20
北京明月之辉餐饮有限公司,91110118MACEH9JT7K,2023-04-19
北京亿达通恒建筑工程有限公司,91110118MACG04J13T,2023-04-22
北京京枫融浃科技服务有限公司,91110118MACER8XY93,2023-10-07
北京九鼎乾升商务咨询有限公司,91110118MACFHM8H5L,2023-04-22
北京恒源通达建筑装饰有限公司,91110118MACGFU9A6L,2023-04-22
北京鸿三江商贸有限公司,91110118MACDCYL45G,2023-04-07
北京亿烁科技有限公司,91110118MACFL69G1P,2023-04-07
北京中成达泰物流有限公司,91110118MACGTXMR2F,2023-04-19
北京鑫南轩餐饮管理有限公司,91110112MACEHTH95A,2023-04-21
北京国创兴晟科技有限公司,91110116MACF4NH64Y,2023-09-20
北京睿杰锦海生态修复有限公司,91110118MACGG9K7X7,2023-04-20
北京数钜房地产经纪有限公司,91110118MACFA23P62,2023-04-20
北京晟世聚财商贸有限公司,91110118MACG7H9L7U,2023-04-20
北京浩昇建筑工程有限公司,91110118MACG7GXB5N,2023-04-20
锦润（北京）建筑材料有限公司,91110118MACFW49B5E,2023-04-21
北京德翃科技有限公司,91110118MACF2W7J0Y,2023-04-10
北京于飞果商贸有限公司,91110118MACELWXJ9G,2023-04-20
北京天地通和科技有限公司,91110118MACEH956X9,2023-04-19
北京勤泰科技有限公司,91110108MACGTF2G62,2023-07-05
北京誉仁竹优品科技有限公司,91110118MACFAKHW12,2023-04-20
北京纳岚酒店管理有限公司,91110114MACE0CK52C,2023-04-17
北京酉林文化传播有限公司,91110118MACGLP7X04,2023-04-21
北京靖泰科技有限公司,91110118MACC12L8XW,2023-03-21
北京屹柯科技有限公司,91110118MACED32X35,2023-04-10
北京顺兴德泰市政工程有限公司,91110118MACF43C848,2023-04-19
北京科伯云瑞建筑装饰工程有限公司,91110118MACGH38Q8M,2023-04-20
北京君滋美酒店管理有限公司,91110109MACE0CQL1X,2023-04-14
北京蓝天鲸环保科技有限公司,91110118MACGLQHFXF,2023-04-21
北京天禹源建设工程有限公司,91110113MACC6R0G74,2023-09-19
